,YEAR,C_S,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
4532,2018,"Bay County,Florida",186555,0.9839311730988057,92522,94033,39.9,11442,20232,70322,50230,32279
4533,2019,"Bay County,Florida",173895,0.9824097401931167,86176,87719,41.8,9841,18163,63389,48335,32145
4545,2017,"Bradford County,Florida",27158,1.1850510901922922,14729,12429,40.2,1556,2770,10554,7147,4855
4546,2018,"Bradford County,Florida",27759,1.2314308681672026,15319,12440,40.1,1492,2757,10993,7280,4948
4547,2019,"Bradford County,Florida",28348,1.2480570975416336,15738,12610,40,1491,2769,11382,7225,5168
4559,2017,"Brevard County,Florida",588165,0.9553422717495736,287366,300799,47.4,27864,54548,189350,173216,136959
4560,2018,"Brevard County,Florida",594978,0.9573125598318294,291001,303977,47.4,27890,54953,192219,173008,140506
4561,2019,"Brevard County,Florida",601024,0.9565220222012435,293834,307190,47.6,27428,55566,194390,172472,144638
4573,2017,"Broward County,Florida",1935945,0.9502402611139653,943275,992670,40.3,113267,205548,747213,533855,313767
4574,2018,"Broward County,Florida",1948058,0.9497601406027462,948931,999127,40.5,113403,206562,746637,534967,323527
4575,2019,"Broward County,Florida",1955475,0.9505498615994613,952950,1002525,40.7,112399,206329,744851,534398,333996
4587,2017,"Calhoun County,Florida",14463,1.207080726384862,7910,6553,41.1,721,1551,5545,3929,2582
4588,2018,"Calhoun County,Florida",14593,1.207715582450832,7983,6610,41,720,1554,5627,3904,2615
4589,2019,"Calhoun County,Florida",14140,1.181425485961123,7658,6482,41.9,679,1471,5309,3839,2662
4601,2017,"Charlotte County,Florida",181998,0.9515119022088784,88738,93260,59.2,5546,11032,41280,50894,71908
4602,2018,"Charlotte County,Florida",185204,0.953463842713695,90396,94808,59.7,5481,11026,41739,51256,74400
4603,2019,"Charlotte County,Florida",189669,0.9517287507717638,92489,97180,60.1,5450,11336,42311,51767,77428
4615,2017,"Citrus County,Florida",145619,0.9392853813474676,70530,75089,56.6,5474,10910,35265,40146,52601
4616,2018,"Citrus County,Florida",147920,0.9409780996995105,71711,76209,56.8,5562,11083,35882,40187,53872
4617,2019,"Citrus County,Florida",150153,0.93951019142835,72735,77418,57.2,5475,11222,36502,40281,55415
4629,2017,"Clay County,Florida",212381,0.9716572128819035,104664,107717,39.5,11954,25548,80649,58838,32392
4630,2018,"Clay County,Florida",215902,0.9728428228112979,106465,109437,39.7,11953,25694,81539,59689,33888
4631,2019,"Clay County,Florida",219014,0.9716248210797331,107931,111083,39.9,11936,26022,82507,59993,35426
4643,2017,"Collier County,Florida",373286,0.9704188550766714,183841,189445,50.8,16684,33061,108506,93882,117425
4644,2018,"Collier County,Florida",378657,0.9696175272693226,186408,192249,51.4,16695,32869,109051,94413,121824
4645,2019,"Collier County,Florida",385917,0.9708748276390379,190107,195810,52,16718,32880,110278,95438,126809
4657,2017,"Columbia County,Florida",70051,1.0670109176748304,36161,33890,40.4,4260,7708,25940,18463,12878
4658,2018,"Columbia County,Florida",70719,1.0656930042354316,36484,34235,40.3,4235,7790,26238,18289,13296
4659,2019,"Columbia County,Florida",71766,1.075001445671659,37180,34586,40.5,4109,7965,26644,18338,13843
4671,2017,"DeSoto County,Florida",37159,1.3050058929346815,21038,16121,40.8,1882,3629,14359,8909,7998
4672,2018,"DeSoto County,Florida",37128,1.2893081761006289,20910,16218,41,1865,3567,14330,8778,8181
4673,2019,"DeSoto County,Florida",37821,1.2791973002289985,21227,16594,41.3,1889,3554,14548,8931,8513
4685,2017,"Dixie County,Florida",16609,1.2213454594088538,9132,7477,46.6,800,1546,5524,4677,3891
4686,2018,"Dixie County,Florida",16692,1.2253032928942809,9191,7501,46.5,770,1568,5596,4640,3956
4687,2019,"Dixie County,Florida",16887,1.219053876478318,9277,7610,46.4,776,1612,5619,4663,4029
4699,2017,"Duval County,Florida",939167,0.94090890303381,455287,483880,36.3,63728,105438,391096,240039,128301
4700,2018,"Duval County,Florida",950469,0.9395466149165285,460422,490047,36.4,64542,106881,394513,240069,133386
4701,2019,"Duval County,Florida",959853,0.9402885812701134,465157,494696,36.5,64750,107675,398527,239246,138474
4713,2017,"Escambia County,Florida",313882,0.9816283239475745,155486,158396,37.3,19227,32961,126835,79531,52002
4714,2018,"Escambia County,Florida",315857,0.9798726290320559,156323,159534,37.4,19133,32998,127465,79477,53277
4715,2019,"Escambia County,Florida",319379,0.9756827812316353,157724,161655,37.4,19187,33480,129517,78967,54724
4727,2017,"Flagler County,Florida",110316,0.9285676823831751,53115,57201,51.6,4364,9802,31277,30599,33096
4728,2018,"Flagler County,Florida",112415,0.9298049852365584,54163,58252,52.1,4402,9729,31642,31020,34408
4729,2019,"Flagler County,Florida",115481,0.9261600560429663,55527,59954,52.4,4469,9870,32378,31705,35827
4741,2017,"Franklin County,Florida",11730,1.3113300492610838,6655,5075,45.1,514,973,4262,3179,2702
4742,2018,"Franklin County,Florida",11694,1.2584009269988412,6516,5178,46.4,523,955,4069,3208,2831
4743,2019,"Franklin County,Florida",12113,1.3165041116848346,6884,5229,46.2,506,934,4342,3302,2923
4755,2017,"Gadsden County,Florida",45984,0.9083665338645418,21888,24096,41.2,2683,5123,16820,12859,7938
4756,2018,"Gadsden County,Florida",45933,0.9017513352378587,21780,24153,41.4,2740,5154,16653,12590,8253
4757,2019,"Gadsden County,Florida",45670,0.9019656838247543,21658,24012,41.8,2723,5000,16450,12387,8556
4769,2017,"Gilchrist County,Florida",17899,1.0706848681166128,9255,8644,42.4,1035,1727,6475,4877,3589
4770,2018,"Gilchrist County,Florida",18263,1.0736913818553424,9456,8807,42.2,1033,1824,6585,4952,3687
4771,2019,"Gilchrist County,Florida",18572,1.0720740823385027,9609,8963,42.6,1003,1849,6671,5020,3827
4783,2017,"Glades County,Florida",13591,1.2632805995004164,7586,6005,46.6,406,1146,4807,3468,3640
4784,2018,"Glades County,Florida",13762,1.2765922249793218,7717,6045,47.3,434,1111,4762,3506,3816
4785,2019,"Glades County,Florida",13914,1.2583996104528485,7753,6161,47.9,410,1082,4811,3547,3928
4797,2017,"Gulf County,Florida",16115,1.4127863452612666,9436,6679,44.9,641,1287,6011,4694,3348
4798,2018,"Gulf County,Florida",16137,1.4013392857142857,9417,6720,45.3,643,1305,5919,4633,3504
4799,2019,"Gulf County,Florida",13498,1.010126582278481,6783,6715,49.3,649,1304,3988,3924,3480
4811,2017,"Hamilton County,Florida",14397,1.3915282392026578,8377,6020,39.5,763,1366,5817,3796,2493
4812,2018,"Hamilton County,Florida",14289,1.3807064311896036,8287,6002,39.9,785,1308,5749,3747,2546
4813,2019,"Hamilton County,Florida",14470,1.3803257114657015,8391,6079,40,782,1348,5788,3768,2641
4825,2017,"Hardee County,Florida",27172,1.1160345767463593,14331,12841,34.9,1925,3729,10659,6121,4345
4826,2018,"Hardee County,Florida",27106,1.1156728067436779,14294,12812,35,1911,3722,10607,6079,4397
4827,2019,"Hardee County,Florida",26806,1.1162074682245204,14139,12667,35.6,1839,3599,10394,6045,4531
4839,2017,"Hendry County,Florida",41074,1.1127514016768685,21633,19441,34.6,3083,5605,16588,9748,5479
4840,2018,"Hendry County,Florida",41306,1.119669523271925,21819,19487,34.8,3011,5732,16544,9844,5593
4841,2019,"Hendry County,Florida",42069,1.1227671813502875,22251,19818,35,3059,5739,16824,10007,5782
4853,2017,"Hernando County,Florida",186899,0.9266150563349792,89890,97009,48.7,8561,17591,56805,50384,51571
4854,2018,"Hernando County,Florida",190851,0.931221160851615,92027,98824,48.7,8709,17866,58346,51313,52544
4855,2019,"Hernando County,Florida",194290,0.9320611370213104,93729,100561,48.8,8770,18110,59727,51793,53644
4867,2017,"Highlands County,Florida",103828,0.9513240241312559,50619,53209,53.7,4729,9187,28208,24287,36490
4868,2018,"Highlands County,Florida",104453,0.9510796473401076,50917,53536,53.9,4706,9142,28428,24189,36963
4869,2019,"Highlands County,Florida",105890,0.9503794297502395,51598,54292,54.3,4574,9179,28807,24169,38125
4881,2017,"Hillsborough County,Florida",1428960,0.9571014365718402,698819,730141,37.1,88797,161394,597230,365649,198557
4882,2018,"Hillsborough County,Florida",1455351,0.9583674787558283,712206,743145,37.4,89157,163704,606642,371330,206795
4883,2019,"Hillsborough County,Florida",1476431,0.9588197443398542,722696,753735,37.6,89093,165174,614511,374525,215071
4895,2017,"Holmes County,Florida",19458,1.1377719182597232,10356,9102,42.7,1006,1971,7110,5351,3795
4896,2018,"Holmes County,Florida",19512,1.1298984826983953,10351,9161,42.6,1076,1963,7078,5257,3916
4897,2019,"Holmes County,Florida",19661,1.1315047701647876,10437,9224,42.5,1082,1956,7106,5291,3977
4909,2017,"Indian River County,Florida",154260,0.9235613192842447,74065,80195,53.2,6362,12612,42433,41540,49848
4910,2018,"Indian River County,Florida",157023,0.9234293273883166,75386,81637,53.9,6378,12491,42871,41998,51801
4911,2019,"Indian River County,Florida",159739,0.9227824789051121,76662,83077,54.5,6414,12373,43244,42140,54069
4923,2017,"Jackson County,Florida",48288,1.2272035422720353,26607,21681,41.7,2446,4438,18955,12747,9215
4924,2018,"Jackson County,Florida",48089,1.2290256790581255,26515,21574,41.8,2466,4354,18734,12661,9355
4925,2019,"Jackson County,Florida",46257,1.1725061055795605,24965,21292,42.3,2410,4239,17563,12095,9427
4937,2017,"Jefferson County,Florida",14226,1.0923665244888954,7427,6799,47.2,670,1285,4578,4348,3217
4938,2018,"Jefferson County,Florida",14358,1.0966705607476634,7510,6848,47.6,641,1271,4614,4358,3329
4939,2019,"Jefferson County,Florida",14280,1.1071270473660912,7503,6777,48.3,599,1226,4537,4319,3455
4951,2017,"Lafayette County,Florida",8603,1.3428649237472767,4931,3672,38.6,387,928,3721,2101,1359
4952,2018,"Lafayette County,Florida",8649,1.3287560581583198,4935,3714,38.8,370,914,3758,2136,1361
4953,2019,"Lafayette County,Florida",8384,1.2727026294388724,4695,3689,39.6,329,876,3516,2099,1428
4965,2017,"Lake County,Florida",345848,0.9374261241730109,167339,178509,47,17126,34235,109428,89616,91810
4966,2018,"Lake County,Florida",357086,0.9391145213930024,172937,184149,47.1,17511,35043,113054,91929,95540
4967,2019,"Lake County,Florida",366941,0.9394344608879492,177741,189200,47.3,17852,35645,116624,93779,98914
4979,2017,"Lee County,Florida",741188,0.9604776956343486,363123,378065,48.4,34297,67141,232158,192557,207524
4980,2018,"Lee County,Florida",755159,0.9603164920059291,369936,385223,48.8,34576,67355,235667,194266,215641
4981,2019,"Lee County,Florida",772268,0.9601009152423641,378274,393994,49.2,35190,67684,240175,196583,224905
4993,2017,"Leon County,Florida",291125,0.9035864909929054,138190,152935,30.9,15038,27030,146646,61913,37538
4994,2018,"Leon County,Florida",291905,0.9012029673629158,138368,153537,31.3,15193,27006,146105,61419,39158
4995,2019,"Leon County,Florida",293866,0.8973786157024793,138986,154880,31.6,15248,27219,146329,60955,41067
5007,2017,"Levy County,Florida",40339,0.9600116612409504,19758,20581,47.4,2007,4073,12507,11508,9806
5008,2018,"Levy County,Florida",40839,0.9625642750732856,20030,20809,47.5,2077,4135,12603,11512,10098
5009,2019,"Levy County,Florida",41620,0.9647830807723174,20437,21183,47.6,2146,4226,12795,11549,10442
5021,2017,"Liberty County,Florida",8234,1.5884941842187992,5053,3181,39.3,396,717,3621,2226,1187
5022,2018,"Liberty County,Florida",8421,1.6332082551594747,5223,3198,39.2,387,722,3741,2261,1218
5023,2019,"Liberty County,Florida",8341,1.6295712484237075,5169,3172,39.5,363,707,3701,2221,1256
5035,2017,"Madison County,Florida",18512,1.142096736866466,9870,8642,43,980,1753,6788,5083,3695
5036,2018,"Madison County,Florida",18623,1.1288294467306812,9875,8748,43.3,952,1785,6803,5057,3846
5037,2019,"Madison County,Florida",18599,1.1294939317609343,9865,8734,43.5,907,1781,6763,5013,3936
5049,2017,"Manatee County,Florida",385458,0.9361965039180229,186378,199080,48.3,18560,36386,118777,104111,103630
5050,2018,"Manatee County,Florida",394043,0.9348460148485682,190387,203656,48.8,18471,36732,120682,105925,108063
5051,2019,"Manatee County,Florida",402977,0.9334388868897685,194552,208425,49.3,18315,36922,122843,107397,113262
5063,2017,"Marion County,Florida",353953,0.9238562677667803,169972,183981,48.5,17845,33409,107992,89708,101370
5064,2018,"Marion County,Florida",359630,0.9232270726711695,172637,186993,48.6,17918,33934,110061,90196,103765
5065,2019,"Marion County,Florida",365997,0.9210524934520966,175478,190519,48.7,18108,34404,112283,90844,106360
5077,2017,"Martin County,Florida",159716,0.9728741538613568,78760,80956,52.4,6587,13199,44329,45293,48797
5078,2018,"Martin County,Florida",160661,0.97214754802676,79196,81465,52.7,6645,13229,44454,44959,49836
5079,2019,"Martin County,Florida",161212,0.9726396162693945,79488,81724,53.3,6594,12994,44295,44488,51263
5091,2017,"Miami-Dade County,Florida",2709126,0.9458980738731698,1316902,1392224,39.8,158487,273052,1088294,728235,430644
5092,2018,"Miami-Dade County,Florida",2709711,0.9464021480227904,1317547,1392164,40.2,158216,271014,1076717,732965,440498
5093,2019,"Miami-Dade County,Florida",2711612,0.9466434261232132,1318644,1392968,40.4,156739,270016,1068158,735293,451051
5105,2017,"Monroe County,Florida",76556,1.0948992994746058,40012,36544,47.6,3535,5674,25706,24253,16820
5106,2018,"Monroe County,Florida",74362,1.0974220116206916,38908,35454,48,3473,5572,24610,23345,16771
5107,2019,"Monroe County,Florida",73897,1.0861893738354695,38475,35422,48.2,3326,5653,24295,22818,17198
5119,2017,"Nassau County,Florida",83024,0.9669272684198057,40814,42210,45.6,4285,8253,27445,24097,17997
5120,2018,"Nassau County,Florida",85923,0.9684987055831749,42274,43649,45.7,4393,8678,28234,24677,18983
5121,2019,"Nassau County,Florida",88583,0.9662390126964396,43531,45052,45.8,4479,8953,28899,25094,20098
5133,2017,"Okaloosa County,Florida",204275,1.0327084204032082,103781,100494,36.9,13446,22493,82893,51153,32070
5134,2018,"Okaloosa County,Florida",207731,1.0324139752859338,105522,102209,36.9,13671,23176,84252,51182,33107
5135,2019,"Okaloosa County,Florida",211411,1.0299873252419727,107267,104144,37,13655,23749,86129,51196,34178
5147,2017,"Okeechobee County,Florida",41248,1.1594680906758807,22147,19101,41.2,2494,4333,15376,10534,8078
5148,2018,"Okeechobee County,Florida",41601,1.1551572294462,22298,19303,41.3,2568,4342,15399,10626,8217
5149,2019,"Okeechobee County,Florida",42141,1.1599692465402358,22631,19510,41.5,2556,4372,15514,10704,8484
5161,2017,"Orange County,Florida",1357720,0.9616602709325442,665592,692128,35.1,83841,152166,617755,330595,157007
5162,2018,"Orange County,Florida",1383657,0.9614071198016559,678216,705441,35.3,84493,154192,627693,336021,164140
5163,2019,"Orange County,Florida",1395371,0.9627265502472097,684436,710935,35.6,84100,153832,630866,338815,170486
5175,2017,"Osceola County,Florida",353306,0.970737856712555,174030,179276,36,22423,44058,150910,85551,45556
5176,2018,"Osceola County,Florida",367359,0.9729799403850802,181164,186195,36.2,23118,45699,156775,88644,47764
5177,2019,"Osceola County,Florida",374170,0.9723053892215568,184458,189712,36.5,23096,46002,159206,90657,49807
5189,2017,"Palm Beach County,Florida",1470583,0.9407821022611046,712856,757727,44.8,75731,141426,506376,384912,346359
5190,2018,"Palm Beach County,Florida",1482833,0.9411248010221179,718929,763904,45,75781,141258,507945,386776,354755
5191,2019,"Palm Beach County,Florida",1497800,0.9406154567727842,725983,771817,45.2,76232,141567,511153,387143,365302
5203,2017,"Pasco County,Florida",525533,0.9462671421852374,255512,270021,44.6,27491,54394,177757,141384,118512
5204,2018,"Pasco County,Florida",539129,0.9445380212297072,261876,277253,44.5,28063,55912,182589,144658,121439
5205,2019,"Pasco County,Florida",554032,0.9445450588945514,269116,284916,44.4,28448,57629,188607,147341,125381
5217,2017,"Pinellas County,Florida",968886,0.9229575351492105,465034,503852,48.1,42781,78993,315706,287392,235210
5218,2018,"Pinellas County,Florida",973343,0.9232720856295459,467256,506087,48.4,42323,78496,316422,286013,240982
5219,2019,"Pinellas County,Florida",975367,0.9238387344918045,468377,506990,48.8,41157,77727,316742,283190,247523
5231,2017,"Polk County,Florida",685790,0.9610697107823233,336088,349702,40.3,40168,77409,253340,167890,138387
5232,2018,"Polk County,Florida",707095,0.9604660125264434,346418,360677,40.2,41041,79424,263124,171517,143039
5233,2019,"Polk County,Florida",724967,0.9614748798034648,355364,369603,40.2,41563,81082,271209,174063,147878
5245,2017,"Putnam County,Florida",73418,0.9797756444827959,36334,37084,45.2,4249,8135,23287,20326,16563
5246,2018,"Putnam County,Florida",73968,0.9809319764327799,36628,37340,45.3,4293,8087,23465,20211,17017
5247,2019,"Putnam County,Florida",74309,0.9764083195914677,36711,37598,45.4,4253,8057,23650,19982,17462
5259,2017,"St. Johns County,Florida",244067,0.9502736825282672,118922,125145,43.8,12287,27776,82581,69976,48161
5260,2018,"St. Johns County,Florida",254007,0.9506589052036616,123791,130216,43.8,12692,29014,85527,72217,51046
5261,2019,"St. Johns County,Florida",265068,0.9499613786000662,129133,135935,44,12928,30186,89238,74436,54616
5273,2017,"St. Lucie County,Florida",313207,0.9527594892513342,152815,160392,45.3,16153,31807,104043,83407,74266
5274,2018,"St. Lucie County,Florida",320340,0.9535428317040596,156361,163979,45.5,16269,32252,106020,84778,77322
5275,2019,"St. Lucie County,Florida",328063,0.9521633313696437,160012,168051,45.7,16431,32788,108416,85917,80627
5287,2017,"Santa Rosa County,Florida",174413,1.0415418110309953,88981,85432,39.7,9905,19485,67060,48465,27336
5288,2018,"Santa Rosa County,Florida",179573,1.0400227208179496,91548,88025,39.7,10209,20006,69030,49456,28527
5289,2019,"Santa Rosa County,Florida",184587,1.0396353591160221,94087,90500,39.8,10265,20564,70960,50421,29939
5301,2017,"Sarasota County,Florida",420073,0.9101260009367085,200154,219919,56.1,14972,30461,106101,113594,151307
5302,2018,"Sarasota County,Florida",426890,0.9098087462252544,203365,223525,56.6,15053,30450,107168,113681,156663
