,YEAR,C_S,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
7073,2021,"Saluda County,South Carolina",18821,1.023545855284378,9520,9301,44.0,1030,2088,6257,5175,4007
7075,2020,"Spartanburg County,South Carolina",329364,0.9540330809938536,160808,168556,38.2,20031,39172,127709,84439,53485
7076,2021,"Spartanburg County,South Carolina",335864,0.9549708963911525,164064,171800,38.1,20392,39446,131278,85051,54898
7078,2020,"Sumter County,South Carolina",105417,0.9318819066468745,50850,54567,36.7,6976,12886,41235,25199,17665
7079,2021,"Sumter County,South Carolina",104758,0.9315927278091234,50524,54234,36.9,6803,12666,41214,24622,17993
7081,2020,"Union County,South Carolina",27148,0.9051228070175439,12898,14250,43.8,1460,2918,9176,7675,5557
7082,2021,"Union County,South Carolina",27016,0.9001266000844,12798,14218,43.9,1427,2900,9145,7516,5653
7084,2020,"Williamsburg County,South Carolina",30902,0.9081197900586601,14707,16195,44.0,1501,3193,10705,8285,6820
7085,2021,"Williamsburg County,South Carolina",30484,0.9093072779656771,14518,15966,44.4,1453,3043,10545,8056,6979
7087,2020,"York County,South Carolina",283899,0.9418934725062758,137702,146197,39.0,15986,36217,109812,76072,41620
7088,2021,"York County,South Carolina",288595,0.9434661099700327,140100,148495,39.3,15814,36365,112040,76714,43313
7090,2020,"Aurora County,South Dakota",2733,1.1104247104247105,1438,1295,40.3,179,339,945,666,562
7091,2021,"Aurora County,South Dakota",2748,1.1009174311926606,1440,1308,40.8,175,327,959,662,578
7093,2020,"Beadle County,South Dakota",19146,1.023890063424947,9686,9460,37.6,1613,2643,6650,4640,3326
7094,2021,"Beadle County,South Dakota",19121,1.0110433319310055,9613,9508,37.4,1578,2679,6652,4575,3349
7096,2020,"Bennett County,South Dakota",3386,0.9789596727060199,1675,1711,30.8,288,613,1286,710,435
7097,2021,"Bennett County,South Dakota",3406,1.008254716981132,1710,1696,31.0,254,620,1310,704,453
7099,2020,"Bon Homme County,South Dakota",6979,1.4730687455705174,4157,2822,40.8,381,651,2706,1759,1396
7100,2021,"Bon Homme County,South Dakota",7014,1.474074074074074,4179,2835,40.9,359,667,2732,1755,1415
7102,2020,"Brookings County,South Dakota",34339,1.0731103598164695,17775,16564,27.6,2065,3595,17835,6116,4333
7103,2021,"Brookings County,South Dakota",34639,1.070472205618649,17909,16730,27.6,2008,3699,18028,5999,4514
7105,2020,"Brown County,South Dakota",38210,0.9813326419497018,18925,19285,37.8,2464,4692,14726,9089,6706
7106,2021,"Brown County,South Dakota",38101,0.9799927246271372,18858,19243,38.1,2305,4651,14794,8948,6828
7108,2020,"Brule County,South Dakota",5263,1.0095456281023292,2644,2619,39.9,350,743,1738,1377,966
7109,2021,"Brule County,South Dakota",5242,1.0223765432098766,2650,2592,40.1,348,718,1749,1340,1001
7111,2020,"Buffalo County,South Dakota",1944,0.9836734693877551,964,980,26.4,181,387,790,375,173
7112,2021,"Buffalo County,South Dakota",1923,1.0094043887147335,966,957,25.8,156,387,803,356,178
7114,2020,"Butte County,South Dakota",10249,1.0400079617834395,5225,5024,40.7,689,1304,3465,2581,2059
7115,2021,"Butte County,South Dakota",10456,1.0322643343051505,5311,5145,40.5,706,1320,3608,2559,2123
7117,2020,"Campbell County,South Dakota",1374,1.0818181818181818,714,660,55.6,65,117,358,409,411
7118,2021,"Campbell County,South Dakota",1380,1.0845921450151057,718,662,56.0,61,119,370,393,426
7120,2020,"Charles Mix County,South Dakota",9351,1.031501194872909,4748,4603,35.8,799,1498,3101,2125,1677
7121,2021,"Charles Mix County,South Dakota",9163,1.037127612272121,4665,4498,36.5,734,1472,3039,2085,1678
7123,2020,"Clark County,South Dakota",3850,1.0698924731182795,1990,1860,39.2,392,519,1179,869,843
7124,2021,"Clark County,South Dakota",3855,1.0581954084356646,1982,1873,38.6,380,550,1188,826,858
7126,2020,"Clay County,South Dakota",14998,0.9880699893955461,7454,7544,25.4,734,1395,8377,2519,1827
7127,2021,"Clay County,South Dakota",15150,0.9926344863869525,7547,7603,25.7,715,1411,8449,2544,1876
7129,2020,"Codington County,South Dakota",28309,1.0227938549481959,14314,13995,39.7,1658,3509,10376,7223,5139
7130,2021,"Codington County,South Dakota",28427,1.0214036834245894,14364,14063,39.9,1613,3435,10495,7144,5302
7132,2020,"Corson County,South Dakota",3893,0.9751395230847285,1922,1971,28.9,414,688,1438,799,462
7133,2021,"Corson County,South Dakota",3872,0.9664804469273743,1903,1969,29.1,410,687,1436,788,477
7135,2020,"Custer County,South Dakota",8328,1.0179307002665374,4201,4127,56.2,305,547,2122,2621,2655
7136,2021,"Custer County,South Dakota",8609,1.01333021515435,4333,4276,56.3,307,558,2218,2675,2780
7138,2020,"Davison County,South Dakota",19936,1.005432049089629,9995,9941,38.7,1220,2419,7496,4643,3870
7139,2021,"Davison County,South Dakota",19878,0.9989943684633951,9934,9944,39.0,1242,2318,7465,4577,3961
7141,2020,"Day County,South Dakota",5425,1.0410082768999247,2767,2658,46.9,284,662,1603,1380,1426
7142,2021,"Day County,South Dakota",5414,1.0507575757575758,2774,2640,46.9,298,627,1612,1353,1439
7144,2020,"Deuel County,South Dakota",4299,1.0889212827988337,2241,2058,42.5,270,531,1397,1110,929
7145,2021,"Deuel County,South Dakota",4272,1.0788321167883212,2217,2055,42.7,266,519,1384,1096,938
7147,2020,"Dewey County,South Dakota",5226,0.9787959106399091,2585,2641,27.7,607,1007,1950,1052,511
7148,2021,"Dewey County,South Dakota",5246,0.9729221511846559,2587,2659,27.7,581,1022,1980,1021,534
7150,2020,"Douglas County,South Dakota",2824,0.9845397048489107,1401,1423,42.8,222,354,859,690,659
7151,2021,"Douglas County,South Dakota",2821,0.9992912827781715,1410,1411,42.3,220,361,867,664,668
7153,2020,"Edmunds County,South Dakota",3977,1.0239185750636133,2012,1965,44.7,246,450,1251,1090,885
7154,2021,"Edmunds County,South Dakota",4033,1.028672032193159,2045,1988,44.5,258,460,1271,1082,912
7156,2020,"Fall River County,South Dakota",6964,1.0303206997084549,3534,3430,53.0,243,636,1886,2043,2076
7157,2021,"Fall River County,South Dakota",7202,1.0196298373527761,3636,3566,52.8,254,636,1978,2079,2175
7159,2020,"Faulk County,South Dakota",2128,1.0208926875593543,1075,1053,41.8,181,257,654,497,506
7160,2021,"Faulk County,South Dakota",2137,1.0255924170616113,1082,1055,41.8,181,261,666,482,516
7162,2020,"Grant County,South Dakota",7532,1.1121704991587213,3966,3566,45.2,454,853,2339,2152,1634
7163,2021,"Grant County,South Dakota",7519,1.11743170937764,3968,3551,44.9,429,865,2370,2110,1645
7165,2020,"Gregory County,South Dakota",3994,1.0619514713474445,2057,1937,44.8,249,507,1197,987,1000
7166,2021,"Gregory County,South Dakota",3977,1.0606217616580311,2047,1930,45.2,237,505,1179,972,1025
7168,2020,"Haakon County,South Dakota",1869,1.0010706638115632,935,934,44.0,110,227,586,455,466
7169,2021,"Haakon County,South Dakota",1835,0.9967355821545157,916,919,45.0,103,211,575,437,481
7171,2020,"Hamlin County,South Dakota",6167,1.0785305021907652,3200,2967,33.2,594,958,2176,1374,951
7172,2021,"Hamlin County,South Dakota",6255,1.087087087087087,3258,2997,32.1,630,973,2253,1352,932
7174,2020,"Hand County,South Dakota",3130,1.0232708468002585,1583,1547,46.1,168,365,958,793,798
7175,2021,"Hand County,South Dakota",3095,1.022875816993464,1565,1530,46.5,165,342,953,763,823
7177,2020,"Hanson County,South Dakota",3461,1.0311032863849765,1757,1704,38.5,259,509,1200,867,558
7178,2021,"Hanson County,South Dakota",3505,1.0366066240557814,1784,1721,39.1,256,507,1218,907,553
7180,2020,"Harding County,South Dakota",1317,1.1241935483870968,697,620,41.0,91,144,459,342,267
7181,2021,"Harding County,South Dakota",1327,1.1368760064412238,706,621,41.4,92,154,450,337,281
7183,2020,"Hughes County,South Dakota",17704,0.9767753461366682,8748,8956,38.8,1158,2347,6394,4448,3115
7184,2021,"Hughes County,South Dakota",17694,0.9747767857142857,8734,8960,39.0,1099,2302,6481,4386,3153
7186,2020,"Hutchinson County,South Dakota",7411,0.9799625968474486,3668,3743,42.1,630,901,2294,1846,1636
7187,2021,"Hutchinson County,South Dakota",7411,0.9927399838666308,3692,3719,42.1,598,925,2300,1810,1676
7189,2020,"Hyde County,South Dakota",1258,1.035598705501618,640,618,45.1,82,129,401,318,312
7190,2021,"Hyde County,South Dakota",1236,1.0463576158940397,632,604,44.6,88,123,396,299,313
7192,2020,"Jackson County,South Dakota",2810,0.9957386363636364,1402,1408,29.5,322,484,993,590,370
7193,2021,"Jackson County,South Dakota",2878,0.9986111111111111,1438,1440,28.8,338,506,1004,596,384
7195,2020,"Jerauld County,South Dakota",1657,1.0182704019488429,836,821,45.4,103,209,489,383,452
7196,2021,"Jerauld County,South Dakota",1636,0.9926918392204629,815,821,44.9,101,203,494,372,445
7198,2020,"Jones County,South Dakota",925,1.0464601769911503,473,452,47.8,62,108,259,256,229
7199,2021,"Jones County,South Dakota",879,1.0878859857482186,458,421,48.9,50,111,243,240,225
7201,2020,"Kingsbury County,South Dakota",5211,1.0483490566037736,2667,2544,43.1,365,615,1659,1322,1185
7202,2021,"Kingsbury County,South Dakota",5192,1.0554235946159938,2666,2526,42.9,356,637,1658,1273,1204
7204,2020,"Lake County,South Dakota",11010,1.1112176414189836,5795,5215,44.3,589,1111,3768,2835,2591
7205,2021,"Lake County,South Dakota",10851,1.1098580594983474,5708,5143,44.7,562,1082,3694,2725,2667
7207,2020,"Lawrence County,South Dakota",25812,1.0216165413533835,13044,12768,43.5,1056,2316,9637,6614,5901
7208,2021,"Lawrence County,South Dakota",26165,1.0207754093296262,13217,12948,43.9,1064,2227,9783,6599,6180
7210,2020,"Lincoln County,South Dakota",65613,0.993891877108214,32706,32907,35.6,4601,9480,26860,14577,8997
7211,2021,"Lincoln County,South Dakota",67870,0.9935379644588045,33825,34045,35.9,4569,9507,27934,15043,9672
7213,2020,"Lyman County,South Dakota",3714,1.113830392714855,1957,1757,36.2,322,518,1332,863,617
7214,2021,"Lyman County,South Dakota",3764,1.1181767023072595,1987,1777,36.0,312,534,1352,859,653
7216,2020,"McCook County,South Dakota",5661,1.0422077922077921,2889,2772,39.0,460,787,1889,1397,1043
7217,2021,"McCook County,South Dakota",5695,1.0390261367704976,2902,2793,38.5,462,804,1932,1358,1051
7219,2020,"McPherson County,South Dakota",2397,1.005857740585774,1202,1195,46.4,148,315,669,569,661
7220,2021,"McPherson County,South Dakota",2420,1.0166666666666666,1220,1200,46.6,151,321,668,572,674
7222,2020,"Marshall County,South Dakota",4300,1.1532298447671507,2303,1997,42.3,315,505,1401,1073,959
7223,2021,"Marshall County,South Dakota",4304,1.146633416458853,2299,2005,42.4,316,525,1383,1054,975
7225,2020,"Meade County,South Dakota",29853,1.0945064197011156,15600,14253,36.8,1503,3595,12513,7066,4747
7226,2021,"Meade County,South Dakota",30173,1.096075026050712,15778,14395,37.1,1442,3526,12829,7005,4915
7228,2020,"Mellette County,South Dakota",1916,1.0232312565997888,969,947,32.6,180,279,683,453,280
7229,2021,"Mellette County,South Dakota",1908,1.0384615384615385,972,936,32.3,177,286,691,427,291
7231,2020,"Miner County,South Dakota",2294,1.0629496402877698,1182,1112,44.7,136,265,714,629,511
7232,2021,"Miner County,South Dakota",2314,1.0960144927536233,1210,1104,43.9,139,273,742,613,518
7234,2020,"Minnehaha County,South Dakota",197511,1.03332406806881,100374,97137,35.5,14448,25442,82031,46465,26476
7235,2021,"Minnehaha County,South Dakota",199685,1.036064604278402,101611,98074,35.7,14122,25713,83445,46402,27266
7237,2020,"Moody County,South Dakota",6324,1.0191570881226053,3192,3132,40.1,472,842,2085,1610,1211
7238,2021,"Moody County,South Dakota",6315,1.036439858110287,3214,3101,40.2,444,841,2124,1575,1234
7240,2020,"Oglala Lakota County,South Dakota",13672,0.9714491708723865,6737,6935,26.5,1303,2704,5851,2540,976
7241,2021,"Oglala Lakota County,South Dakota",13586,0.9630111255598902,6665,6921,26.5,1280,2654,5864,2480,1000
7243,2020,"Pennington County,South Dakota",109475,1.026376677464137,55450,54025,40.0,6870,12723,39959,27847,20686
7244,2021,"Pennington County,South Dakota",111806,1.0302892734569358,56737,55069,40.2,6975,12728,41043,27988,21583
7246,2020,"Perkins County,South Dakota",2824,1.0214745884037222,1427,1397,48.2,171,310,806,768,736
7247,2021,"Perkins County,South Dakota",2819,1.0207885304659499,1424,1395,47.9,174,303,817,737,756
7249,2020,"Potter County,South Dakota",2471,0.9595559080095163,1210,1261,49.6,129,292,703,608,708
7250,2021,"Potter County,South Dakota",2475,0.9642857142857143,1215,1260,48.7,121,301,709,615,688
7252,2020,"Roberts County,South Dakota",10257,1.0428201553475402,5236,5021,37.1,875,1591,3290,2355,1978
7253,2021,"Roberts County,South Dakota",10163,1.053546170943625,5214,4949,37.3,814,1602,3255,2312,2014
7255,2020,"Sanborn County,South Dakota",2318,1.0789237668161435,1203,1115,41.3,175,285,773,588,467
7256,2021,"Sanborn County,South Dakota",2378,1.1007067137809188,1246,1132,41.5,175,301,790,578,503
7258,2020,"Spink County,South Dakota",6338,1.024920127795527,3208,3130,42.6,417,655,2129,1673,1363
7259,2021,"Spink County,South Dakota",6269,1.0294593719650373,3180,3089,43.0,424,626,2105,1622,1397
7261,2020,"Stanley County,South Dakota",2976,1.0217391304347827,1504,1472,42.6,199,349,988,743,652
7262,2021,"Stanley County,South Dakota",3032,1.0280936454849499,1537,1495,42.1,177,361,1031,737,680
7264,2020,"Sully County,South Dakota",1446,1.117130307467057,763,683,48.0,87,150,427,402,359
7265,2021,"Sully County,South Dakota",1476,1.1360347322720694,785,691,48.3,91,149,432,396,387
7267,2020,"Todd County,South Dakota",9319,0.949581589958159,4539,4780,23.2,1071,2091,3703,1584,666
7268,2021,"Todd County,South Dakota",9286,0.9382174911292006,4495,4791,23.0,1030,2085,3724,1545,676
7270,2020,"Tripp County,South Dakota",5601,1.0293478260869566,2841,2760,43.3,431,631,1772,1452,1247
7271,2021,"Tripp County,South Dakota",5569,1.0184849583182312,2810,2759,43.2,404,656,1755,1437,1246
7273,2020,"Turner County,South Dakota",8673,1.0132311977715878,4365,4308,42.0,502,1153,2877,2183,1820
7274,2021,"Turner County,South Dakota",8708,1.0134104046242776,4383,4325,42.1,486,1134,2942,2187,1827
7276,2020,"Union County,South Dakota",16832,1.0272190774418886,8529,8303,40.1,1021,2143,6034,4286,3088
7277,2021,"Union County,South Dakota",16872,1.0357142857142858,8584,8288,40.6,966,2095,6080,4292,3175
7279,2020,"Walworth County,South Dakota",5289,1.0026505111700112,2648,2641,43.7,360,614,1673,1264,1308
7280,2021,"Walworth County,South Dakota",5248,1.0030534351145037,2628,2620,43.8,345,588,1675,1236,1326
7282,2020,"Yankton County,South Dakota",23238,1.1138906576912582,12245,10993,41.2,1337,2463,8543,6024,4581
7283,2021,"Yankton County,South Dakota",23297,1.115985467756585,12287,11010,41.3,1359,2460,8557,5944,4692
7285,2020,"Ziebach County,South Dakota",2388,1.0084104289318756,1199,1189,34.1,132,311,1054,584,259
7286,2021,"Ziebach County,South Dakota",2380,1.0118343195266273,1197,1183,33.7,136,284,1071,590,253
7288,2020,"Anderson County,Tennessee",77209,0.9593706382438777,37804,39405,42.8,4054,8421,27181,21015,15520
7289,2021,"Anderson County,Tennessee",77576,0.9598807538780254,37994,39582,42.7,4097,8234,27619,20834,15764
7291,2020,"Bedford County,Tennessee",50302,0.9842998027613412,24952,25350,37.4,3316,6490,19286,12858,7574
7292,2021,"Bedford County,Tennessee",51119,0.980435456376879,25307,25812,37.6,3372,6453,19729,13052,7732
7294,2020,"Benton County,Tennessee",15812,0.9841887313339189,7843,7969,47.4,791,1645,4837,4574,3790
7295,2021,"Benton County,Tennessee",15872,0.985985985985986,7880,7992,47.2,808,1659,4867,4543,3804
7297,2020,"Bledsoe County,Tennessee",14930,1.4887481246874479,8931,5999,45.0,543,1054,5748,4670,2786
7298,2021,"Bledsoe County,Tennessee",15234,1.4896224873345318,9115,6119,45.1,552,1046,5861,4752,2888
7300,2020,"Blount County,Tennessee",135566,0.9583670403328326,66342,69224,44.0,6597,13799,47201,38157,28140
7301,2021,"Blount County,Tennessee",137605,0.9590689066059226,67365,70240,44.1,6676,13846,48038,38335,28998
7303,2020,"Bradley County,Tennessee",108741,0.9554920155373328,53133,55608,40.2,6182,11922,41485,28977,18749
7304,2021,"Bradley County,Tennessee",110162,0.9499079580855282,53666,56496,40.2,6174,11949,42015,29265,19280
7306,2020,"Campbell County,Tennessee",39277,0.9805859512883869,19446,19831,44.0,2218,3914,13452,11144,8073
7307,2021,"Campbell County,Tennessee",39578,0.9825677503381255,19615,19963,44.0,2212,3962,13613,11141,8145
7309,2020,"Cannon County,Tennessee",14547,1.0109206524744263,7313,7234,41.6,860,1600,5193,4114,2606
7310,2021,"Cannon County,Tennessee",14553,1.002339020363236,7285,7268,41.9,867,1562,5173,4130,2646
7312,2020,"Carroll County,Tennessee",28415,0.9805534258033038,14068,14347,42.0,1553,3288,9932,7558,5724
7313,2021,"Carroll County,Tennessee",28432,0.9795307387036134,14069,14363,41.9,1568,3308,9944,7490,5764
7315,2020,"Carter County,Tennessee",56315,0.9719518173541565,27757,28558,46.2,2414,5136,19120,16360,12639
7316,2021,"Carter County,Tennessee",56134,0.9754363738738738,27718,28416,46.4,2355,5039,19121,16152,12801
7318,2020,"Cheatham County,Tennessee",41087,0.9986865787809506,20530,20557,41.2,2273,4434,15172,12244,6391
7319,2021,"Cheatham County,Tennessee",41523,0.9999518350833253,20761,20762,41.2,2242,4394,15486,12222,6607
7321,2020,"Chester County,Tennessee",17347,0.9306622148024485,8362,8985,38.1,915,1956,6948,4313,2993
7322,2021,"Chester County,Tennessee",17504,0.9399312867117366,8481,9023,38.2,902,1949,7020,4318,3065
7324,2020,"Claiborne County,Tennessee",32038,0.9715692307692307,15788,16250,43.4,1595,3014,11655,8922,6480
7325,2021,"Claiborne County,Tennessee",32267,0.9766601323205096,15943,16324,43.4,1647,3038,11734,8881,6606
7327,2020,"Clay County,Tennessee",7554,0.9723237597911227,3724,3830,48.0,361,805,2243,2160,1883
7328,2021,"Clay County,Tennessee",7555,0.9829396325459318,3745,3810,48.0,364,775,2297,2129,1902
7330,2020,"Cocke County,Tennessee",36022,0.9572918930667246,17618,18404,45.7,1835,3746,11666,10537,7790
7331,2021,"Cocke County,Tennessee",36418,0.9551189134052719,17791,18627,45.8,1852,3702,11877,10525,7984
7333,2020,"Coffee County,Tennessee",58102,0.9696928605329175,28604,29498,39.3,3755,7123,21244,15191,9923
7334,2021,"Coffee County,Tennessee",59032,0.968323830482478,29041,29991,39.4,3725,7183,21791,15240,10204
7336,2020,"Crockett County,Tennessee",13884,0.9264603857360899,6677,7207,40.5,839,1709,4884,3672,2576
7337,2021,"Crockett County,Tennessee",13979,0.9345419319125381,6753,7226,40.2,829,1734,4957,3651,2602
7339,2020,"Cumberland County,Tennessee",61272,0.9617712035347229,30039,31233,52.8,2691,5414,16794,16380,19377
7340,2021,"Cumberland County,Tennessee",62451,0.9643621036738802,30659,31792,53.2,2659,5464,17052,16625,20020
7342,2020,"Davidson County,Tennessee",715486,0.936582778015363,346028,369458,34.7,46194,71256,337700,162553,90157
7343,2021,"Davidson County,Tennessee",703953,0.9325617211928875,339694,364259,35.0,44475,68546,332701,158196,92397
7345,2020,"Decatur County,Tennessee",11402,0.98710352039038,5664,5738,46.1,546,1213,3632,3213,2645
7346,2021,"Decatur County,Tennessee",11391,0.9942226890756303,5679,5712,46.3,533,1166,3668,3202,2661
7348,2020,"DeKalb County,Tennessee",20171,1.0181090545272635,10176,9995,42.3,1135,2205,7126,5663,3790
7349,2021,"DeKalb County,Tennessee",20478,1.009814505839631,10289,10189,42.2,1171,2210,7252,5717,3864
7351,2020,"Dickson County,Tennessee",54432,0.9776195320447609,26908,27524,40.3,3194,6220,20274,14990,9011
7352,2021,"Dickson County,Tennessee",55292,0.9754197927831368,27302,27990,40.3,3208,6198,20782,15051,9291
7354,2020,"Dyer County,Tennessee",36646,0.9469769418765275,17824,18822,39.7,2241,4437,13432,9563,6454
7355,2021,"Dyer County,Tennessee",36615,0.945226584497689,17792,18823,39.7,2226,4394,13446,9497,6513
7357,2020,"Fayette County,Tennessee",42139,0.9804022934486324,20861,21278,47.5,1972,3810,13568,13034,9290
7358,2021,"Fayette County,Tennessee",42832,0.9789318055812234,21188,21644,47.9,1986,3670,13896,13082,9738
7360,2020,"Fentress County,Tennessee",18522,0.9869126796824715,9200,9322,45.8,995,1945,5922,5321,4110
7361,2021,"Fentress County,Tennessee",18850,0.9888162059506225,9372,9478,46.3,963,1965,5998,5442,4256
7363,2020,"Franklin County,Tennessee",42781,0.9669425287356321,21031,21750,42.3,2151,4169,15830,11377,8729
7364,2021,"Franklin County,Tennessee",43215,0.973017394877414,21312,21903,42.4,2187,4176,15995,11436,8910
7366,2020,"Gibson County,Tennessee",50375,0.9395887879254582,24403,25972,39.8,3048,6407,18287,12952,8942
7367,2021,"Gibson County,Tennessee",50541,0.9383677226355757,24467,26074,39.9,2894,6401,18533,12872,9090
7369,2020,"Giles County,Tennessee",30295,0.952752352713678,14781,15514,43.5,1670,3224,10347,8516,6151
7370,2021,"Giles County,Tennessee",30542,0.9530630515411178,14904,15638,43.2,1660,3235,10551,8432,6253
7372,2020,"Grainger County,Tennessee",23525,1.0226119852119335,11894,11631,45.7,1155,2333,7767,7027,4934
7373,2021,"Grainger County,Tennessee",23763,1.0266950959488272,12038,11725,45.9,1140,2295,7874,7025,5117
7375,2020,"Greene County,Tennessee",70220,0.9805945732498449,34766,35454,45.4,3426,6693,23793,20088,15378
7376,2021,"Greene County,Tennessee",70621,0.9822882164711166,34995,35626,45.7,3322,6655,23903,20143,15727
7378,2020,"Grundy County,Tennessee",13531,1.0016272189349111,6771,6760,43.2,755,1418,4707,3681,2796
7379,2021,"Grundy County,Tennessee",13622,0.9964824857100982,6799,6823,43.1,782,1413,4766,3673,2812
7381,2020,"Hamblen County,Tennessee",64435,0.9731442920137188,31779,32656,40.9,3843,7661,23057,17248,11728
7382,2021,"Hamblen County,Tennessee",64468,0.976212372018883,31846,32622,41.0,3822,7441,23239,17212,11833
7384,2020,"Hamilton County,Tennessee",366991,0.9424913194444444,178063,188928,39.7,21151,38505,143326,94320,65307
7385,2021,"Hamilton County,Tennessee",369135,0.9422433388054047,179079,190056,39.8,20917,38318,144867,93615,66898
7387,2020,"Hancock County,Tennessee",6622,0.9867986798679867,3289,3333,45.3,363,702,2139,1868,1464
7388,2021,"Hancock County,Tennessee",6787,0.9839228295819936,3366,3421,44.4,357,741,2242,1838,1514
7390,2020,"Hardeman County,Tennessee",25410,1.2383720930232558,14058,11352,40.7,1210,2537,10110,6580,4675
7391,2021,"Hardeman County,Tennessee",25426,1.2455179722688334,14103,11323,40.8,1191,2494,10179,6531,4717
7393,2020,"Hardin County,Tennessee",26800,0.9604974396488661,13130,13670,46.0,1275,2817,8674,7489,6211
7394,2021,"Hardin County,Tennessee",26892,0.9563509384548232,13146,13746,46.1,1252,2832,8682,7482,6304
7396,2020,"Hawkins County,Tennessee",56669,0.9832365087142158,28095,28574,45.9,2604,5521,18835,16792,12191
7397,2021,"Hawkins County,Tennessee",57288,0.9835878259063052,28407,28881,45.9,2625,5550,19163,16787,12436
7399,2020,"Haywood County,Tennessee",17795,0.8914753401360545,8387,9408,42.1,982,2061,6255,4772,3491
7400,2021,"Haywood County,Tennessee",17694,0.8991091553075025,8377,9317,42.5,967,1994,6192,4731,3561
7402,2020,"Henderson County,Tennessee",27818,0.9737476940542075,13724,14094,41.1,1603,3255,10025,7397,5145
7403,2021,"Henderson County,Tennessee",27953,0.9745002472275199,13796,14157,41.1,1606,3224,10139,7357,5215
7405,2020,"Henry County,Tennessee",32115,0.9560847849920818,15697,16418,46.1,1583,3330,10332,8896,7540
7406,2021,"Henry County,Tennessee",32239,0.9542341031702734,15742,16497,46.2,1589,3284,10383,8929,7609
7408,2020,"Hickman County,Tennessee",24942,1.1048101265822785,13092,11850,41.5,1307,2634,9305,7018,4381
7409,2021,"Hickman County,Tennessee",25307,1.109971652492913,13313,11994,41.4,1328,2642,9528,6985,4495
7411,2020,"Houston County,Tennessee",8285,0.9782712511938872,4097,4188,43.5,439,912,2833,2284,1715
7412,2021,"Houston County,Tennessee",8317,0.9741276999762639,4104,4213,43.4,438,901,2866,2278,1722
7414,2020,"Humphreys County,Tennessee",18974,1.005284295075037,9512,9462,43.0,1079,2036,6529,5279,3815
7415,2021,"Humphreys County,Tennessee",19211,1.0067899300114906,9638,9573,43.0,1077,2057,6664,5257,3914
7417,2020,"Jackson County,Tennessee",11617,1.0242202474298658,5878,5739,47.9,517,1078,3652,3596,2648
7418,2021,"Jackson County,Tennessee",11750,1.0227233603029782,5941,5809,47.7,502,1103,3720,3611,2688
7420,2020,"Jefferson County,Tennessee",54870,0.9802944997834561,27162,27708,44.8,2561,5379,18935,16185,11154
7421,2021,"Jefferson County,Tennessee",55624,0.9790792001707821,27518,28106,44.7,2565,5424,19341,16264,11341
7423,2020,"Johnson County,Tennessee",17966,1.1567827130852342,9636,8330,47.2,733,1526,5996,5305,4207
7424,2021,"Johnson County,Tennessee",18170,1.170588938000239,9799,8371,47.3,737,1504,6120,5287,4324
7426,2020,"Knox County,Tennessee",480126,0.9564558323757365,234720,245406,37.8,26562,50813,200390,119025,77413
7427,2021,"Knox County,Tennessee",486677,0.9553585060306797,237783,248894,37.8,26270,51205,204565,119050,79519
7429,2020,"Lake County,Tennessee",6980,1.7127866303925379,4407,2573,40.5,273,485,3120,1897,1149
7430,2021,"Lake County,Tennessee",7128,1.74364896073903,4530,2598,40.0,262,494,3267,1893,1154
7432,2020,"Lauderdale County,Tennessee",25100,1.0909696767744086,13096,12004,39.1,1463,2788,9904,6573,4032
7433,2021,"Lauderdale County,Tennessee",25108,1.0777888116517709,13024,12084,39.1,1394,2768,10011,6490,4094
7435,2020,"Lawrence County,Tennessee",44189,0.9803262525768576,21875,22314,39.6,2849,5671,15700,11521,7811
7436,2021,"Lawrence County,Tennessee",44828,0.9836275941413337,22229,22599,39.5,2814,5725,16054,11606,7943
7438,2020,"Lewis County,Tennessee",12602,0.9580484773151026,6166,6436,43.2,719,1391,4299,3364,2671
7439,2021,"Lewis County,Tennessee",12857,0.9656015899709525,6316,6541,43.0,717,1452,4402,3412,2698
7441,2020,"Lincoln County,Tennessee",35309,0.9773198185585484,17452,17857,42.8,1926,4017,12075,9853,6941
7442,2021,"Lincoln County,Tennessee",35433,0.9746433348194382,17489,17944,42.8,1901,3932,12246,9733,7099
7444,2020,"Loudon County,Tennessee",55097,0.9856921468987638,27350,27747,49.2,2606,5541,16199,15273,14866
7445,2021,"Loudon County,Tennessee",56690,0.9774661643644482,28022,28668,49.6,2616,5591,16738,15570,15513
7447,2020,"McMinn County,Tennessee",53315,0.9671254104711655,26212,27103,42.9,2935,5598,18663,14770,10659
7448,2021,"McMinn County,Tennessee",54059,0.9687886954621604,26601,27458,42.7,2949,5730,19082,14705,10890
7450,2020,"McNairy County,Tennessee",25839,0.9649429657794677,12689,13150,43.3,1351,2800,8960,7048,5325
7451,2021,"McNairy County,Tennessee",25860,0.9640009113693324,12693,13167,43.3,1397,2769,8963,7003,5385
7453,2020,"Macon County,Tennessee",25243,0.9719553159909382,12442,12801,38.3,1707,3204,9321,6609,4062
7454,2021,"Macon County,Tennessee",25699,0.9652060870230175,12622,13077,38.1,1734,3257,9522,6710,4131
7456,2020,"Madison County,Tennessee",98777,0.9081443418459993,47011,51766,39.1,6131,11043,37641,25366,17348
