,PCIncome,fip-year
12717,30829.0,55013-2020
12718,36873.0,55015-2020
12719,31644.0,55017-2020
12720,25472.0,55019-2020
12721,35547.0,55021-2020
12722,28259.0,55023-2020
12723,41755.0,55025-2020
12724,31078.0,55027-2020
12725,39162.0,55029-2020
12726,30960.0,55031-2020
12727,28988.0,55033-2020
12728,33039.0,55035-2020
12729,31961.0,55037-2020
12730,32508.0,55039-2020
12731,26863.0,55041-2020
12732,26534.0,55043-2020
12733,34872.0,55045-2020
12734,30396.0,55047-2020
12735,36035.0,55049-2020
12736,29146.0,55051-2020
12737,27478.0,55053-2020
12738,33461.0,55055-2020
12739,28288.0,55057-2020
12740,33103.0,55059-2020
12741,31723.0,55061-2020
12742,33609.0,55063-2020
12743,28843.0,55065-2020
12744,28948.0,55067-2020
12745,31609.0,55069-2020
12746,31375.0,55071-2020
12747,33608.0,55073-2020
12748,29395.0,55075-2020
12749,28780.0,55077-2020
12750,20570.0,55078-2020
12751,30159.0,55079-2020
12752,29946.0,55081-2020
12753,31827.0,55083-2020
12754,35811.0,55085-2020
12755,34815.0,55087-2020
12756,49070.0,55089-2020
12757,32275.0,55091-2020
12758,34223.0,55093-2020
12759,31995.0,55095-2020
12760,32268.0,55097-2020
12761,29812.0,55099-2020
12762,32566.0,55101-2020
12763,28103.0,55103-2020
12764,29924.0,55105-2020
12765,27212.0,55107-2020
12766,40285.0,55109-2020
12767,32066.0,55111-2020
12768,32851.0,55113-2020
12769,29682.0,55115-2020
12770,32360.0,55117-2020
12771,28102.0,55119-2020
12772,30058.0,55121-2020
12773,27192.0,55123-2020
12774,34548.0,55125-2020
12775,34027.0,55127-2020
12776,30217.0,55129-2020
12777,40407.0,55131-2020
12778,47806.0,55133-2020
12779,33784.0,55135-2020
12780,29296.0,55137-2020
12781,33101.0,55139-2020
12782,32037.0,55141-2020
12783,29644.0,56001-2020
12784,25587.0,56003-2020
12785,33522.0,56005-2020
12786,30929.0,56007-2020
12787,34834.0,56009-2020
12788,29726.0,56011-2020
12789,27475.0,56013-2020
12790,29064.0,56015-2020
12791,30170.0,56017-2020
12792,36794.0,56019-2020
12793,36421.0,56021-2020
12794,31672.0,56023-2020
12795,34779.0,56025-2020
12796,22597.0,56027-2020
12797,34803.0,56029-2020
12798,36793.0,56031-2020
12799,34495.0,56033-2020
12800,49313.0,56035-2020
12801,34282.0,56037-2020
12802,60331.0,56039-2020
12803,30442.0,56041-2020
12804,30212.0,56043-2020
12805,26573.0,56045-2020
12806,7349.0,72001-2020
12807,10001.0,72003-2020
12808,11733.0,72005-2020
12809,12245.0,72007-2020
12810,12078.0,72009-2020
12811,10618.0,72011-2020
12812,11199.0,72013-2020
12813,8899.0,72015-2020
12814,10314.0,72017-2020
12815,9187.0,72019-2020
12816,15301.0,72021-2020
12817,10176.0,72023-2020
12818,15757.0,72025-2020
12819,11339.0,72027-2020
12820,13610.0,72029-2020
12821,16992.0,72031-2020
12822,12918.0,72033-2020
12823,13567.0,72035-2020
12824,12240.0,72037-2020
12825,9730.0,72039-2020
12826,11566.0,72041-2020
12827,10700.0,72043-2020
12828,7746.0,72045-2020
12829,8829.0,72047-2020
12830,15830.0,72049-2020
12831,17204.0,72051-2020
12832,12913.0,72053-2020
12833,9563.0,72054-2020
12834,7017.0,72055-2020
12835,10385.0,72057-2020
12836,8980.0,72059-2020
12837,24527.0,72061-2020
12838,18880.0,72063-2020
12839,11675.0,72065-2020
12840,12503.0,72067-2020
12841,13832.0,72069-2020
12842,9853.0,72071-2020
12843,7536.0,72073-2020
12844,10717.0,72075-2020
12845,10936.0,72077-2020
12846,8251.0,72079-2020
12847,8716.0,72081-2020
12848,7726.0,72083-2020
12849,12093.0,72085-2020
12850,9515.0,72087-2020
12851,11479.0,72089-2020
12852,11627.0,72091-2020
12853,6936.0,72093-2020
12854,9872.0,72095-2020
12855,11598.0,72097-2020
12856,11214.0,72099-2020
12857,10319.0,72101-2020
12858,9337.0,72103-2020
12859,10084.0,72105-2020
12860,8538.0,72107-2020
12861,10142.0,72109-2020
12862,9729.0,72111-2020
12863,11680.0,72113-2020
12864,10085.0,72115-2020
12865,13154.0,72117-2020
12866,12257.0,72119-2020
12867,10130.0,72121-2020
12868,9860.0,72123-2020
12869,10203.0,72125-2020
12870,20027.0,72127-2020
12871,11387.0,72129-2020
12872,10069.0,72131-2020
12873,11413.0,72133-2020
12874,14408.0,72135-2020
12875,13510.0,72137-2020
12876,16824.0,72139-2020
12877,8918.0,72141-2020
12878,13439.0,72143-2020
12879,11444.0,72145-2020
12880,9096.0,72147-2020
12881,11596.0,72149-2020
12882,10124.0,72151-2020
12883,9124.0,72153-2020
12884,35384.0,0-2020
12885,30968.0,1001-2021
12886,35384.0,1003-2021
12887,21325.0,1005-2021
12888,24787.0,1007-2021
12889,27309.0,1009-2021
12890,21012.0,1011-2021
12891,23897.0,1013-2021
12892,26440.0,1015-2021
12893,24840.0,1017-2021
12894,26867.0,1019-2021
12895,26426.0,1021-2021
12896,25163.0,1023-2021
12897,25263.0,1025-2021
12898,26255.0,1027-2021
12899,27026.0,1029-2021
12900,29688.0,1031-2021
12901,28090.0,1033-2021
12902,22841.0,1035-2021
12903,26718.0,1037-2021
12904,26138.0,1039-2021
12905,28097.0,1041-2021
12906,26508.0,1043-2021
12907,26469.0,1045-2021
12908,20748.0,1047-2021
12909,23947.0,1049-2021
12910,31185.0,1051-2021
12911,19581.0,1053-2021
12912,26026.0,1055-2021
12913,24268.0,1057-2021
12914,22500.0,1059-2021
12915,23338.0,1061-2021
12916,16282.0,1063-2021
12917,20849.0,1065-2021
12918,28304.0,1067-2021
12919,29388.0,1069-2021
12920,25153.0,1071-2021
12921,34860.0,1073-2021
12922,22678.0,1075-2021
12923,29667.0,1077-2021
12924,26810.0,1079-2021
12925,30680.0,1081-2021
12926,33428.0,1083-2021
12927,21936.0,1085-2021
12928,22542.0,1087-2021
12929,40223.0,1089-2021
12930,27823.0,1091-2021
12931,23093.0,1093-2021
12932,27333.0,1095-2021
12933,27942.0,1097-2021
12934,21648.0,1099-2021
12935,30100.0,1101-2021
12936,30412.0,1103-2021
12937,15484.0,1105-2021
12938,23896.0,1107-2021
12939,24960.0,1109-2021
12940,26926.0,1111-2021
12941,24871.0,1113-2021
12942,29803.0,1115-2021
12943,42106.0,1117-2021
12944,17481.0,1119-2021
12945,24997.0,1121-2021
12946,27110.0,1123-2021
12947,29479.0,1125-2021
12948,26127.0,1127-2021
12949,28585.0,1129-2021
12950,19231.0,1131-2021
12951,25624.0,1133-2021
12952,36157.0,2013-2021
12953,43599.0,2016-2021
12954,43125.0,2020-2021
12955,22295.0,2050-2021
12956,44755.0,2060-2021
12957,43311.0,2063-2021
12958,33894.0,2066-2021
12959,36412.0,2068-2021
12960,27890.0,2070-2021
12961,39820.0,2090-2021
12962,32128.0,2100-2021
12963,36787.0,2105-2021
12964,45607.0,2110-2021
12965,37473.0,2122-2021
12966,40534.0,2130-2021
12967,35751.0,2150-2021
12968,15417.0,2158-2021
12969,27130.0,2164-2021
12970,35929.0,2170-2021
12971,25736.0,2180-2021
12972,47585.0,2185-2021
12973,26748.0,2188-2021
12974,35280.0,2195-2021
12975,30574.0,2198-2021
12976,39792.0,2220-2021
12977,43562.0,2230-2021
12978,31546.0,2240-2021
12979,31069.0,2275-2021
12980,39950.0,2282-2021
12981,25711.0,2290-2021
12982,16888.0,4001-2021
12983,29494.0,4003-2021
12984,30218.0,4005-2021
12985,27797.0,4007-2021
12986,20741.0,4009-2021
12987,27407.0,4011-2021
12988,26165.0,4012-2021
12989,37570.0,4013-2021
12990,29657.0,4015-2021
12991,20858.0,4017-2021
12992,33016.0,4019-2021
12993,29284.0,4021-2021
12994,22985.0,4023-2021
12995,33588.0,4025-2021
12996,25057.0,4027-2021
12997,28815.0,5001-2021
12998,25641.0,5003-2021
12999,28726.0,5005-2021
13000,39045.0,5007-2021
13001,25850.0,5009-2021
13002,23162.0,5011-2021
13003,25482.0,5013-2021
13004,27416.0,5015-2021
13005,21820.0,5017-2021
13006,23773.0,5019-2021
13007,23747.0,5021-2021
13008,28868.0,5023-2021
13009,26167.0,5025-2021
13010,25293.0,5027-2021
13011,27435.0,5029-2021
13012,29106.0,5031-2021
13013,26609.0,5033-2021
13014,24880.0,5035-2021
13015,25410.0,5037-2021
13016,22683.0,5039-2021
13017,19955.0,5041-2021
13018,26250.0,5043-2021
13019,28851.0,5045-2021
13020,22391.0,5047-2021
13021,20817.0,5049-2021
13022,29214.0,5051-2021
13023,32428.0,5053-2021
13024,24806.0,5055-2021
13025,23132.0,5057-2021
13026,23411.0,5059-2021
13027,24969.0,5061-2021
13028,25030.0,5063-2021
13029,22047.0,5065-2021
13030,21238.0,5067-2021
13031,23015.0,5069-2021
13032,22509.0,5071-2021
13033,20605.0,5073-2021
13034,23086.0,5075-2021
13035,19688.0,5077-2021
13036,15748.0,5079-2021
13037,27738.0,5081-2021
13038,24061.0,5083-2021
13039,30370.0,5085-2021
13040,25566.0,5087-2021
13041,23231.0,5089-2021
13042,25453.0,5091-2021
13043,25267.0,5093-2021
13044,23446.0,5095-2021
13045,24184.0,5097-2021
13046,20095.0,5099-2021
13047,22406.0,5101-2021
13048,22485.0,5103-2021
13049,24857.0,5105-2021
13050,20242.0,5107-2021
13051,26008.0,5109-2021
13052,22170.0,5111-2021
13053,26879.0,5113-2021
13054,26212.0,5115-2021
13055,27799.0,5117-2021
13056,35718.0,5119-2021
13057,24648.0,5121-2021
13058,19667.0,5123-2021
13059,33861.0,5125-2021
13060,22064.0,5127-2021
13061,20532.0,5129-2021
13062,29684.0,5131-2021
13063,24415.0,5133-2021
13064,20326.0,5135-2021
13065,20078.0,5137-2021
13066,27072.0,5139-2021
13067,23389.0,5141-2021
13068,31380.0,5143-2021
13069,25535.0,5145-2021
13070,27219.0,5147-2021
13071,24771.0,5149-2021
13072,53815.0,6001-2021
13073,39055.0,6003-2021
13074,36589.0,6005-2021
13075,33424.0,6007-2021
13076,34791.0,6009-2021
13077,28063.0,6011-2021
13078,53656.0,6013-2021
13079,24708.0,6015-2021
13080,48953.0,6017-2021
13081,27295.0,6019-2021
13082,25100.0,6021-2021
13083,31044.0,6023-2021
13084,19005.0,6025-2021
13085,34304.0,6027-2021
13086,25328.0,6029-2021
13087,23483.0,6031-2021
13088,32147.0,6033-2021
13089,21214.0,6035-2021
13090,37924.0,6037-2021
13091,24759.0,6039-2021
13092,78995.0,6041-2021
13093,31871.0,6043-2021
13094,31324.0,6045-2021
13095,24521.0,6047-2021
13096,26084.0,6049-2021
13097,37466.0,6051-2021
13098,33786.0,6053-2021
13099,49641.0,6055-2021
13100,43777.0,6057-2021
13101,46099.0,6059-2021
13102,48580.0,6061-2021
13103,35139.0,6063-2021
13104,32079.0,6065-2021
13105,36152.0,6067-2021
13106,37238.0,6069-2021
13107,28443.0,6071-2021
13108,42696.0,6073-2021
13109,77267.0,6075-2021
13110,30628.0,6077-2021
13111,41407.0,6079-2021
13112,69919.0,6081-2021
13113,40634.0,6083-2021
13114,65052.0,6085-2021
13115,47619.0,6087-2021
13116,33507.0,6089-2021
13117,34454.0,6091-2021
13118,29563.0,6093-2021
13119,39068.0,6095-2021
13120,47580.0,6097-2021
13121,29195.0,6099-2021
13122,30932.0,6101-2021
13123,30976.0,6103-2021
13124,29312.0,6105-2021
13125,23706.0,6107-2021
13126,37042.0,6109-2021
13127,41863.0,6111-2021
13128,38805.0,6113-2021
13129,27163.0,6115-2021
13130,33571.0,8001-2021
13131,25249.0,8003-2021
13132,45046.0,8005-2021
13133,34394.0,8007-2021
13134,26220.0,8009-2021
13135,16557.0,8011-2021
13136,52401.0,8013-2021
13137,55176.0,8014-2021
13138,34290.0,8015-2021
13139,34055.0,8017-2021
13140,52364.0,8019-2021
13141,22345.0,8021-2021
13142,23442.0,8023-2021
13143,15037.0,8025-2021
13144,35255.0,8027-2021
13145,30551.0,8029-2021
13146,50642.0,8031-2021
13147,36003.0,8033-2021
13148,57481.0,8035-2021
13149,49010.0,8037-2021
13150,50147.0,8039-2021
13151,37619.0,8041-2021
13152,25371.0,8043-2021
13153,35608.0,8045-2021
13154,66627.0,8047-2021
13155,39377.0,8049-2021
13156,37642.0,8051-2021
13157,39213.0,8053-2021
13158,26111.0,8055-2021
13159,28619.0,8057-2021
13160,49213.0,8059-2021
13161,26540.0,8061-2021
13162,33007.0,8063-2021
13163,37837.0,8065-2021
13164,40529.0,8067-2021
13165,42596.0,8069-2021
13166,26521.0,8071-2021
13167,19758.0,8073-2021
13168,27849.0,8075-2021
13169,33073.0,8077-2021
13170,33849.0,8079-2021
13171,29451.0,8081-2021
13172,28520.0,8083-2021
13173,31403.0,8085-2021
13174,26919.0,8087-2021
13175,23689.0,8089-2021
13176,42317.0,8091-2021
13177,39975.0,8093-2021
13178,32223.0,8095-2021
13179,76883.0,8097-2021
13180,24281.0,8099-2021
13181,28540.0,8101-2021
13182,28139.0,8103-2021
13183,30215.0,8105-2021
13184,50571.0,8107-2021
13185,29805.0,8109-2021
13186,40019.0,8111-2021
13187,51725.0,8113-2021
13188,28922.0,8115-2021
13189,48488.0,8117-2021
13190,38556.0,8119-2021
13191,29814.0,8121-2021
13192,35707.0,8123-2021
13193,29600.0,8125-2021
13194,61651.0,9001-2021
13195,43642.0,9003-2021
13196,47811.0,9005-2021
13197,48670.0,9007-2021
13198,41192.0,9009-2021
13199,42312.0,9011-2021
13200,42942.0,9013-2021
13201,35032.0,9015-2021
13202,30804.0,10001-2021
13203,41428.0,10003-2021
13204,39066.0,10005-2021
13205,63793.0,11001-2021
13206,32323.0,12001-2021
13207,25689.0,12003-2021
13208,32312.0,12005-2021
13209,22656.0,12007-2021
13210,36278.0,12009-2021
13211,36451.0,12011-2021
13212,19982.0,12013-2021
13213,35656.0,12015-2021
13214,29948.0,12017-2021
13215,33670.0,12019-2021
13216,51296.0,12021-2021
13217,25912.0,12023-2021
13218,19673.0,12027-2021
13219,20320.0,12029-2021
13220,34077.0,12031-2021
13221,31085.0,12033-2021
13222,35568.0,12035-2021
13223,26933.0,12037-2021
13224,21651.0,12039-2021
13225,24959.0,12041-2021
13226,21645.0,12043-2021
13227,27704.0,12045-2021
13228,15624.0,12047-2021
13229,22377.0,12049-2021
13230,20473.0,12051-2021
13231,28400.0,12053-2021
13232,28519.0,12055-2021
13233,35954.0,12057-2021
13234,20993.0,12059-2021
13235,40318.0,12061-2021
13236,21660.0,12063-2021
13237,27995.0,12065-2021
13238,20437.0,12067-2021
13239,31968.0,12069-2021
13240,37550.0,12071-2021
13241,33764.0,12073-2021
13242,24553.0,12075-2021
13243,20432.0,12077-2021
13244,20455.0,12079-2021
13245,38008.0,12081-2021
13246,28969.0,12083-2021
13247,46973.0,12085-2021
13248,31813.0,12086-2021
13249,50050.0,12087-2021
13250,40201.0,12089-2021
13251,36762.0,12091-2021
13252,24617.0,12093-2021
13253,33498.0,12095-2021
13254,25491.0,12097-2021
13255,43733.0,12099-2021
13256,31931.0,12101-2021
13257,39539.0,12103-2021
13258,27909.0,12105-2021
13259,22814.0,12107-2021
13260,46583.0,12109-2021
13261,31289.0,12111-2021
13262,35253.0,12113-2021
13263,48265.0,12115-2021
13264,38429.0,12117-2021
13265,39922.0,12119-2021
13266,24302.0,12121-2021
13267,23401.0,12123-2021
13268,20226.0,12125-2021
13269,32231.0,12127-2021
13270,29425.0,12129-2021
13271,38777.0,12131-2021
13272,21389.0,12133-2021
13273,22109.0,13001-2021
13274,20287.0,13003-2021
13275,22846.0,13005-2021
13276,22872.0,13007-2021
13277,28455.0,13009-2021
13278,26125.0,13011-2021
13279,27926.0,13013-2021
13280,28467.0,13015-2021
13281,20298.0,13017-2021
13282,22072.0,13019-2021
13283,27800.0,13021-2021
13284,23599.0,13023-2021
13285,19942.0,13025-2021
13286,27821.0,13027-2021
13287,35589.0,13029-2021
13288,25882.0,13031-2021
13289,27921.0,13033-2021
13290,25902.0,13035-2021
13291,16401.0,13037-2021
13292,32003.0,13039-2021
13293,21843.0,13043-2021
13294,28188.0,13045-2021
13295,30461.0,13047-2021
13296,21824.0,13049-2021
13297,34886.0,13051-2021
13298,25196.0,13053-2021
13299,19577.0,13055-2021
13300,40675.0,13057-2021
13301,27301.0,13059-2021
13302,22752.0,13061-2021
13303,23532.0,13063-2021
13304,18331.0,13065-2021
13305,44448.0,13067-2021
13306,21528.0,13069-2021
13307,23408.0,13071-2021
13308,36804.0,13073-2021
13309,22490.0,13075-2021
13310,38527.0,13077-2021
13311,26429.0,13079-2021
13312,25798.0,13081-2021
13313,26581.0,13083-2021
13314,38218.0,13085-2021
13315,24108.0,13087-2021
13316,39994.0,13089-2021
13317,21159.0,13091-2021
13318,26597.0,13093-2021
13319,24402.0,13095-2021
13320,30260.0,13097-2021
13321,22393.0,13099-2021
13322,23036.0,13101-2021
13323,34545.0,13103-2021
13324,23647.0,13105-2021
13325,22599.0,13107-2021
13326,22695.0,13109-2021
13327,33262.0,13111-2021
13328,46522.0,13113-2021
13329,28051.0,13115-2021
13330,49506.0,13117-2021
13331,25395.0,13119-2021
13332,52842.0,13121-2021
13333,30955.0,13123-2021
13334,25578.0,13125-2021
13335,36304.0,13127-2021
13336,26349.0,13129-2021
13337,25533.0,13131-2021
13338,43017.0,13133-2021
13339,33870.0,13135-2021
13340,25752.0,13137-2021
13341,33209.0,13139-2021
13342,18351.0,13141-2021
13343,28716.0,13143-2021
13344,38691.0,13145-2021
13345,26166.0,13147-2021
13346,27055.0,13149-2021
13347,32238.0,13151-2021
13348,32279.0,13153-2021
13349,22120.0,13155-2021
13350,32095.0,13157-2021
13351,26334.0,13159-2021
13352,21284.0,13161-2021
13353,23732.0,13163-2021
13354,16325.0,13165-2021
13355,23557.0,13167-2021
13356,27780.0,13169-2021
13357,27696.0,13171-2021
13358,18981.0,13173-2021
13359,24139.0,13175-2021
13360,31470.0,13177-2021
13361,23726.0,13179-2021
13362,23927.0,13181-2021
13363,24903.0,13183-2021
13364,25033.0,13185-2021
13365,30738.0,13187-2021
13366,24321.0,13189-2021
13367,26632.0,13191-2021
13368,19538.0,13193-2021
13369,25921.0,13195-2021
13370,23694.0,13197-2021
13371,23198.0,13199-2021
13372,26933.0,13201-2021
13373,22087.0,13205-2021
13374,37296.0,13207-2021
13375,25756.0,13209-2021
13376,35597.0,13211-2021
13377,24272.0,13213-2021
13378,28523.0,13215-2021
13379,27441.0,13217-2021
13380,49429.0,13219-2021
13381,27907.0,13221-2021
13382,32316.0,13223-2021
13383,27955.0,13225-2021
13384,36505.0,13227-2021
13385,24203.0,13229-2021
13386,32150.0,13231-2021
13387,23882.0,13233-2021
13388,21513.0,13235-2021
13389,38351.0,13237-2021
13390,19782.0,13239-2021
13391,30057.0,13241-2021
13392,16454.0,13243-2021
13393,25874.0,13245-2021
13394,30961.0,13247-2021
13395,23083.0,13249-2021
13396,24960.0,13251-2021
13397,30218.0,13253-2021
13398,32796.0,13255-2021
13399,24445.0,13257-2021
13400,19763.0,13259-2021
13401,21437.0,13261-2021
13402,26106.0,13263-2021
13403,25109.0,13265-2021
13404,21485.0,13267-2021
13405,22733.0,13269-2021
13406,16358.0,13271-2021
13407,21109.0,13273-2021
13408,29912.0,13275-2021
13409,26154.0,13277-2021
13410,25974.0,13279-2021
13411,30015.0,13281-2021
13412,24309.0,13283-2021
13413,25961.0,13285-2021
13414,20299.0,13287-2021
13415,24719.0,13289-2021
13416,34630.0,13291-2021
13417,24143.0,13293-2021
13418,26438.0,13295-2021
13419,30719.0,13297-2021
13420,21034.0,13299-2021
13421,24056.0,13301-2021
13422,22460.0,13303-2021
13423,23201.0,13305-2021
13424,20056.0,13307-2021
13425,17652.0,13309-2021
13426,30415.0,13311-2021
13427,25322.0,13313-2021
13428,16629.0,13315-2021
13429,27914.0,13317-2021
13430,23033.0,13319-2021
13431,26819.0,13321-2021
13432,33913.0,15001-2021
13433,40339.0,15003-2021
13434,49700.0,15005-2021
13435,35351.0,15007-2021
13436,38956.0,15009-2021
13437,39979.0,16001-2021
13438,32594.0,16003-2021
13439,27544.0,16005-2021
13440,27793.0,16007-2021
13441,25269.0,16009-2021
13442,26098.0,16011-2021
13443,40739.0,16013-2021
13444,33418.0,16015-2021
13445,31671.0,16017-2021
13446,29989.0,16019-2021
13447,27426.0,16021-2021
13448,26419.0,16023-2021
13449,29680.0,16025-2021
13450,25777.0,16027-2021
13451,27357.0,16029-2021
13452,25913.0,16031-2021
13453,22148.0,16033-2021
13454,26337.0,16035-2021
13455,23356.0,16037-2021
13456,24777.0,16039-2021
13457,24537.0,16041-2021
13458,24371.0,16043-2021
13459,29625.0,16045-2021
13460,25877.0,16047-2021
13461,26346.0,16049-2021
13462,26438.0,16051-2021
