,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
188,29479,1125-2021,1125,227007,0.931169129,109458,117549,34.1,12841,24564,103592,50959,32306,3,144457,74686,775,3803,156,3130,217519,9488
189,23882,1127-2019,1127,63680,0.953314316,31079,32601,42.2,3849,7067,22253,17228,12532,1,57969,3905,349,341,70,1046,61973,1707
190,25330,1127-2020,1127,65100,0.961197807,31906,33194,42.1,3923,7362,22653,17585,12781,1,59205,4035,340,340,67,1113,63267,1833
191,26127,1127-2021,1127,64818,0.960557757,31757,33061,42.1,3902,7365,22557,17299,12858,1,58895,4000,353,336,69,1165,62905,1913
192,26752,1129-2019,1129,16279,0.950047916,7931,8348,43.2,919,1712,5630,4561,3241,8,10815,3812,1265,124,20,243,16026,253
193,30391,1129-2020,1129,15296,0.964047252,7508,7788,43.3,865,1611,5249,4311,3060,8,10124,3545,1231,123,21,252,15043,253
194,28585,1129-2021,1129,15147,0.959508409,7417,7730,43.3,840,1604,5219,4238,3048,8,10059,3482,1198,125,21,262,14884,263
195,16841,1131-2019,1131,10396,0.895005468,4910,5486,40.5,658,1163,3730,2591,2107,9,2846,7385,24,25,2,114,10239,157
196,19031,1131-2020,1131,10518,0.895135135,4968,5550,41.1,654,1183,3744,2649,2154,9,2912,7430,24,24,2,126,10356,162
197,19231,1131-2021,1131,10446,0.889652677,4918,5528,41.7,661,1162,3657,2619,2215,9,2930,7320,24,28,2,142,10285,161
198,22952,1133-2019,1133,23700,0.967948186,11657,12043,45.8,1263,2364,7728,6788,5271,6,22730,238,199,84,49,400,22941,759
199,23269,1133-2020,1133,23491,0.981359649,11635,11856,45.7,1231,2356,7675,6759,5183,6,22550,235,195,84,45,382,22714,777
200,25624,1133-2021,1133,23652,0.977426637,11691,11961,45.8,1208,2385,7714,6789,5245,6,22686,259,198,90,49,370,22869,783
201,33939,2013-2019,2013,3355,2.072344322,2263,1092,44.4,58,131,1516,1292,341,9,710,337,675,1461,37,135,2844,511
202,36973,2013-2020,2013,3418,2.040925267,2294,1124,44.7,58,133,1530,1308,374,9,737,345,663,1494,36,143,2898,520
203,36157,2013-2021,2013,3398,2.031222123,2277,1121,44.6,54,137,1527,1270,399,9,747,367,674,1424,36,150,2850,548
204,39647,2016-2019,2016,5702,1.942208462,3764,1938,41.7,190,336,2647,2066,418,9,1891,396,686,2296,171,262,4918,784
205,44164,2016-2020,2016,5206,1.997121474,3469,1737,41.9,168,327,2383,1881,405,9,1697,372,630,2076,168,263,4473,733
206,43599,2016-2021,2016,5059,2.067919951,3410,1649,42.1,151,327,2314,1822,414,9,1654,373,603,1979,170,280,4314,745
207,41415,2020-2019,2020,288790,1.038225102,147103,141687,34.4,20148,34667,127632,68985,33618,2,183201,17193,25633,28811,9058,24894,261264,27526
208,41127,2020-2020,2020,290637,1.0476479,148700,141937,34.7,19657,35462,128195,68860,34755,2,183806,16993,26442,28994,9137,25265,262904,27733
209,43125,2020-2021,2020,288121,1.048933295,147501,140620,35.1,18918,35016,127294,67110,35974,2,181000,16766,26655,28974,9277,25449,260288,27833
210,19885,2050-2019,2050,18493,1.079500731,9600,8893,27.5,2007,3250,7797,3650,1448,7,1862,148,15529,196,38,720,18132,361
211,21392,2050-2020,2050,18648,1.094104436,9743,8905,27.7,1996,3328,7819,3669,1506,7,1840,193,15660,203,44,708,18241,407
212,22295,2050-2021,2050,18557,1.098258706,9713,8844,27.6,1986,3349,7762,3577,1552,7,1720,197,15695,189,42,714,18166,391
213,44168,2060-2019,2060,840,1.1,440,400,41.8,60,73,309,248,144,9,350,6,295,13,2,174,774,66
214,46950,2060-2020,2060,831,1.136246787,442,389,42.9,47,90,287,244,156,9,358,6,272,22,2,171,762,69
215,44755,2060-2021,2060,838,1.170984456,452,386,40.8,45,107,296,238,148,9,349,7,281,21,2,178,756,82
216,34365,2068-2019,2068,2125,1.232142857,1173,952,40,95,212,901,664,241,8,1750,54,110,117,1,93,2043,82
217,35873,2068-2020,2068,1611,1.200819672,879,732,40.4,66,160,677,496,196,8,1298,57,90,85,1,80,1541,70
218,36412,2068-2021,2068,1593,1.200276243,869,724,40.9,70,153,660,489,204,8,1274,50,96,84,1,88,1522,71
219,25993,2070-2019,2070,4932,1.040546132,2515,2417,30.3,471,788,1981,1103,507,9,779,31,3590,45,9,478,4788,144
220,26381,2070-2020,2070,4839,1.068832835,2500,2339,30.6,444,798,1947,1052,520,9,733,33,3529,51,12,481,4678,161
221,27890,2070-2021,2070,4772,1.070281996,2467,2305,30.7,427,792,1953,999,528,9,720,39,3478,48,12,475,4604,168
222,37025,2090-2019,2090,97088,1.16995217,52346,44742,31.9,7101,11548,46262,20308,10765,3,73257,5280,7771,3321,570,6889,89054,8034
223,38031,2090-2020,2090,95286,1.17473468,51471,43815,32.4,6738,11619,45063,19765,10985,3,71870,4985,7790,3244,547,6850,87552,7734
224,39820,2090-2021,2090,95593,1.180497263,51753,43840,32.4,6635,11422,45735,19240,11366,3,72029,4950,7800,3291,593,6930,87602,7991
225,31731,2100-2019,2100,2561,0.992996109,1276,1285,49.3,114,208,813,806,587,9,2051,15,272,24,0,199,2474,87
226,30069,2100-2020,2100,2085,1.052165354,1069,1016,48.1,89,180,677,632,485,9,1659,15,213,25,0,173,2011,74
227,32128,2100-2021,2100,2071,1.048466864,1060,1011,48.1,92,178,668,611,500,9,1651,16,208,25,0,171,1990,81
228,36091,2105-2019,2105,2144,1.152610442,1148,996,50.2,99,197,612,699,511,9,1034,48,827,19,4,212,2017,127
229,37200,2105-2020,2105,2361,1.206542056,1291,1070,50.7,113,224,668,754,575,9,1166,57,889,17,2,230,2213,148
230,36787,2105-2021,2105,2332,1.21042654,1277,1055,51.2,110,204,676,725,596,9,1175,46,864,17,2,228,2172,160
231,43680,2110-2019,2110,32038,1.0348047,16293,15745,38.5,1804,3439,13124,8770,4534,5,21927,468,3842,2246,404,3151,29777,2261
232,43074,2110-2020,2110,32195,1.048418909,16478,15717,38.8,1695,3502,13208,8712,4694,5,22010,471,3859,2258,409,3188,29929,2266
233,45607,2110-2021,2110,31973,1.038444374,16288,15685,39.3,1584,3470,13064,8597,4863,5,21825,490,3819,2250,401,3188,29695,2278
234,34226,2122-2019,2122,58914,1.090483287,30732,28182,41.2,3497,6745,21042,16064,10846,7,48963,477,4744,1068,175,3487,56382,2532
235,35312,2122-2020,2122,58893,1.099871639,30847,28046,41.2,3431,6774,21057,15756,11107,7,48816,492,4755,1108,190,3532,56294,2599
236,37473,2122-2021,2122,59767,1.101438065,31326,28441,41.3,3399,6852,21519,15595,11616,7,49445,538,4814,1160,189,3621,57042,2725
237,37590,2130-2019,2130,13905,1.052398524,7130,6775,39.6,759,1501,5425,3761,2276,7,9378,145,1890,1126,51,1315,13118,787
238,38343,2130-2020,2130,13902,1.051652893,7126,6776,39.9,723,1523,5428,3725,2345,7,9313,145,1940,1144,49,1311,13123,779
239,40534,2130-2021,2130,13754,1.05713431,7068,6686,40.6,655,1493,5352,3652,2438,7,9157,145,1953,1143,51,1305,12971,783
240,32876,2150-2019,2150,13209,1.140842788,7039,6170,35,939,1676,5786,3123,1536,7,7116,167,1707,3074,129,1016,12039,1170
241,32495,2150-2020,2150,13023,1.149009901,6963,6060,35.5,844,1708,5663,3049,1598,7,7022,149,1668,3067,110,1007,11853,1170
242,35751,2150-2021,2150,12787,1.163254948,6876,5911,35.9,783,1667,5538,2942,1683,7,6846,183,1638,3012,105,1003,11669,1118
243,24836,2164-2019,2164,1583,1.037323037,806,777,34.5,151,203,622,393,186,9,374,18,985,38,5,163,1539,44
244,24983,2164-2020,2164,1454,1.053672316,746,708,34.7,127,196,576,367,167,9,337,16,888,43,5,165,1411,43
245,27130,2164-2021,2164,1416,1.046242775,724,692,35.5,123,194,540,362,175,9,342,15,842,42,8,167,1373,43
246,31232,2170-2019,2170,108578,1.079560254,56366,52212,35.9,7383,14773,43689,27380,13639,2,89297,1427,7532,1868,498,7956,102734,5844
247,31963,2170-2020,2170,107460,1.088954551,56018,51442,36.3,7062,14726,43196,26971,13768,2,88291,1433,7402,1758,492,8084,101525,5935
248,35929,2170-2021,2170,110686,1.085110391,57602,53084,36.3,7096,14978,45096,27120,14616,2,90598,1505,7716,1854,540,8473,104488,6198
249,23581,2180-2019,2180,10040,1.112350095,5287,4753,28.6,966,1801,4236,2039,822,7,1536,73,7574,162,19,676,9841,199
250,24613,2180-2020,2180,10032,1.120481928,5301,4731,28.7,926,1845,4257,1993,835,7,1472,76,7617,168,19,680,9830,202
251,25736,2180-2021,2180,9865,1.111967459,5194,4671,29.1,860,1808,4194,1967,858,7,1454,77,7488,159,19,668,9646,219
252,48730,2185-2019,2185,9433,1.575211575,5770,3663,33.5,784,1334,3926,2557,693,7,2799,151,5208,548,176,551,9044,389
253,45889,2185-2020,2185,10993,1.59697614,6760,4233,34,849,1598,4564,2976,834,7,3325,186,6049,648,188,597,10539,454
254,47585,2185-2021,2185,10972,1.596308566,6746,4226,34.3,779,1616,4580,2966,865,7,3272,181,6057,643,207,612,10507,465
255,23780,2188-2019,2188,7673,1.173038799,4142,3531,27.9,808,1465,3140,1544,582,7,874,106,6125,84,17,467,7485,188
256,25601,2188-2020,2188,7784,1.181003082,4215,3569,28.2,793,1496,3168,1582,596,7,869,111,6219,90,17,478,7582,202
257,26748,2188-2021,2188,7560,1.173663025,4082,3478,28.4,744,1453,3084,1511,624,7,835,121,6026,81,18,479,7362,198
258,36112,2195-2019,2195,3294,1.051058531,1688,1606,42.3,181,377,1135,902,666,9,2428,56,361,168,26,255,3106,188
259,34296,2195-2020,2195,3401,1.068734793,1757,1644,42.1,177,403,1186,907,684,9,2502,64,366,180,26,263,3210,191
260,35280,2195-2021,2195,3356,1.070326959,1735,1621,42.7,171,399,1170,856,719,9,2474,64,357,175,28,258,3173,183
261,27080,2198-2019,2198,6211,1.21426025,3406,2805,42.5,332,766,2105,1809,1123,9,2871,37,2650,75,29,549,5973,238
262,28652,2198-2020,2198,5725,1.231968811,3160,2565,42.9,300,695,1921,1655,1079,9,2630,35,2404,90,31,535,5508,217
263,30574,2198-2021,2198,5729,1.217963608,3146,2583,43.9,276,662,1903,1660,1141,9,2641,39,2382,103,30,534,5490,239
264,39615,2220-2019,2220,8501,1.049421408,4353,4148,39.8,424,938,3393,2270,1369,7,5586,80,1331,645,36,823,7887,614
265,41082,2220-2020,2220,8428,1.060131997,4337,4091,40.3,435,905,3326,2246,1409,7,5532,71,1335,656,31,803,7816,612
266,39792,2220-2021,2220,8407,1.050487805,4307,4100,40.6,422,855,3338,2227,1447,7,5519,79,1325,659,31,794,7771,636
267,39453,2230-2019,2230,1193,1.122775801,631,562,40.5,56,100,527,321,184,9,1025,16,62,27,3,60,1116,77
268,41842,2230-2020,2230,1239,1.107142857,651,588,40.7,46,104,563,328,189,9,1059,17,65,34,4,60,1164,75
269,43562,2230-2021,2230,1132,1.139886578,603,529,41.8,34,100,507,295,189,9,953,18,65,33,4,59,1056,76
270,32193,2240-2019,2240,6879,1.211897106,3769,3110,38.1,508,869,2561,1801,1052,9,5271,136,838,174,69,391,6382,497
271,31885,2240-2020,2240,6831,1.212827988,3744,3087,37.9,510,918,2516,1735,1063,9,5248,138,825,168,72,380,6324,507
272,31546,2240-2021,2240,6970,1.227548738,3841,3129,37.1,534,958,2621,1702,1061,9,5355,149,818,181,71,396,6465,505
273,32286,2275-2019,2275,2513,1.075144509,1302,1211,49.9,106,270,723,755,630,9,1720,15,425,79,1,273,2439,74
274,32159,2275-2020,2275,2130,1.125748503,1128,1002,48.7,99,223,643,602,541,9,1436,15,345,72,1,261,2057,73
275,31069,2275-2021,2275,2055,1.133956386,1092,963,48.1,107,218,627,563,516,9,1366,14,336,71,1,267,1982,73
276,32198,2282-2019,2282,576,1.276679842,323,253,43.5,34,53,202,165,115,9,198,12,227,41,7,91,549,27
277,32861,2282-2020,2282,683,1.291946309,385,298,44.3,34,77,228,207,131,9,250,14,265,45,7,102,649,34
278,39950,2282-2021,2282,704,1.315789474,400,304,44.1,32,83,236,208,138,9,263,14,266,51,7,103,658,46
279,22718,2290-2019,2290,5254,1.1016,2754,2500,35.7,403,801,1942,1231,821,9,1222,49,3619,28,9,327,5110,144
280,24587,2290-2020,2290,5300,1.1345147,2817,2483,36.4,395,807,1911,1244,866,9,1200,52,3695,32,9,312,5148,152
281,25711,2290-2021,2290,5275,1.139959432,2810,2465,36.5,383,807,1904,1221,880,9,1192,57,3651,31,9,335,5117,158
282,15128,4001-2019,4001,71920,0.97517302,35508,36412,35.6,4772,10042,27324,17217,11377,6,16076,407,53879,316,37,1205,66906,5014
283,15781,4001-2020,4001,65897,0.983535007,32675,33222,36,4171,9189,25052,15872,10491,6,14481,361,49582,285,50,1138,61385,4512
284,16888,4001-2021,4001,65623,0.98316712,32533,33090,36.3,4116,8924,25103,15651,10706,6,14824,396,48905,282,41,1175,60947,4676
285,26819,4003-2019,4003,127248,1.034958661,64717,62531,41.4,7173,13855,45603,29785,29298,3,111416,5899,2281,2924,511,4217,82122,45126
286,28021,4003-2020,4003,125398,1.043644068,64038,61360,41.6,6823,13791,44926,29267,29041,3,109583,5764,2316,2828,522,4385,80572,44826
287,29494,4003-2021,4003,126050,1.049793476,64556,61494,41.8,6638,13746,45235,28983,29889,3,110083,5803,2431,2789,524,4420,80829,45221
288,27339,4005-2019,4005,143967,0.969533633,70870,73097,31.1,7498,14669,70831,30440,18832,3,94757,2172,39325,2985,261,4467,123077,20890
289,27631,4005-2020,4005,145116,0.979565389,71809,73307,31.8,7367,15112,70516,30783,19604,3,94894,2222,40313,2983,252,4452,123862,21254
290,30218,4005-2021,4005,145052,0.977586301,71704,73348,32.2,7047,14829,70514,30472,20390,3,95056,2171,39918,3039,264,4604,123387,21665
291,24251,4007-2019,4007,54077,0.982440062,26799,27278,50.6,2789,5526,15317,13905,15972,4,42357,432,9773,489,84,942,43733,10344
292,26265,4007-2020,4007,53306,1.001877723,26678,26628,50.6,2599,5596,15170,13693,15654,4,41488,440,9837,487,94,960,43050,10256
293,27797,4007-2021,4007,53589,1.002952719,26834,26755,50.9,2447,5557,15364,13589,16017,4,41705,446,9821,508,102,1007,43318,10271
294,18683,4009-2019,4009,38890,1.151352547,20813,18077,33.6,2710,5383,16646,8095,5460,7,31789,725,5240,300,77,759,25967,12923
295,19878,4009-2020,4009,38614,1.163128116,20763,17851,33.8,2662,5373,16523,8092,5366,7,31565,719,5158,312,84,776,25655,12959
296,20741,4009-2021,4009,39050,1.162596223,20993,18057,34.1,2568,5354,16749,8254,5510,7,32000,760,5100,311,94,785,25865,13185
297,25780,4011-2019,4011,9467,1.078831796,4913,4554,34.5,733,1306,3907,2096,1283,7,8535,208,387,77,13,247,4955,4512
298,27618,4011-2020,4011,9522,1.093667546,4974,4548,34.7,714,1333,3960,2074,1290,7,8579,184,422,92,10,235,4927,4595
299,27407,4011-2021,4011,9404,1.091171892,4907,4497,34.8,670,1338,3898,1976,1359,7,8437,183,428,89,11,256,4797,4607
300,22879,4012-2019,4012,21257,1.053419629,10905,10352,57.8,958,1734,5368,4347,8657,6,16277,237,3855,207,36,645,15253,6004
301,24039,4012-2020,4012,16580,1.059371507,8529,8051,58,705,1353,4188,3438,6735,6,12567,199,3048,178,34,554,11863,4717
302,26165,4012-2021,4012,16408,1.06027122,8444,7964,58,718,1327,4168,3330,6697,6,12366,207,3018,194,46,577,11713,4695
303,33279,4013-2019,4013,4492261,0.977659295,2220757,2271504,36.9,275862,535942,1842257,1077837,699367,1,3710128,289834,128007,210900,13072,140320,3084002,1408259
304,35090,4013-2020,4013,4438342,0.988827041,2206704,2231638,37.1,262776,531492,1821026,1073619,686869,1,3650955,291726,129516,210608,13107,142430,3030629,1407713
305,37570,4013-2021,4013,4496588,0.988264758,2235024,2261564,37.3,258361,527398,1854185,1083406,709277,1,3686444,300365,132593,216046,13419,147721,3059887,1436701
306,26166,4015-2019,4015,213846,1.020961309,108032,105814,53,9193,17928,60544,57179,66861,3,195984,2804,6462,2765,544,5287,177483,36363
307,27968,4015-2020,4015,214070,1.029946139,108614,105456,53,8982,18200,60489,57374,66903,3,195490,2917,6593,2832,589,5649,176882,37188
308,29657,4015-2021,4015,217692,1.031903077,110555,107137,53.2,8923,18190,61736,57478,69089,3,198422,3062,6697,3014,597,5900,179162,38530
309,18935,4017-2019,4017,111037,0.998865887,55487,55550,38.2,7358,15083,39250,26683,20866,4,56115,1118,50478,684,194,2448,98025,13012
310,19623,4017-2020,4017,106802,1.018750591,53897,52905,38.4,6824,14474,37976,25568,20224,4,53596,1081,48788,670,197,2470,94127,12675
311,20858,4017-2021,4017,108147,1.016576852,54518,53629,38.7,6626,14376,38714,25794,20899,4,55242,1175,48192,752,200,2586,95045,13102
312,29707,4019-2019,4019,1049261,0.968572586,516255,533006,39.1,56854,109602,415509,241917,213126,2,888294,44771,45643,35183,2512,32858,652527,396734
313,30747,4019-2020,4019,1045599,0.978150647,517025,528574,39.2,54745,110260,414409,241266,212215,2,883140,45084,46536,34914,2568,33357,645697,399902
314,33016,4019-2021,4019,1052030,0.978332982,520254,531776,39.4,53096,109092,418762,240536,217441,2,887097,46083,46911,35071,2624,34244,647058,404972
315,24959,4021-2019,4021,461640,1.078111495,239496,222144,40,25341,53853,173751,105612,96976,1,381208,24731,30675,8917,1968,14141,319374,142266
316,27354,4021-2020,4021,429583,1.081898014,223241,206342,40.2,23097,50053,161357,99077,90166,1,353067,23974,28623,8285,1794,13840,295667,133916
317,29284,4021-2021,4021,449557,1.081937832,233625,215932,40.2,24112,51332,170432,102967,94452,1,368531,26091,29127,8886,1913,15009,308309,141248
318,21480,4023-2019,4023,46728,0.930749525,22526,24202,37.5,3237,6276,16962,10849,8662,4,44664,463,667,384,64,486,7906,38822
319,21686,4023-2020,4023,47653,0.942562472,23122,24531,37.8,3253,6419,17184,11134,8872,4,45554,503,678,377,61,480,8086,39567
320,22985,4023-2021,4023,47883,0.943776894,23249,24634,37.9,3162,6293,17420,11039,9175,4,45652,522,719,423,65,502,8306,39577
321,30341,4025-2019,4025,236062,0.956860892,115429,120633,54.7,9543,19075,63898,64253,77003,3,220186,2116,5050,2946,387,5377,201231,34831
322,31779,4025-2020,4025,237067,0.969044079,116670,120397,54.9,9222,19269,64062,64022,78133,3,220551,2257,5235,2991,392,5641,201129,35938
323,33588,4025-2021,4025,242253,0.968832288,119209,123044,55.2,9144,19322,65591,64157,81576,3,225101,2352,5327,3210,413,5850,205074,37179
324,21758,4027-2019,4027,214182,1.061682405,110295,103887,35.1,15089,26691,85564,41757,42048,3,195405,5687,4988,3283,551,4268,76125,138057
325,23507,4027-2020,4027,204437,1.074975894,105912,98525,35.1,14147,25820,81889,40007,39685,3,186062,5456,4894,3149,550,4326,71372,133065
326,25057,4027-2021,4027,206990,1.076524112,107309,99681,35.2,14228,25958,83356,39934,40569,3,188077,5561,5151,3190,556,4455,71497,135493
327,26386,5001-2019,5001,17515,0.933009602,8454,9061,42.2,1154,2006,5995,4631,3509,6,12529,4434,61,149,6,336,16898,617
328,26969,5001-2020,5001,17105,0.946404188,8317,8788,42,1109,2048,5837,4491,3401,6,12199,4311,71,125,9,390,16437,668
329,28815,5001-2021,5001,16722,0.943062979,8116,8606,42.4,1061,1983,5685,4391,3382,6,11900,4226,79,137,11,369,16073,649
330,23391,5003-2019,5003,19742,0.937960145,9555,10187,43.2,1147,2271,6625,5323,4144,7,14351,4902,147,56,19,267,18610,1132
331,23138,5003-2020,5003,18960,0.952023062,9247,9713,43.3,1089,2235,6276,5116,3990,7,13794,4642,164,63,20,277,17800,1160
332,25641,5003-2021,5003,18674,0.957442348,9134,9540,43.3,1067,2167,6222,4997,3961,7,13578,4543,166,63,20,304,17494,1180
333,26863,5005-2019,5005,41978,0.941179191,20353,21625,52.2,1909,3739,11699,11054,13112,7,40524,196,337,225,32,664,40906,1072
334,27695,5005-2020,5005,41655,0.952700169,20323,21332,51.7,1847,3769,11807,10999,12751,7,40112,232,366,230,34,681,40548,1107
335,28726,5005-2021,5005,42144,0.952828877,20563,21581,51.6,1815,3808,12109,11019,12897,7,40525,232,368,259,39,721,40973,1171
336,34442,5007-2019,5007,279835,0.990886325,139277,140558,35.6,19497,37138,116716,64299,38062,2,247161,5794,5241,12012,2138,7489,232251,47584
337,36597,5007-2020,5007,286353,1.005090573,143540,142813,35.8,19438,38147,119973,66030,38376,2,251688,6097,5438,13173,2189,7768,236631,49722
338,39045,5007-2021,5007,293692,1.005558629,147253,146439,35.9,19325,38643,123862,67422,39888,2,257354,6426,5595,13665,2381,8271,241944,51748
339,24727,5009-2019,5009,37616,0.970352522,18525,19091,42.3,2216,4310,12838,9749,7982,7,36124,171,334,236,41,710,36625,991
340,24749,5009-2020,5009,37352,0.983748473,18523,18829,42.3,2091,4365,12816,9768,7798,7,35755,197,358,246,32,764,36310,1042
341,25850,5009-2021,5009,37830,0.978970496,18714,19116,42.1,2084,4412,13149,9778,7875,7,36197,202,370,257,32,772,36677,1153
342,22945,5011-2019,5011,10792,0.948717949,5254,5538,40.6,683,1363,3762,2758,2077,7,7408,2972,164,51,5,192,9100,1692
343,22912,5011-2020,5011,10498,0.958216751,5137,5361,40.3,672,1354,3662,2681,1975,7,7167,2906,165,54,5,201,8810,1688
344,23162,5011-2021,5011,10408,0.951256093,5074,5334,40.4,670,1293,3643,2646,1981,7,7088,2868,178,54,8,212,8691,1717
345,23688,5013-2019,5013,5137,1.024832479,2600,2537,45.7,224,524,1728,1489,1123,9,3877,1095,37,12,1,115,4923,214
346,24823,5013-2020,5013,4725,1.051671733,2422,2303,45.6,192,489,1588,1382,1018,9,3596,973,37,12,1,106,4506,219
347,25482,5013-2021,5013,4741,1.043534483,2421,2320,45.5,211,461,1611,1370,1029,9,3614,965,38,12,1,111,4515,226
348,25295,5015-2019,5015,28352,0.98626874,14078,14274,44.8,1611,3141,9118,7437,6678,6,26093,225,386,602,399,647,24048,4304
349,26445,5015-2020,5015,28202,1.002982955,14122,14080,44.7,1586,3124,9094,7353,6667,6,25832,245,411,642,401,671,23805,4397
350,27416,5015-2021,5015,28435,1.005147733,14254,14181,44.7,1535,3138,9252,7322,6798,6,25897,256,420,742,404,716,23977,4458
351,20232,5017-2019,5017,10189,1.01682502,5137,5052,44.1,583,1138,3339,2777,2210,7,4393,5546,59,74,4,113,9586,603
352,21418,5017-2020,5017,10143,1.028194361,5142,5001,44.1,558,1155,3303,2776,2209,7,4401,5482,57,80,4,119,9504,639
353,21820,5017-2021,5017,10019,1.049294334,5130,4889,43.4,571,1109,3323,2665,2205,7,4361,5400,60,79,4,115,9365,654
354,21337,5019-2019,5019,22365,0.904538874,10622,11743,32.9,1182,2138,10196,4865,3746,7,16119,5530,127,153,95,341,21278,1087
355,21708,5019-2020,5019,21362,0.920870425,10241,11121,33,1080,2107,9750,4648,3546,7,15434,5159,144,159,95,371,20296,1066
356,23773,5019-2021,5019,21321,0.923583544,10237,11084,32.6,1085,2137,9737,4548,3567,7,15439,5064,147,159,101,411,20243,1078
357,22505,5021-2019,5021,14494,0.959178156,7096,7398,43.7,819,1509,4937,3876,3152,7,14053,122,80,35,3,201,14165,329
358,22935,5021-2020,5021,14508,0.97602833,7166,7342,43.4,801,1541,4965,3906,3098,7,14011,135,87,34,4,237,14161,347
359,23747,5021-2021,5021,14350,0.986709124,7127,7223,43.4,759,1573,4944,3835,3070,7,13841,142,92,34,4,237,14008,342
360,27227,5023-2019,5023,25019,0.971241727,12327,12692,49.4,1118,2431,7460,6852,6878,6,24168,116,183,113,10,429,24406,613
