,cost-house,fip-year-month,fip-year
71665,125117,48455-2020-3,48455-2020
71666,124527,48455-2020-4,48455-2020
71667,124308,48455-2020-5,48455-2020
71668,124253,48455-2020-6,48455-2020
71669,124680,48455-2020-7,48455-2020
71670,124982,48455-2020-8,48455-2020
71671,126106,48455-2020-9,48455-2020
71672,127474,48455-2020-10,48455-2020
71673,128873,48455-2020-11,48455-2020
71674,129461,48455-2020-12,48455-2020
71675,131186,48455-2021-1,48455-2021
71676,133664,48455-2021-2,48455-2021
71677,135906,48455-2021-3,48455-2021
71678,136686,48455-2021-4,48455-2021
71679,137634,48455-2021-5,48455-2021
71680,139158,48455-2021-6,48455-2021
71681,141217,48455-2021-7,48455-2021
71682,143500,48455-2021-8,48455-2021
71683,145358,48455-2021-9,48455-2021
71684,146560,48455-2021-10,48455-2021
71685,147003,48455-2021-11,48455-2021
71686,150399,48455-2021-12,48455-2021
71687,79738,20011-2019-1,20011-2019
71688,79705,20011-2019-2,20011-2019
71689,79729,20011-2019-3,20011-2019
71690,79921,20011-2019-4,20011-2019
71691,80295,20011-2019-5,20011-2019
71692,80757,20011-2019-6,20011-2019
71693,81166,20011-2019-7,20011-2019
71694,81751,20011-2019-8,20011-2019
71695,82080,20011-2019-9,20011-2019
71696,82260,20011-2019-10,20011-2019
71697,81956,20011-2019-11,20011-2019
71698,81584,20011-2019-12,20011-2019
71699,81324,20011-2020-1,20011-2020
71700,78411,20011-2020-3,20011-2020
71701,77026,20011-2020-4,20011-2020
71702,77212,20011-2020-5,20011-2020
71703,77341,20011-2020-6,20011-2020
71704,77485,20011-2020-7,20011-2020
71705,77097,20011-2020-8,20011-2020
71706,76752,20011-2020-9,20011-2020
71707,76413,20011-2020-10,20011-2020
71708,77051,20011-2020-11,20011-2020
71709,77668,20011-2020-12,20011-2020
71710,79072,20011-2021-1,20011-2021
71711,80793,20011-2021-2,20011-2021
71712,82740,20011-2021-3,20011-2021
71713,84120,20011-2021-4,20011-2021
71714,85057,20011-2021-5,20011-2021
71715,86223,20011-2021-6,20011-2021
71716,87327,20011-2021-7,20011-2021
71717,88539,20011-2021-8,20011-2021
71718,89352,20011-2021-9,20011-2021
71719,90172,20011-2021-10,20011-2021
71720,90387,20011-2021-11,20011-2021
71721,91264,20011-2021-12,20011-2021
71722,123354,21191-2019-1,21191-2019
71723,123166,21191-2019-2,21191-2019
71724,123508,21191-2019-3,21191-2019
71725,124305,21191-2019-4,21191-2019
71726,125127,21191-2019-5,21191-2019
71727,126241,21191-2019-6,21191-2019
71728,127369,21191-2019-7,21191-2019
71729,128491,21191-2019-8,21191-2019
71730,129535,21191-2019-9,21191-2019
71731,130214,21191-2019-10,21191-2019
71732,130485,21191-2019-11,21191-2019
71733,130562,21191-2019-12,21191-2019
71734,130479,21191-2020-1,21191-2020
71735,129556,21191-2020-2,21191-2020
71736,128677,21191-2020-3,21191-2020
71737,128110,21191-2020-4,21191-2020
71738,128307,21191-2020-5,21191-2020
71739,128434,21191-2020-6,21191-2020
71740,128325,21191-2020-7,21191-2020
71741,129023,21191-2020-8,21191-2020
71742,129998,21191-2020-9,21191-2020
71743,131133,21191-2020-10,21191-2020
71744,132465,21191-2020-11,21191-2020
71745,133598,21191-2020-12,21191-2020
71746,134609,21191-2021-1,21191-2021
71747,135448,21191-2021-2,21191-2021
71748,136592,21191-2021-3,21191-2021
71749,138175,21191-2021-4,21191-2021
71750,139975,21191-2021-5,21191-2021
71751,141676,21191-2021-6,21191-2021
71752,143454,21191-2021-7,21191-2021
71753,144878,21191-2021-8,21191-2021
71754,146364,21191-2021-9,21191-2021
71755,147846,21191-2021-10,21191-2021
71756,149159,21191-2021-11,21191-2021
71757,152214,21191-2021-12,21191-2021
71758,100124,21069-2019-1,21069-2019
71759,100593,21069-2019-2,21069-2019
71760,101170,21069-2019-3,21069-2019
71761,102045,21069-2019-4,21069-2019
71762,102805,21069-2019-5,21069-2019
71763,103462,21069-2019-6,21069-2019
71764,104028,21069-2019-7,21069-2019
71765,104882,21069-2019-8,21069-2019
71766,105746,21069-2019-9,21069-2019
71767,106439,21069-2019-10,21069-2019
71768,106538,21069-2019-11,21069-2019
71769,106154,21069-2019-12,21069-2019
71770,105743,21069-2020-1,21069-2020
71771,105669,21069-2020-2,21069-2020
71772,105933,21069-2020-3,21069-2020
71773,106164,21069-2020-4,21069-2020
71774,105818,21069-2020-5,21069-2020
71775,104209,21069-2020-6,21069-2020
71776,102642,21069-2020-7,21069-2020
71777,101784,21069-2020-8,21069-2020
71778,102347,21069-2020-9,21069-2020
71779,102867,21069-2020-10,21069-2020
71780,103353,21069-2020-11,21069-2020
71781,103501,21069-2020-12,21069-2020
71782,104690,21069-2021-1,21069-2021
71783,105966,21069-2021-2,21069-2021
71784,107819,21069-2021-3,21069-2021
71785,108820,21069-2021-4,21069-2021
71786,110093,21069-2021-5,21069-2021
71787,111202,21069-2021-6,21069-2021
71788,112293,21069-2021-7,21069-2021
71789,113217,21069-2021-8,21069-2021
71790,114039,21069-2021-9,21069-2021
71791,114788,21069-2021-10,21069-2021
71792,115403,21069-2021-11,21069-2021
71793,117654,21069-2021-12,21069-2021
71794,144642,42057-2019-1,42057-2019
71795,144684,42057-2019-2,42057-2019
71796,144799,42057-2019-3,42057-2019
71797,144796,42057-2019-4,42057-2019
71798,145006,42057-2019-5,42057-2019
71799,145191,42057-2019-6,42057-2019
71800,145551,42057-2019-7,42057-2019
71801,145577,42057-2019-8,42057-2019
71802,145764,42057-2019-9,42057-2019
71803,145847,42057-2019-10,42057-2019
71804,146087,42057-2019-11,42057-2019
71805,146128,42057-2019-12,42057-2019
71806,145872,42057-2020-1,42057-2020
71807,145610,42057-2020-2,42057-2020
71808,145506,42057-2020-3,42057-2020
71809,145493,42057-2020-4,42057-2020
71810,145897,42057-2020-5,42057-2020
71811,146503,42057-2020-6,42057-2020
71812,147704,42057-2020-7,42057-2020
71813,148213,42057-2020-8,42057-2020
71814,148532,42057-2020-9,42057-2020
71815,148468,42057-2020-10,42057-2020
71816,149831,42057-2020-11,42057-2020
71817,150921,42057-2020-12,42057-2020
71818,153129,42057-2021-1,42057-2021
71819,154551,42057-2021-2,42057-2021
71820,156154,42057-2021-3,42057-2021
71821,157579,42057-2021-4,42057-2021
71822,158956,42057-2021-5,42057-2021
71823,160630,42057-2021-6,42057-2021
71824,162144,42057-2021-7,42057-2021
71825,163760,42057-2021-8,42057-2021
71826,165299,42057-2021-9,42057-2021
71827,166446,42057-2021-10,42057-2021
71828,167289,42057-2021-11,42057-2021
71829,170080,42057-2021-12,42057-2021
71830,105761,28147-2019-1,28147-2019
71831,105917,28147-2019-2,28147-2019
71832,105947,28147-2019-3,28147-2019
71833,105982,28147-2019-4,28147-2019
71834,106213,28147-2019-5,28147-2019
71835,106548,28147-2019-6,28147-2019
71836,106972,28147-2019-7,28147-2019
71837,107409,28147-2019-8,28147-2019
71838,107676,28147-2019-9,28147-2019
71839,107904,28147-2019-10,28147-2019
71840,108226,28147-2019-11,28147-2019
71841,108286,28147-2019-12,28147-2019
71842,108359,28147-2020-1,28147-2020
71843,108782,28147-2020-2,28147-2020
71844,109899,28147-2020-3,28147-2020
71845,111054,28147-2020-4,28147-2020
71846,111615,28147-2020-5,28147-2020
71847,112004,28147-2020-6,28147-2020
71848,112357,28147-2020-7,28147-2020
71849,112567,28147-2020-8,28147-2020
71850,112707,28147-2020-9,28147-2020
71851,114181,28147-2020-10,28147-2020
71852,116069,28147-2020-11,28147-2020
71853,117197,28147-2020-12,28147-2020
71854,117548,28147-2021-1,28147-2021
71855,118311,28147-2021-2,28147-2021
71856,119963,28147-2021-3,28147-2021
71857,121349,28147-2021-4,28147-2021
71858,121968,28147-2021-5,28147-2021
71859,122566,28147-2021-6,28147-2021
71860,123539,28147-2021-7,28147-2021
71861,124504,28147-2021-8,28147-2021
71862,125873,28147-2021-9,28147-2021
71863,125529,28147-2021-10,28147-2021
71864,125156,28147-2021-11,28147-2021
71865,125850,28147-2021-12,28147-2021
71866,108879,17015-2019-1,17015-2019
71867,109120,17015-2019-2,17015-2019
71868,109503,17015-2019-3,17015-2019
71869,109801,17015-2019-4,17015-2019
71870,109942,17015-2019-5,17015-2019
71871,110016,17015-2019-6,17015-2019
71872,110137,17015-2019-7,17015-2019
71873,110375,17015-2019-8,17015-2019
71874,110491,17015-2019-9,17015-2019
71875,110725,17015-2019-10,17015-2019
71876,110772,17015-2019-11,17015-2019
71877,110792,17015-2019-12,17015-2019
71878,110691,17015-2020-1,17015-2020
71879,110765,17015-2020-2,17015-2020
71880,111011,17015-2020-3,17015-2020
71881,111230,17015-2020-4,17015-2020
71882,111073,17015-2020-5,17015-2020
71883,110846,17015-2020-6,17015-2020
71884,110616,17015-2020-7,17015-2020
71885,110696,17015-2020-8,17015-2020
71886,110695,17015-2020-9,17015-2020
71887,111097,17015-2020-10,17015-2020
71888,111886,17015-2020-11,17015-2020
71889,112594,17015-2020-12,17015-2020
71890,113785,17015-2021-1,17015-2021
71891,115027,17015-2021-2,17015-2021
71892,116683,17015-2021-3,17015-2021
71893,117753,17015-2021-4,17015-2021
71894,118589,17015-2021-5,17015-2021
71895,119367,17015-2021-6,17015-2021
71896,120308,17015-2021-7,17015-2021
71897,121164,17015-2021-8,17015-2021
71898,121937,17015-2021-9,17015-2021
71899,122464,17015-2021-10,17015-2021
71900,123093,17015-2021-11,17015-2021
71901,124086,17015-2021-12,17015-2021
71902,146057,21221-2019-1,21221-2019
71903,145812,21221-2019-2,21221-2019
71904,146391,21221-2019-3,21221-2019
71905,146901,21221-2019-4,21221-2019
71906,147297,21221-2019-5,21221-2019
71907,147850,21221-2019-6,21221-2019
71908,148620,21221-2019-7,21221-2019
71909,149577,21221-2019-8,21221-2019
71910,150815,21221-2019-9,21221-2019
71911,151963,21221-2019-10,21221-2019
71912,152602,21221-2019-11,21221-2019
71913,153116,21221-2019-12,21221-2019
71914,152294,21221-2020-1,21221-2020
71915,151649,21221-2020-2,21221-2020
71916,150857,21221-2020-3,21221-2020
71917,151205,21221-2020-4,21221-2020
71918,151084,21221-2020-5,21221-2020
71919,150824,21221-2020-6,21221-2020
71920,150674,21221-2020-7,21221-2020
71921,151330,21221-2020-8,21221-2020
71922,152155,21221-2020-9,21221-2020
71923,153247,21221-2020-10,21221-2020
71924,154723,21221-2020-11,21221-2020
71925,155414,21221-2020-12,21221-2020
71926,157390,21221-2021-1,21221-2021
71927,158904,21221-2021-2,21221-2021
71928,161533,21221-2021-3,21221-2021
71929,162876,21221-2021-4,21221-2021
71930,164496,21221-2021-5,21221-2021
71931,166183,21221-2021-6,21221-2021
71932,168130,21221-2021-7,21221-2021
71933,169939,21221-2021-8,21221-2021
71934,171562,21221-2021-9,21221-2021
71935,173016,21221-2021-10,21221-2021
71936,174287,21221-2021-11,21221-2021
71937,177859,21221-2021-12,21221-2021
71938,370435,51043-2019-1,51043-2019
71939,374044,51043-2019-2,51043-2019
71940,377659,51043-2019-3,51043-2019
71941,379951,51043-2019-4,51043-2019
71942,382014,51043-2019-5,51043-2019
71943,384393,51043-2019-6,51043-2019
71944,386723,51043-2019-7,51043-2019
71945,389273,51043-2019-8,51043-2019
71946,391878,51043-2019-9,51043-2019
71947,394071,51043-2019-10,51043-2019
71948,393059,51043-2019-11,51043-2019
71949,391455,51043-2019-12,51043-2019
71950,389876,51043-2020-1,51043-2020
71951,390737,51043-2020-2,51043-2020
71952,392015,51043-2020-3,51043-2020
71953,392503,51043-2020-4,51043-2020
71954,393797,51043-2020-5,51043-2020
71955,394873,51043-2020-6,51043-2020
71956,397149,51043-2020-7,51043-2020
71957,398603,51043-2020-8,51043-2020
71958,400217,51043-2020-9,51043-2020
71959,401616,51043-2020-10,51043-2020
71960,405024,51043-2020-11,51043-2020
71961,408076,51043-2020-12,51043-2020
71962,414850,51043-2021-1,51043-2021
71963,421009,51043-2021-2,51043-2021
71964,428354,51043-2021-3,51043-2021
71965,433204,51043-2021-4,51043-2021
71966,437475,51043-2021-5,51043-2021
71967,441718,51043-2021-6,51043-2021
71968,445353,51043-2021-7,51043-2021
71969,449759,51043-2021-8,51043-2021
71970,453260,51043-2021-9,51043-2021
71971,456325,51043-2021-10,51043-2021
71972,458568,51043-2021-11,51043-2021
71973,465672,51043-2021-12,51043-2021
71974,135470,39121-2019-1,39121-2019
71975,136022,39121-2019-2,39121-2019
71976,136606,39121-2019-3,39121-2019
71977,137581,39121-2019-4,39121-2019
71978,137932,39121-2019-5,39121-2019
71979,138845,39121-2019-6,39121-2019
71980,138673,39121-2019-7,39121-2019
71981,138829,39121-2019-8,39121-2019
71982,139045,39121-2019-9,39121-2019
71983,139683,39121-2019-10,39121-2019
71984,139535,39121-2019-11,39121-2019
71985,138064,39121-2019-12,39121-2019
71986,136618,39121-2020-1,39121-2020
71987,135588,39121-2020-2,39121-2020
71988,135942,39121-2020-3,39121-2020
71989,136703,39121-2020-4,39121-2020
71990,137757,39121-2020-5,39121-2020
71991,138478,39121-2020-6,39121-2020
71992,138970,39121-2020-7,39121-2020
71993,139510,39121-2020-8,39121-2020
71994,140430,39121-2020-9,39121-2020
71995,141734,39121-2020-10,39121-2020
71996,143978,39121-2020-11,39121-2020
71997,145978,39121-2020-12,39121-2020
71998,148541,39121-2021-1,39121-2021
71999,150758,39121-2021-2,39121-2021
72000,153216,39121-2021-3,39121-2021
72001,155242,39121-2021-4,39121-2021
72002,156737,39121-2021-5,39121-2021
72003,158474,39121-2021-6,39121-2021
72004,160091,39121-2021-7,39121-2021
72005,161856,39121-2021-8,39121-2021
72006,163322,39121-2021-9,39121-2021
72007,164495,39121-2021-10,39121-2021
72008,165299,39121-2021-11,39121-2021
72009,167924,39121-2021-12,39121-2021
72010,96885,47033-2019-1,47033-2019
72011,97231,47033-2019-2,47033-2019
72012,97663,47033-2019-3,47033-2019
72013,98107,47033-2019-4,47033-2019
72014,98570,47033-2019-5,47033-2019
72015,98890,47033-2019-6,47033-2019
72016,99239,47033-2019-7,47033-2019
72017,99505,47033-2019-8,47033-2019
72018,99768,47033-2019-9,47033-2019
72019,99986,47033-2019-10,47033-2019
72020,100372,47033-2019-11,47033-2019
72021,100832,47033-2019-12,47033-2019
72022,101189,47033-2020-1,47033-2020
72023,101445,47033-2020-2,47033-2020
72024,101592,47033-2020-3,47033-2020
72025,101835,47033-2020-4,47033-2020
72026,102066,47033-2020-5,47033-2020
72027,102309,47033-2020-6,47033-2020
72028,102554,47033-2020-7,47033-2020
72029,102724,47033-2020-8,47033-2020
72030,103005,47033-2020-9,47033-2020
72031,103136,47033-2020-10,47033-2020
72032,103584,47033-2020-11,47033-2020
72033,104082,47033-2020-12,47033-2020
72034,112092,47033-2021-5,47033-2021
72035,113103,47033-2021-6,47033-2021
72036,114498,47033-2021-7,47033-2021
72037,115306,47033-2021-8,47033-2021
72038,116072,47033-2021-9,47033-2021
72039,116293,47033-2021-10,47033-2021
72040,116467,47033-2021-11,47033-2021
72041,118912,47033-2021-12,47033-2021
72042,106124,40035-2019-1,40035-2019
72043,107122,40035-2019-2,40035-2019
72044,108361,40035-2019-3,40035-2019
72045,109176,40035-2019-4,40035-2019
72046,110131,40035-2019-5,40035-2019
72047,109516,40035-2019-6,40035-2019
72048,110575,40035-2019-7,40035-2019
72049,111266,40035-2019-8,40035-2019
72050,113264,40035-2019-9,40035-2019
72051,113510,40035-2019-10,40035-2019
72052,114202,40035-2019-11,40035-2019
72053,114922,40035-2019-12,40035-2019
72054,115948,40035-2020-1,40035-2020
72055,116070,40035-2020-2,40035-2020
72056,116402,40035-2020-3,40035-2020
72057,116650,40035-2020-4,40035-2020
72058,116946,40035-2020-5,40035-2020
72059,117070,40035-2020-6,40035-2020
72060,117181,40035-2020-7,40035-2020
72061,117192,40035-2020-8,40035-2020
72062,117856,40035-2020-9,40035-2020
72063,118748,40035-2020-10,40035-2020
72064,120798,40035-2020-11,40035-2020
72065,122487,40035-2020-12,40035-2020
72066,124736,40035-2021-1,40035-2021
72067,125619,40035-2021-2,40035-2021
72068,126417,40035-2021-3,40035-2021
72069,126706,40035-2021-4,40035-2021
72070,128059,40035-2021-5,40035-2021
72071,129630,40035-2021-6,40035-2021
72072,130831,40035-2021-7,40035-2021
72073,131678,40035-2021-8,40035-2021
72074,132476,40035-2021-9,40035-2021
72075,133451,40035-2021-10,40035-2021
72076,134623,40035-2021-11,40035-2021
72077,137748,40035-2021-12,40035-2021
72078,80582,45009-2019-1,45009-2019
72079,81234,45009-2019-2,45009-2019
72080,81970,45009-2019-3,45009-2019
72081,82862,45009-2019-4,45009-2019
72082,83478,45009-2019-5,45009-2019
72083,84266,45009-2019-6,45009-2019
72084,84916,45009-2019-7,45009-2019
72085,85441,45009-2019-8,45009-2019
72086,85474,45009-2019-9,45009-2019
72087,85466,45009-2019-10,45009-2019
72088,84995,45009-2019-11,45009-2019
72089,84476,45009-2019-12,45009-2019
72090,84115,45009-2020-1,45009-2020
72091,85479,45009-2020-2,45009-2020
72092,86697,45009-2020-3,45009-2020
72093,87780,45009-2020-4,45009-2020
72094,87786,45009-2020-5,45009-2020
72095,87883,45009-2020-6,45009-2020
72096,88557,45009-2020-7,45009-2020
72097,88549,45009-2020-8,45009-2020
72098,88803,45009-2020-9,45009-2020
72099,88036,45009-2020-10,45009-2020
72100,85980,45009-2020-11,45009-2020
72101,84116,45009-2020-12,45009-2020
72102,83542,45009-2021-1,45009-2021
72103,84942,45009-2021-2,45009-2021
72104,86572,45009-2021-3,45009-2021
72105,88064,45009-2021-4,45009-2021
72106,89065,45009-2021-5,45009-2021
72107,89855,45009-2021-6,45009-2021
72108,90147,45009-2021-7,45009-2021
72109,90734,45009-2021-8,45009-2021
72110,90994,45009-2021-9,45009-2021
72111,92114,45009-2021-10,45009-2021
72112,93265,45009-2021-11,45009-2021
72113,95890,45009-2021-12,45009-2021
72114,107487,12013-2019-1,12013-2019
72115,107908,12013-2019-2,12013-2019
72116,108435,12013-2019-3,12013-2019
72117,108844,12013-2019-4,12013-2019
72118,109271,12013-2019-5,12013-2019
72119,109625,12013-2019-6,12013-2019
72120,110026,12013-2019-7,12013-2019
72121,110461,12013-2019-8,12013-2019
72122,111092,12013-2019-9,12013-2019
72123,111253,12013-2019-10,12013-2019
72124,111569,12013-2019-11,12013-2019
72125,112031,12013-2019-12,12013-2019
72126,112638,12013-2020-1,12013-2020
72127,112560,12013-2020-2,12013-2020
72128,111991,12013-2020-3,12013-2020
72129,111852,12013-2020-4,12013-2020
72130,112606,12013-2020-5,12013-2020
72131,113533,12013-2020-6,12013-2020
72132,114548,12013-2020-7,12013-2020
72133,114894,12013-2020-8,12013-2020
72134,115603,12013-2020-9,12013-2020
72135,115844,12013-2020-10,12013-2020
72136,116831,12013-2020-11,12013-2020
72137,117184,12013-2020-12,12013-2020
72138,119222,12013-2021-1,12013-2021
72139,121616,12013-2021-2,12013-2021
72140,124936,12013-2021-3,12013-2021
72141,126863,12013-2021-4,12013-2021
72142,128732,12013-2021-5,12013-2021
72143,130658,12013-2021-6,12013-2021
72144,132565,12013-2021-7,12013-2021
72145,134075,12013-2021-8,12013-2021
72146,135244,12013-2021-9,12013-2021
72147,136323,12013-2021-10,12013-2021
72148,136555,12013-2021-11,12013-2021
72149,139542,12013-2021-12,12013-2021
72150,104692,12047-2019-1,12047-2019
72151,104593,12047-2019-2,12047-2019
72152,104638,12047-2019-3,12047-2019
72153,105366,12047-2019-4,12047-2019
72154,106202,12047-2019-5,12047-2019
