,cost-house,fip-year-month,fip-year
70966,113408,19109-2020-12,19109-2020
70967,114174,19109-2021-1,19109-2021
70968,115041,19109-2021-2,19109-2021
70969,115964,19109-2021-3,19109-2021
70970,116903,19109-2021-4,19109-2021
70971,117013,19109-2021-5,19109-2021
70972,116989,19109-2021-6,19109-2021
70973,116992,19109-2021-7,19109-2021
70974,117977,19109-2021-8,19109-2021
70975,119153,19109-2021-9,19109-2021
70976,120122,19109-2021-10,19109-2021
70977,120754,19109-2021-11,19109-2021
70978,122342,19109-2021-12,19109-2021
70979,168620,13221-2019-1,13221-2019
70980,169535,13221-2019-2,13221-2019
70981,170479,13221-2019-3,13221-2019
70982,171348,13221-2019-4,13221-2019
70983,172099,13221-2019-5,13221-2019
70984,172960,13221-2019-6,13221-2019
70985,174218,13221-2019-7,13221-2019
70986,175561,13221-2019-8,13221-2019
70987,176684,13221-2019-9,13221-2019
70988,177599,13221-2019-10,13221-2019
70989,176991,13221-2019-12,13221-2019
70990,176379,13221-2020-1,13221-2020
70991,177015,13221-2020-2,13221-2020
70992,177532,13221-2020-3,13221-2020
70993,178150,13221-2020-4,13221-2020
70994,178602,13221-2020-5,13221-2020
70995,179142,13221-2020-6,13221-2020
70996,179999,13221-2020-7,13221-2020
70997,180421,13221-2020-8,13221-2020
70998,180871,13221-2020-9,13221-2020
70999,181242,13221-2020-10,13221-2020
71000,183153,13221-2020-11,13221-2020
71001,185079,13221-2020-12,13221-2020
71002,188834,13221-2021-1,13221-2021
71003,191964,13221-2021-2,13221-2021
71004,195856,13221-2021-3,13221-2021
71005,198801,13221-2021-4,13221-2021
71006,201765,13221-2021-5,13221-2021
71007,204441,13221-2021-6,13221-2021
71008,206885,13221-2021-7,13221-2021
71009,209264,13221-2021-8,13221-2021
71010,211854,13221-2021-9,13221-2021
71011,214107,13221-2021-10,13221-2021
71012,215843,13221-2021-11,13221-2021
71013,220999,13221-2021-12,13221-2021
71014,110840,1029-2019-1,1029-2019
71015,111538,1029-2019-2,1029-2019
71016,112203,1029-2019-3,1029-2019
71017,112437,1029-2019-4,1029-2019
71018,114452,1029-2019-5,1029-2019
71019,116660,1029-2019-6,1029-2019
71020,118811,1029-2019-7,1029-2019
71021,119161,1029-2019-8,1029-2019
71022,119518,1029-2019-9,1029-2019
71023,120019,1029-2019-10,1029-2019
71024,120433,1029-2019-11,1029-2019
71025,120433,1029-2019-12,1029-2019
71026,120535,1029-2020-1,1029-2020
71027,120718,1029-2020-2,1029-2020
71028,121285,1029-2020-3,1029-2020
71029,121550,1029-2020-4,1029-2020
71030,121636,1029-2020-5,1029-2020
71031,121312,1029-2020-6,1029-2020
71032,121178,1029-2020-7,1029-2020
71033,121667,1029-2020-8,1029-2020
71034,123376,1029-2020-9,1029-2020
71035,125402,1029-2020-10,1029-2020
71036,127770,1029-2020-11,1029-2020
71037,128981,1029-2020-12,1029-2020
71038,131590,1029-2021-1,1029-2021
71039,133623,1029-2021-2,1029-2021
71040,136403,1029-2021-3,1029-2021
71041,137942,1029-2021-4,1029-2021
71042,138341,1029-2021-5,1029-2021
71043,138504,1029-2021-6,1029-2021
71044,138374,1029-2021-7,1029-2021
71045,139834,1029-2021-8,1029-2021
71046,141212,1029-2021-9,1029-2021
71047,142358,1029-2021-10,1029-2021
71048,142896,1029-2021-11,1029-2021
71049,146106,1029-2021-12,1029-2021
71050,85918,48353-2019-1,48353-2019
71051,86225,48353-2019-2,48353-2019
71052,86465,48353-2019-3,48353-2019
71053,86621,48353-2019-4,48353-2019
71054,86637,48353-2019-5,48353-2019
71055,86867,48353-2019-6,48353-2019
71056,87285,48353-2019-7,48353-2019
71057,87820,48353-2019-8,48353-2019
71058,88499,48353-2019-9,48353-2019
71059,89142,48353-2019-10,48353-2019
71060,89498,48353-2019-11,48353-2019
71061,89513,48353-2019-12,48353-2019
71062,89500,48353-2020-1,48353-2020
71063,89431,48353-2020-2,48353-2020
71064,89250,48353-2020-3,48353-2020
71065,88921,48353-2020-4,48353-2020
71066,88919,48353-2020-5,48353-2020
71067,89020,48353-2020-6,48353-2020
71068,89281,48353-2020-7,48353-2020
71069,89222,48353-2020-8,48353-2020
71070,89387,48353-2020-9,48353-2020
71071,89307,48353-2020-10,48353-2020
71072,89734,48353-2020-11,48353-2020
71073,89941,48353-2020-12,48353-2020
71074,91215,48353-2021-1,48353-2021
71075,92555,48353-2021-2,48353-2021
71076,92894,48353-2021-3,48353-2021
71077,92715,48353-2021-4,48353-2021
71078,92424,48353-2021-5,48353-2021
71079,93542,48353-2021-6,48353-2021
71080,94533,48353-2021-7,48353-2021
71081,95351,48353-2021-8,48353-2021
71082,95980,48353-2021-9,48353-2021
71083,96331,48353-2021-10,48353-2021
71084,96813,48353-2021-11,48353-2021
71085,98579,48353-2021-12,48353-2021
71086,148216,27143-2019-1,27143-2019
71087,148555,27143-2019-2,27143-2019
71088,148898,27143-2019-3,27143-2019
71089,150580,27143-2019-4,27143-2019
71090,150880,27143-2019-5,27143-2019
71091,150567,27143-2019-6,27143-2019
71092,150023,27143-2019-7,27143-2019
71093,151319,27143-2019-8,27143-2019
71094,153208,27143-2019-9,27143-2019
71095,153809,27143-2019-10,27143-2019
71096,153136,27143-2019-11,27143-2019
71097,152837,27143-2019-12,27143-2019
71098,153283,27143-2020-1,27143-2020
71099,154319,27143-2020-2,27143-2020
71100,154845,27143-2020-3,27143-2020
71101,155857,27143-2020-4,27143-2020
71102,158500,27143-2020-5,27143-2020
71103,161129,27143-2020-6,27143-2020
71104,162964,27143-2020-7,27143-2020
71105,163355,27143-2020-8,27143-2020
71106,163765,27143-2020-9,27143-2020
71107,164408,27143-2020-10,27143-2020
71108,166045,27143-2020-11,27143-2020
71109,168084,27143-2020-12,27143-2020
71110,171236,27143-2021-1,27143-2021
71111,174001,27143-2021-2,27143-2021
71112,177136,27143-2021-3,27143-2021
71113,179742,27143-2021-4,27143-2021
71114,181396,27143-2021-5,27143-2021
71115,183137,27143-2021-6,27143-2021
71116,184635,27143-2021-7,27143-2021
71117,187222,27143-2021-8,27143-2021
71118,189011,27143-2021-9,27143-2021
71119,190571,27143-2021-10,27143-2021
71120,191657,27143-2021-11,27143-2021
71121,194801,27143-2021-12,27143-2021
71122,53720,5021-2019-1,5021-2019
71123,54045,5021-2019-2,5021-2019
71124,54201,5021-2019-3,5021-2019
71125,54433,5021-2019-4,5021-2019
71126,54827,5021-2019-5,5021-2019
71127,55217,5021-2019-6,5021-2019
71128,55692,5021-2019-7,5021-2019
71129,56349,5021-2019-8,5021-2019
71130,57159,5021-2019-9,5021-2019
71131,57955,5021-2019-10,5021-2019
71132,61797,5021-2019-12,5021-2019
71133,63210,5021-2020-1,5021-2020
71134,63340,5021-2020-2,5021-2020
71135,63594,5021-2020-3,5021-2020
71136,64025,5021-2020-4,5021-2020
71137,63995,5021-2020-5,5021-2020
71138,63874,5021-2020-6,5021-2020
71139,63843,5021-2020-7,5021-2020
71140,64045,5021-2020-8,5021-2020
71141,64500,5021-2020-9,5021-2020
71142,64906,5021-2020-10,5021-2020
71143,65189,5021-2020-11,5021-2020
71144,64957,5021-2020-12,5021-2020
71145,65321,5021-2021-1,5021-2021
71146,65948,5021-2021-2,5021-2021
71147,67005,5021-2021-3,5021-2021
71148,67760,5021-2021-4,5021-2021
71149,68562,5021-2021-5,5021-2021
71150,69264,5021-2021-6,5021-2021
71151,69612,5021-2021-7,5021-2021
71152,69885,5021-2021-8,5021-2021
71153,70257,5021-2021-9,5021-2021
71154,70612,5021-2021-10,5021-2021
71155,70726,5021-2021-11,5021-2021
71156,71859,5021-2021-12,5021-2021
71157,105856,47007-2019-1,47007-2019
71158,106056,47007-2019-2,47007-2019
71159,106366,47007-2019-3,47007-2019
71160,107001,47007-2019-4,47007-2019
71161,107798,47007-2019-5,47007-2019
71162,108495,47007-2019-6,47007-2019
71163,108859,47007-2019-7,47007-2019
71164,109155,47007-2019-8,47007-2019
71165,109155,47007-2019-9,47007-2019
71166,109595,47007-2019-10,47007-2019
71167,110271,47007-2019-11,47007-2019
71168,111135,47007-2019-12,47007-2019
71169,111840,47007-2020-1,47007-2020
71170,112948,47007-2020-2,47007-2020
71171,114168,47007-2020-3,47007-2020
71172,115348,47007-2020-4,47007-2020
71173,116134,47007-2020-5,47007-2020
71174,116757,47007-2020-6,47007-2020
71175,117413,47007-2020-7,47007-2020
71176,118094,47007-2020-8,47007-2020
71177,118894,47007-2020-9,47007-2020
71178,119631,47007-2020-10,47007-2020
71179,126249,47007-2020-12,47007-2020
71180,132465,47007-2021-3,47007-2021
71181,132232,47007-2021-4,47007-2021
71182,134389,47007-2021-5,47007-2021
71183,136824,47007-2021-6,47007-2021
71184,139378,47007-2021-7,47007-2021
71185,142071,47007-2021-8,47007-2021
71186,144671,47007-2021-9,47007-2021
71187,146712,47007-2021-10,47007-2021
71188,147404,47007-2021-11,47007-2021
71189,150828,47007-2021-12,47007-2021
71190,245051,51125-2019-1,51125-2019
71191,246308,51125-2019-2,51125-2019
71192,247669,51125-2019-3,51125-2019
71193,249074,51125-2019-4,51125-2019
71194,250249,51125-2019-5,51125-2019
71195,251209,51125-2019-6,51125-2019
71196,252279,51125-2019-7,51125-2019
71197,253354,51125-2019-8,51125-2019
71198,254340,51125-2019-9,51125-2019
71199,255134,51125-2019-10,51125-2019
71200,252811,51125-2019-12,51125-2019
71201,251675,51125-2020-1,51125-2020
71202,252144,51125-2020-2,51125-2020
71203,252365,51125-2020-3,51125-2020
71204,252726,51125-2020-4,51125-2020
71205,253394,51125-2020-5,51125-2020
71206,254117,51125-2020-6,51125-2020
71207,254898,51125-2020-7,51125-2020
71208,255302,51125-2020-8,51125-2020
71209,255958,51125-2020-9,51125-2020
71210,256814,51125-2020-10,51125-2020
71211,258744,51125-2020-11,51125-2020
71212,260616,51125-2020-12,51125-2020
71213,264293,51125-2021-1,51125-2021
71214,267818,51125-2021-2,51125-2021
71215,271746,51125-2021-3,51125-2021
71216,274475,51125-2021-4,51125-2021
71217,277174,51125-2021-5,51125-2021
71218,280010,51125-2021-6,51125-2021
71219,282474,51125-2021-7,51125-2021
71220,285438,51125-2021-8,51125-2021
71221,287896,51125-2021-9,51125-2021
71222,290210,51125-2021-10,51125-2021
71223,291821,51125-2021-11,51125-2021
71224,296591,51125-2021-12,51125-2021
71225,140982,47153-2019-1,47153-2019
71226,141643,47153-2019-2,47153-2019
71227,142459,47153-2019-3,47153-2019
71228,143104,47153-2019-4,47153-2019
71229,143862,47153-2019-5,47153-2019
71230,144336,47153-2019-6,47153-2019
71231,144910,47153-2019-7,47153-2019
71232,145324,47153-2019-8,47153-2019
71233,145533,47153-2019-9,47153-2019
71234,145500,47153-2019-10,47153-2019
71235,145332,47153-2019-11,47153-2019
71236,145247,47153-2019-12,47153-2019
71237,145328,47153-2020-1,47153-2020
71238,145870,47153-2020-2,47153-2020
71239,147459,47153-2020-3,47153-2020
71240,149092,47153-2020-4,47153-2020
71241,150535,47153-2020-5,47153-2020
71242,151198,47153-2020-6,47153-2020
71243,151935,47153-2020-7,47153-2020
71244,152407,47153-2020-8,47153-2020
71245,152671,47153-2020-9,47153-2020
71246,153031,47153-2020-10,47153-2020
71247,155815,47153-2020-11,47153-2020
71248,159114,47153-2020-12,47153-2020
71249,167446,47153-2021-2,47153-2021
71250,169885,47153-2021-3,47153-2021
71251,170596,47153-2021-4,47153-2021
71252,171777,47153-2021-5,47153-2021
71253,173664,47153-2021-6,47153-2021
71254,175791,47153-2021-7,47153-2021
71255,177758,47153-2021-8,47153-2021
71256,178894,47153-2021-9,47153-2021
71257,179156,47153-2021-10,47153-2021
71258,179205,47153-2021-11,47153-2021
71259,183327,47153-2021-12,47153-2021
71260,145789,48239-2019-1,48239-2019
71261,146250,48239-2019-2,48239-2019
71262,146799,48239-2019-3,48239-2019
71263,147458,48239-2019-4,48239-2019
71264,148217,48239-2019-5,48239-2019
71265,149040,48239-2019-6,48239-2019
71266,149892,48239-2019-7,48239-2019
71267,150598,48239-2019-8,48239-2019
71268,151209,48239-2019-9,48239-2019
71269,151573,48239-2019-10,48239-2019
71270,152035,48239-2019-11,48239-2019
71271,152264,48239-2019-12,48239-2019
71272,152566,48239-2020-1,48239-2020
71273,152182,48239-2020-2,48239-2020
71274,152112,48239-2020-3,48239-2020
71275,152005,48239-2020-4,48239-2020
71276,152397,48239-2020-5,48239-2020
71277,152718,48239-2020-6,48239-2020
71278,153264,48239-2020-7,48239-2020
71279,153504,48239-2020-8,48239-2020
71280,153729,48239-2020-9,48239-2020
71281,154070,48239-2020-10,48239-2020
71282,155164,48239-2020-11,48239-2020
71283,156324,48239-2020-12,48239-2020
71284,162293,48239-2021-2,48239-2021
71285,165557,48239-2021-3,48239-2021
71286,167520,48239-2021-4,48239-2021
71287,168899,48239-2021-5,48239-2021
71288,170961,48239-2021-6,48239-2021
71289,172861,48239-2021-7,48239-2021
71290,174912,48239-2021-8,48239-2021
71291,176429,48239-2021-9,48239-2021
71292,177976,48239-2021-10,48239-2021
71293,179013,48239-2021-11,48239-2021
71294,183291,48239-2021-12,48239-2021
71295,106789,1065-2019-1,1065-2019
71296,106655,1065-2019-2,1065-2019
71297,106060,1065-2019-3,1065-2019
71298,105864,1065-2019-4,1065-2019
71299,106464,1065-2019-5,1065-2019
71300,106697,1065-2019-6,1065-2019
71301,107224,1065-2019-7,1065-2019
71302,107659,1065-2019-8,1065-2019
71303,108605,1065-2019-9,1065-2019
71304,109427,1065-2019-10,1065-2019
71305,111192,1065-2019-11,1065-2019
71306,112589,1065-2019-12,1065-2019
71307,114152,1065-2020-1,1065-2020
71308,114577,1065-2020-2,1065-2020
71309,108297,1065-2020-4,1065-2020
71310,104963,1065-2020-5,1065-2020
71311,105374,1065-2020-6,1065-2020
71312,105387,1065-2020-7,1065-2020
71313,105692,1065-2020-8,1065-2020
71314,105632,1065-2020-9,1065-2020
71315,106625,1065-2020-10,1065-2020
71316,107914,1065-2020-11,1065-2020
71317,109429,1065-2020-12,1065-2020
71318,111268,1065-2021-1,1065-2021
71319,112924,1065-2021-2,1065-2021
71320,115272,1065-2021-3,1065-2021
71321,116974,1065-2021-4,1065-2021
71322,118659,1065-2021-5,1065-2021
71323,119886,1065-2021-6,1065-2021
71324,121998,1065-2021-7,1065-2021
71325,124197,1065-2021-8,1065-2021
71326,125850,1065-2021-9,1065-2021
71327,126433,1065-2021-10,1065-2021
71328,126392,1065-2021-11,1065-2021
71329,128256,1065-2021-12,1065-2021
71330,58219,40023-2019-1,40023-2019
71331,57967,40023-2019-2,40023-2019
71332,58129,40023-2019-3,40023-2019
71333,58088,40023-2019-4,40023-2019
71334,57983,40023-2019-5,40023-2019
71335,57844,40023-2019-6,40023-2019
71336,58123,40023-2019-7,40023-2019
71337,58214,40023-2019-8,40023-2019
71338,58398,40023-2019-9,40023-2019
71339,58589,40023-2019-10,40023-2019
71340,59186,40023-2019-11,40023-2019
71341,60053,40023-2019-12,40023-2019
71342,60741,40023-2020-1,40023-2020
71343,61013,40023-2020-2,40023-2020
71344,61147,40023-2020-3,40023-2020
71345,60398,40023-2020-4,40023-2020
71346,59690,40023-2020-5,40023-2020
71347,59087,40023-2020-6,40023-2020
71348,59696,40023-2020-7,40023-2020
71349,60450,40023-2020-8,40023-2020
71350,60997,40023-2020-9,40023-2020
71351,61406,40023-2020-10,40023-2020
71352,61998,40023-2020-11,40023-2020
71353,62927,40023-2020-12,40023-2020
71354,63785,40023-2021-1,40023-2021
71355,64684,40023-2021-2,40023-2021
71356,65412,40023-2021-3,40023-2021
71357,66274,40023-2021-4,40023-2021
71358,67116,40023-2021-5,40023-2021
71359,67874,40023-2021-6,40023-2021
71360,68232,40023-2021-7,40023-2021
71361,68634,40023-2021-8,40023-2021
71362,68889,40023-2021-9,40023-2021
71363,69524,40023-2021-10,40023-2021
71364,70113,40023-2021-11,40023-2021
71365,71689,40023-2021-12,40023-2021
71366,69682,51051-2019-1,51051-2019
71367,70018,51051-2019-2,51051-2019
71368,70141,51051-2019-3,51051-2019
71369,70091,51051-2019-4,51051-2019
71370,69949,51051-2019-5,51051-2019
71371,69950,51051-2019-6,51051-2019
71372,70076,51051-2019-7,51051-2019
71373,70397,51051-2019-8,51051-2019
71374,70828,51051-2019-9,51051-2019
71375,71121,51051-2019-10,51051-2019
71376,70493,51051-2019-11,51051-2019
71377,69747,51051-2019-12,51051-2019
71378,69037,51051-2020-1,51051-2020
71379,69117,51051-2020-2,51051-2020
71380,65242,51051-2020-4,51051-2020
71381,63344,51051-2020-5,51051-2020
71382,63141,51051-2020-6,51051-2020
71383,63406,51051-2020-7,51051-2020
71384,63363,51051-2020-8,51051-2020
71385,63732,51051-2020-9,51051-2020
71386,63923,51051-2020-10,51051-2020
71387,64376,51051-2020-11,51051-2020
71388,64839,51051-2020-12,51051-2020
71389,65378,51051-2021-1,51051-2021
71390,65965,51051-2021-2,51051-2021
71391,66655,51051-2021-3,51051-2021
71392,67074,51051-2021-4,51051-2021
71393,67536,51051-2021-5,51051-2021
71394,67959,51051-2021-6,51051-2021
71395,68299,51051-2021-7,51051-2021
71396,68755,51051-2021-8,51051-2021
71397,68810,51051-2021-9,51051-2021
71398,69031,51051-2021-10,51051-2021
71399,69119,51051-2021-11,51051-2021
71400,71381,51051-2021-12,51051-2021
71401,140322,29073-2019-1,29073-2019
71402,140891,29073-2019-2,29073-2019
71403,141483,29073-2019-3,29073-2019
71404,142157,29073-2019-4,29073-2019
71405,142742,29073-2019-5,29073-2019
71406,143266,29073-2019-6,29073-2019
71407,143973,29073-2019-7,29073-2019
71408,144490,29073-2019-8,29073-2019
71409,145383,29073-2019-9,29073-2019
71410,145840,29073-2019-10,29073-2019
71411,146362,29073-2019-11,29073-2019
71412,146623,29073-2019-12,29073-2019
71413,146936,29073-2020-1,29073-2020
71414,147351,29073-2020-2,29073-2020
71415,145408,29073-2020-4,29073-2020
71416,144326,29073-2020-5,29073-2020
71417,144531,29073-2020-6,29073-2020
71418,144673,29073-2020-7,29073-2020
71419,144864,29073-2020-8,29073-2020
71420,145390,29073-2020-9,29073-2020
71421,145828,29073-2020-10,29073-2020
71422,146926,29073-2020-11,29073-2020
71423,148026,29073-2020-12,29073-2020
71424,150959,29073-2021-1,29073-2021
71425,153883,29073-2021-2,29073-2021
71426,157550,29073-2021-3,29073-2021
71427,159538,29073-2021-4,29073-2021
71428,162082,29073-2021-5,29073-2021
71429,163560,29073-2021-6,29073-2021
71430,165785,29073-2021-7,29073-2021
71431,167427,29073-2021-8,29073-2021
71432,169577,29073-2021-9,29073-2021
71433,170879,29073-2021-10,29073-2021
71434,171765,29073-2021-11,29073-2021
71435,174016,29073-2021-12,29073-2021
71436,175393,45017-2019-1,45017-2019
71437,176537,45017-2019-2,45017-2019
71438,177362,45017-2019-3,45017-2019
71439,178694,45017-2019-4,45017-2019
71440,179589,45017-2019-5,45017-2019
71441,180071,45017-2019-6,45017-2019
71442,180369,45017-2019-7,45017-2019
71443,181187,45017-2019-8,45017-2019
71444,181578,45017-2019-9,45017-2019
71445,182093,45017-2019-10,45017-2019
71446,181928,45017-2019-11,45017-2019
71447,182543,45017-2019-12,45017-2019
71448,182579,45017-2020-1,45017-2020
71449,183109,45017-2020-2,45017-2020
71450,183405,45017-2020-3,45017-2020
71451,184294,45017-2020-4,45017-2020
71452,184596,45017-2020-5,45017-2020
71453,184711,45017-2020-6,45017-2020
71454,184811,45017-2020-7,45017-2020
71455,184832,45017-2020-8,45017-2020
71456,185593,45017-2020-9,45017-2020
71457,186727,45017-2020-10,45017-2020
71458,189497,45017-2020-11,45017-2020
71459,191707,45017-2020-12,45017-2020
71460,195212,45017-2021-1,45017-2021
71461,198546,45017-2021-2,45017-2021
71462,202315,45017-2021-3,45017-2021
71463,204309,45017-2021-4,45017-2021
71464,205704,45017-2021-5,45017-2021
71465,208059,45017-2021-6,45017-2021
71466,210833,45017-2021-7,45017-2021
71467,212418,45017-2021-8,45017-2021
71468,213149,45017-2021-9,45017-2021
71469,213625,45017-2021-10,45017-2021
71470,215057,45017-2021-11,45017-2021
71471,218055,45017-2021-12,45017-2021
71472,128430,27129-2019-1,27129-2019
71473,129022,27129-2019-2,27129-2019
71474,129571,27129-2019-3,27129-2019
71475,130200,27129-2019-4,27129-2019
71476,130656,27129-2019-5,27129-2019
71477,131318,27129-2019-6,27129-2019
71478,131985,27129-2019-7,27129-2019
71479,132679,27129-2019-8,27129-2019
71480,133318,27129-2019-9,27129-2019
71481,133921,27129-2019-10,27129-2019
71482,134178,27129-2019-11,27129-2019
71483,134169,27129-2019-12,27129-2019
71484,133883,27129-2020-1,27129-2020
71485,133485,27129-2020-2,27129-2020
71486,133284,27129-2020-3,27129-2020
71487,133274,27129-2020-4,27129-2020
71488,133766,27129-2020-5,27129-2020
71489,134053,27129-2020-6,27129-2020
71490,134354,27129-2020-7,27129-2020
71491,134046,27129-2020-8,27129-2020
71492,133871,27129-2020-9,27129-2020
71493,133615,27129-2020-10,27129-2020
71494,134527,27129-2020-11,27129-2020
71495,135344,27129-2020-12,27129-2020
71496,137053,27129-2021-1,27129-2021
71497,138619,27129-2021-2,27129-2021
71498,140621,27129-2021-3,27129-2021
71499,142080,27129-2021-4,27129-2021
71500,143801,27129-2021-5,27129-2021
71501,145737,27129-2021-6,27129-2021
71502,147685,27129-2021-7,27129-2021
71503,149621,27129-2021-8,27129-2021
71504,151397,27129-2021-9,27129-2021
71505,153233,27129-2021-10,27129-2021
71506,154271,27129-2021-11,27129-2021
71507,156540,27129-2021-12,27129-2021
71508,109909,17139-2019-1,17139-2019
71509,110349,17139-2019-2,17139-2019
71510,110972,17139-2019-3,17139-2019
71511,111452,17139-2019-4,17139-2019
71512,111783,17139-2019-5,17139-2019
71513,112049,17139-2019-6,17139-2019
71514,112351,17139-2019-7,17139-2019
71515,112637,17139-2019-8,17139-2019
71516,112847,17139-2019-9,17139-2019
71517,113064,17139-2019-10,17139-2019
71518,113137,17139-2019-11,17139-2019
71519,113105,17139-2019-12,17139-2019
71520,112954,17139-2020-1,17139-2020
71521,112974,17139-2020-2,17139-2020
71522,113321,17139-2020-3,17139-2020
71523,113764,17139-2020-4,17139-2020
71524,113667,17139-2020-5,17139-2020
71525,113350,17139-2020-6,17139-2020
71526,113066,17139-2020-7,17139-2020
71527,113415,17139-2020-8,17139-2020
71528,113950,17139-2020-9,17139-2020
71529,114509,17139-2020-10,17139-2020
71530,115381,17139-2020-11,17139-2020
71531,115924,17139-2020-12,17139-2020
71532,117127,17139-2021-1,17139-2021
71533,118156,17139-2021-2,17139-2021
71534,119420,17139-2021-3,17139-2021
71535,120237,17139-2021-4,17139-2021
71536,121088,17139-2021-5,17139-2021
71537,122029,17139-2021-6,17139-2021
71538,123022,17139-2021-7,17139-2021
71539,124221,17139-2021-8,17139-2021
71540,125399,17139-2021-9,17139-2021
71541,126353,17139-2021-10,17139-2021
71542,127020,17139-2021-11,17139-2021
71543,128406,17139-2021-12,17139-2021
71544,96558,39115-2019-1,39115-2019
71545,97451,39115-2019-2,39115-2019
71546,98268,39115-2019-3,39115-2019
71547,99485,39115-2019-4,39115-2019
71548,100492,39115-2019-5,39115-2019
71549,101517,39115-2019-6,39115-2019
71550,101989,39115-2019-7,39115-2019
71551,102434,39115-2019-8,39115-2019
71552,103095,39115-2019-9,39115-2019
71553,103796,39115-2019-10,39115-2019
71554,104909,39115-2019-11,39115-2019
71555,105313,39115-2019-12,39115-2019
71556,105656,39115-2020-1,39115-2020
71557,105072,39115-2020-2,39115-2020
71558,104922,39115-2020-3,39115-2020
71559,104732,39115-2020-4,39115-2020
71560,105384,39115-2020-5,39115-2020
71561,106196,39115-2020-6,39115-2020
71562,107219,39115-2020-7,39115-2020
71563,107750,39115-2020-8,39115-2020
71564,108176,39115-2020-9,39115-2020
71565,108375,39115-2020-10,39115-2020
71566,109731,39115-2020-11,39115-2020
71567,111167,39115-2020-12,39115-2020
71568,113828,39115-2021-1,39115-2021
71569,116159,39115-2021-2,39115-2021
71570,118664,39115-2021-3,39115-2021
71571,120272,39115-2021-4,39115-2021
71572,121593,39115-2021-5,39115-2021
71573,122706,39115-2021-6,39115-2021
71574,123875,39115-2021-7,39115-2021
71575,125315,39115-2021-8,39115-2021
71576,126826,39115-2021-9,39115-2021
71577,127746,39115-2021-10,39115-2021
71578,128014,39115-2021-11,39115-2021
71579,130059,39115-2021-12,39115-2021
71580,82990,21225-2019-1,21225-2019
71581,83474,21225-2019-2,21225-2019
71582,83986,21225-2019-3,21225-2019
71583,84442,21225-2019-4,21225-2019
71584,84879,21225-2019-5,21225-2019
71585,85488,21225-2019-6,21225-2019
71586,86055,21225-2019-7,21225-2019
71587,86710,21225-2019-8,21225-2019
71588,87135,21225-2019-9,21225-2019
71589,87452,21225-2019-10,21225-2019
71590,87413,21225-2019-11,21225-2019
71591,87447,21225-2019-12,21225-2019
71592,87555,21225-2020-1,21225-2020
71593,86934,21225-2020-2,21225-2020
71594,86459,21225-2020-3,21225-2020
71595,85904,21225-2020-4,21225-2020
71596,86114,21225-2020-5,21225-2020
71597,83453,21225-2020-7,21225-2020
71598,82512,21225-2020-8,21225-2020
71599,83022,21225-2020-9,21225-2020
71600,83572,21225-2020-10,21225-2020
71601,84287,21225-2020-11,21225-2020
71602,84873,21225-2020-12,21225-2020
71603,86177,21225-2021-1,21225-2021
71604,87433,21225-2021-2,21225-2021
71605,89078,21225-2021-3,21225-2021
71606,90239,21225-2021-4,21225-2021
71607,91335,21225-2021-5,21225-2021
71608,92226,21225-2021-6,21225-2021
71609,93097,21225-2021-7,21225-2021
71610,93875,21225-2021-8,21225-2021
71611,94706,21225-2021-9,21225-2021
71612,95497,21225-2021-10,21225-2021
71613,96153,21225-2021-11,21225-2021
71614,97984,21225-2021-12,21225-2021
71615,136183,19023-2019-1,19023-2019
71616,136719,19023-2019-2,19023-2019
71617,137242,19023-2019-3,19023-2019
71618,137610,19023-2019-4,19023-2019
71619,137871,19023-2019-5,19023-2019
71620,138201,19023-2019-6,19023-2019
71621,138653,19023-2019-7,19023-2019
71622,139180,19023-2019-8,19023-2019
71623,139624,19023-2019-9,19023-2019
71624,139947,19023-2019-10,19023-2019
71625,140023,19023-2019-11,19023-2019
71626,139766,19023-2019-12,19023-2019
71627,139582,19023-2020-1,19023-2020
71628,139507,19023-2020-2,19023-2020
71629,139745,19023-2020-3,19023-2020
71630,139956,19023-2020-4,19023-2020
71631,140033,19023-2020-5,19023-2020
71632,140093,19023-2020-6,19023-2020
71633,140337,19023-2020-7,19023-2020
71634,140457,19023-2020-8,19023-2020
71635,140837,19023-2020-9,19023-2020
71636,141010,19023-2020-10,19023-2020
71637,141881,19023-2020-11,19023-2020
71638,141965,19023-2020-12,19023-2020
71639,143223,19023-2021-1,19023-2021
71640,144451,19023-2021-2,19023-2021
71641,146378,19023-2021-3,19023-2021
71642,147350,19023-2021-4,19023-2021
71643,148357,19023-2021-5,19023-2021
71644,149313,19023-2021-6,19023-2021
71645,150435,19023-2021-7,19023-2021
71646,151431,19023-2021-8,19023-2021
71647,153176,19023-2021-9,19023-2021
71648,154413,19023-2021-10,19023-2021
71649,155536,19023-2021-11,19023-2021
71650,157378,19023-2021-12,19023-2021
71651,117905,48455-2019-1,48455-2019
71652,118396,48455-2019-2,48455-2019
71653,118882,48455-2019-3,48455-2019
71654,119373,48455-2019-4,48455-2019
71655,120019,48455-2019-5,48455-2019
71656,120720,48455-2019-6,48455-2019
71657,121350,48455-2019-7,48455-2019
71658,121561,48455-2019-8,48455-2019
71659,121952,48455-2019-9,48455-2019
71660,122744,48455-2019-10,48455-2019
71661,123747,48455-2019-11,48455-2019
71662,124654,48455-2019-12,48455-2019
71663,125299,48455-2020-1,48455-2020
71664,125428,48455-2020-2,48455-2020
