,cases,fip-year-month,fip-year,fips
42881,207621,21209-2021-9,21209-2021,21209
42882,251441,21209-2021-10,21209-2021,21209
42883,264866,21209-2021-11,21209-2021,21209
42884,296036,21209-2021-12,21209-2021,21209
42885,108203,21211-2021-1,21211-2021,21211
42886,116404,21211-2021-2,21211-2021,21211
42887,137402,21211-2021-3,21211-2021,21211
42888,136234,21211-2021-4,21211-2021,21211
42889,147150,21211-2021-5,21211-2021,21211
42890,144467,21211-2021-6,21211-2021,21211
42891,150348,21211-2021-7,21211-2021,21211
42892,166117,21211-2021-8,21211-2021,21211
42893,187334,21211-2021-9,21211-2021,21211
42894,213266,21211-2021-10,21211-2021,21211
42895,219419,21211-2021-11,21211-2021,21211
42896,243004,21211-2021-12,21211-2021,21211
42897,42816,21213-2021-1,21213-2021,21213
42898,44859,21213-2021-2,21213-2021,21213
42899,55207,21213-2021-3,21213-2021,21213
42900,60183,21213-2021-4,21213-2021,21213
42901,65531,21213-2021-5,21213-2021,21213
42902,64142,21213-2021-6,21213-2021,21213
42903,68081,21213-2021-7,21213-2021,21213
42904,73643,21213-2021-8,21213-2021,21213
42905,83369,21213-2021-9,21213-2021,21213
42906,97194,21213-2021-10,21213-2021,21213
42907,99066,21213-2021-11,21213-2021,21213
42908,111855,21213-2021-12,21213-2021,21213
42909,35995,21215-2021-1,21215-2021,21215
42910,39832,21215-2021-2,21215-2021,21215
42911,47340,21215-2021-3,21215-2021,21215
42912,46700,21215-2021-4,21215-2021,21215
42913,49959,21215-2021-5,21215-2021,21215
42914,49306,21215-2021-6,21215-2021,21215
42915,51709,21215-2021-7,21215-2021,21215
42916,60010,21215-2021-8,21215-2021,21215
42917,74095,21215-2021-9,21215-2021,21215
42918,86406,21215-2021-10,21215-2021,21215
42919,89286,21215-2021-11,21215-2021,21215
42920,101780,21215-2021-12,21215-2021,21215
42921,64121,21217-2021-1,21217-2021,21217
42922,72866,21217-2021-2,21217-2021,21217
42923,89274,21217-2021-3,21217-2021,21217
42924,89556,21217-2021-4,21217-2021,21217
42925,97394,21217-2021-5,21217-2021,21217
42926,96424,21217-2021-6,21217-2021,21217
42927,99829,21217-2021-7,21217-2021,21217
42928,112137,21217-2021-8,21217-2021,21217
42929,141214,21217-2021-9,21217-2021,21217
42930,170945,21217-2021-10,21217-2021,21217
42931,175767,21217-2021-11,21217-2021,21217
42932,191926,21217-2021-12,21217-2021,21217
42933,26218,21219-2021-1,21219-2021,21219
42934,27545,21219-2021-2,21219-2021,21219
42935,31670,21219-2021-3,21219-2021,21219
42936,32174,21219-2021-4,21219-2021,21219
42937,35542,21219-2021-5,21219-2021,21219
42938,35407,21219-2021-6,21219-2021,21219
42939,36591,21219-2021-7,21219-2021,21219
42940,40612,21219-2021-8,21219-2021,21219
42941,45085,21219-2021-9,21219-2021,21219
42942,52202,21219-2021-10,21219-2021,21219
42943,55023,21219-2021-11,21219-2021,21219
42944,60867,21219-2021-12,21219-2021,21219
42945,25550,21221-2021-1,21221-2021,21221
42946,29676,21221-2021-2,21221-2021,21221
42947,35310,21221-2021-3,21221-2021,21221
42948,36675,21221-2021-4,21221-2021,21221
42949,40513,21221-2021-5,21221-2021,21221
42950,40101,21221-2021-6,21221-2021,21221
42951,41716,21221-2021-7,21221-2021,21221
42952,44589,21221-2021-8,21221-2021,21221
42953,49785,21221-2021-9,21221-2021,21221
42954,61328,21221-2021-10,21221-2021,21221
42955,67090,21221-2021-11,21221-2021,21221
42956,75335,21221-2021-12,21221-2021,21221
42957,14286,21223-2021-1,21223-2021,21223
42958,16001,21223-2021-2,21223-2021,21223
42959,19441,21223-2021-3,21223-2021,21223
42960,19853,21223-2021-4,21223-2021,21223
42961,21408,21223-2021-5,21223-2021,21223
42962,20968,21223-2021-6,21223-2021,21223
42963,22108,21223-2021-7,21223-2021,21223
42964,25501,21223-2021-8,21223-2021,21223
42965,31228,21223-2021-9,21223-2021,21223
42966,36355,21223-2021-10,21223-2021,21223
42967,38635,21223-2021-11,21223-2021,21223
42968,44538,21223-2021-12,21223-2021,21223
42969,33507,21225-2021-1,21225-2021,21225
42970,34815,21225-2021-2,21225-2021,21225
42971,39784,21225-2021-3,21225-2021,21225
42972,39603,21225-2021-4,21225-2021,21225
42973,42566,21225-2021-5,21225-2021,21225
42974,43141,21225-2021-6,21225-2021,21225
42975,45667,21225-2021-7,21225-2021,21225
42976,55222,21225-2021-8,21225-2021,21225
42977,67483,21225-2021-9,21225-2021,21225
42978,76136,21225-2021-10,21225-2021,21225
42979,75702,21225-2021-11,21225-2021,21225
42980,86053,21225-2021-12,21225-2021,21225
42981,371633,21227-2021-1,21227-2021,21227
42982,393706,21227-2021-2,21227-2021,21227
42983,460234,21227-2021-3,21227-2021,21227
42984,464972,21227-2021-4,21227-2021,21227
42985,496305,21227-2021-5,21227-2021,21227
42986,487266,21227-2021-6,21227-2021,21227
42987,513191,21227-2021-7,21227-2021,21227
42988,571618,21227-2021-8,21227-2021,21227
42989,680168,21227-2021-9,21227-2021,21227
42990,782228,21227-2021-10,21227-2021,21227
42991,788196,21227-2021-11,21227-2021,21227
42992,867400,21227-2021-12,21227-2021,21227
42993,31609,21229-2021-1,21229-2021,21229
42994,35525,21229-2021-2,21229-2021,21229
42995,42538,21229-2021-3,21229-2021,21229
42996,42322,21229-2021-4,21229-2021,21229
42997,44744,21229-2021-5,21229-2021,21229
42998,43713,21229-2021-6,21229-2021,21229
42999,46128,21229-2021-7,21229-2021,21229
43000,53218,21229-2021-8,21229-2021,21229
43001,62844,21229-2021-9,21229-2021,21229
43002,70935,21229-2021-10,21229-2021,21229
43003,72064,21229-2021-11,21229-2021,21229
43004,80772,21229-2021-12,21229-2021,21229
43005,54501,21231-2021-1,21231-2021,21231
43006,56694,21231-2021-2,21231-2021,21231
43007,65925,21231-2021-3,21231-2021,21231
43008,65350,21231-2021-4,21231-2021,21231
43009,68524,21231-2021-5,21231-2021,21231
43010,66673,21231-2021-6,21231-2021,21231
43011,69576,21231-2021-7,21231-2021,21231
43012,73810,21231-2021-8,21231-2021,21231
43013,86342,21231-2021-9,21231-2021,21231
43014,106714,21231-2021-10,21231-2021,21231
43015,108392,21231-2021-11,21231-2021,21231
43016,119152,21231-2021-12,21231-2021,21231
43017,28831,21233-2021-1,21233-2021,21233
43018,31675,21233-2021-2,21233-2021,21233
43019,36512,21233-2021-3,21233-2021,21233
43020,36474,21233-2021-4,21233-2021,21233
43021,39814,21233-2021-5,21233-2021,21233
43022,41531,21233-2021-6,21233-2021,21233
43023,45261,21233-2021-7,21233-2021,21233
43024,53878,21233-2021-8,21233-2021,21233
43025,64937,21233-2021-9,21233-2021,21233
43026,75194,21233-2021-10,21233-2021,21233
43027,75061,21233-2021-11,21233-2021,21233
43028,80885,21233-2021-12,21233-2021,21233
43029,101364,21235-2021-1,21235-2021,21235
43030,111804,21235-2021-2,21235-2021,21235
43031,136799,21235-2021-3,21235-2021,21235
43032,142489,21235-2021-4,21235-2021,21235
43033,154837,21235-2021-5,21235-2021,21235
43034,135613,21235-2021-6,21235-2021,21235
43035,128821,21235-2021-7,21235-2021,21235
43036,154030,21235-2021-8,21235-2021,21235
43037,208703,21235-2021-9,21235-2021,21235
43038,266261,21235-2021-10,21235-2021,21235
43039,271070,21235-2021-11,21235-2021,21235
43040,295258,21235-2021-12,21235-2021,21235
43041,10889,21237-2021-1,21237-2021,21237
43042,11521,21237-2021-2,21237-2021,21237
43043,13996,21237-2021-3,21237-2021,21237
43044,14602,21237-2021-4,21237-2021,21237
43045,16376,21237-2021-5,21237-2021,21237
43046,16193,21237-2021-6,21237-2021,21237
43047,17034,21237-2021-7,21237-2021,21237
43048,19977,21237-2021-8,21237-2021,21237
43049,29281,21237-2021-9,21237-2021,21237
43050,35984,21237-2021-10,21237-2021,21237
43051,36948,21237-2021-11,21237-2021,21237
43052,42625,21237-2021-12,21237-2021,21237
43053,47770,21239-2021-1,21239-2021,21239
43054,53226,21239-2021-2,21239-2021,21239
43055,62925,21239-2021-3,21239-2021,21239
43056,63035,21239-2021-4,21239-2021,21239
43057,66519,21239-2021-5,21239-2021,21239
43058,64944,21239-2021-6,21239-2021,21239
43059,69453,21239-2021-7,21239-2021,21239
43060,77142,21239-2021-8,21239-2021,21239
43061,88137,21239-2021-9,21239-2021,21239
43062,103796,21239-2021-10,21239-2021,21239
43063,106965,21239-2021-11,21239-2021,21239
43064,122211,21239-2021-12,21239-2021,21239
43065,170861,22001-2021-1,22001-2021,22001
43066,167167,22001-2021-2,22001-2021,22001
43067,191885,22001-2021-3,22001-2021,22001
43068,191202,22001-2021-4,22001-2021,22001
43069,203538,22001-2021-5,22001-2021,22001
43070,202410,22001-2021-6,22001-2021,22001
43071,217043,22001-2021-7,22001-2021,22001
43072,264155,22001-2021-8,22001-2021,22001
43073,298654,22001-2021-9,22001-2021,22001
43074,321707,22001-2021-10,22001-2021,22001
43075,317124,22001-2021-11,22001-2021,22001
43076,334479,22001-2021-12,22001-2021,22001
43077,81654,22003-2021-1,22003-2021,22003
43078,81654,22003-2021-2,22003-2021,22003
43079,94180,22003-2021-3,22003-2021,22003
43080,93936,22003-2021-4,22003-2021,22003
43081,99068,22003-2021-5,22003-2021,22003
43082,97661,22003-2021-6,22003-2021,22003
43083,103032,22003-2021-7,22003-2021,22003
43084,118902,22003-2021-8,22003-2021,22003
43085,133029,22003-2021-9,22003-2021,22003
43086,144940,22003-2021-10,22003-2021,22003
43087,142667,22003-2021-11,22003-2021,22003
43088,149750,22003-2021-12,22003-2021,22003
43089,285285,22005-2021-1,22005-2021,22005
43090,300235,22005-2021-2,22005-2021,22005
43091,349125,22005-2021-3,22005-2021,22005
43092,353912,22005-2021-4,22005-2021,22005
43093,382762,22005-2021-5,22005-2021,22005
43094,382632,22005-2021-6,22005-2021,22005
43095,427413,22005-2021-7,22005-2021,22005
43096,564114,22005-2021-8,22005-2021,22005
43097,626609,22005-2021-9,22005-2021,22005
43098,670295,22005-2021-10,22005-2021,22005
43099,658037,22005-2021-11,22005-2021,22005
43100,695874,22005-2021-12,22005-2021,22005
43101,50580,22007-2021-1,22007-2021,22007
43102,57341,22007-2021-2,22007-2021,22007
43103,65564,22007-2021-3,22007-2021,22007
43104,64563,22007-2021-4,22007-2021,22007
43105,68837,22007-2021-5,22007-2021,22007
43106,69204,22007-2021-6,22007-2021,22007
43107,75585,22007-2021-7,22007-2021,22007
43108,94933,22007-2021-8,22007-2021,22007
43109,104192,22007-2021-9,22007-2021,22007
43110,112026,22007-2021-10,22007-2021,22007
43111,110439,22007-2021-11,22007-2021,22007
43112,116014,22007-2021-12,22007-2021,22007
43113,97066,22009-2021-1,22009-2021,22009
43114,103954,22009-2021-2,22009-2021,22009
43115,122977,22009-2021-3,22009-2021,22009
43116,122206,22009-2021-4,22009-2021,22009
43117,131206,22009-2021-5,22009-2021,22009
43118,129852,22009-2021-6,22009-2021,22009
43119,138584,22009-2021-7,22009-2021,22009
43120,172521,22009-2021-8,22009-2021,22009
43121,202172,22009-2021-9,22009-2021,22009
43122,217963,22009-2021-10,22009-2021,22009
43123,220734,22009-2021-11,22009-2021,22009
43124,231170,22009-2021-12,22009-2021,22009
43125,72167,22011-2021-1,22011-2021,22011
43126,76455,22011-2021-2,22011-2021,22011
43127,90349,22011-2021-3,22011-2021,22011
43128,93058,22011-2021-4,22011-2021,22011
43129,99624,22011-2021-5,22011-2021,22011
43130,98691,22011-2021-6,22011-2021,22011
43131,106883,22011-2021-7,22011-2021,22011
43132,133890,22011-2021-8,22011-2021,22011
43133,166851,22011-2021-9,22011-2021,22011
43134,186488,22011-2021-10,22011-2021,22011
43135,184231,22011-2021-11,22011-2021,22011
43136,192811,22011-2021-12,22011-2021,22011
43137,42703,22013-2021-1,22013-2021,22013
43138,43782,22013-2021-2,22013-2021,22013
43139,50233,22013-2021-3,22013-2021,22013
43140,49419,22013-2021-4,22013-2021,22013
43141,51861,22013-2021-5,22013-2021,22013
43142,50963,22013-2021-6,22013-2021,22013
43143,53948,22013-2021-7,22013-2021,22013
43144,62087,22013-2021-8,22013-2021,22013
43145,70066,22013-2021-9,22013-2021,22013
43146,76615,22013-2021-10,22013-2021,22013
43147,75252,22013-2021-11,22013-2021,22013
43148,78973,22013-2021-12,22013-2021,22013
43149,324589,22015-2021-1,22015-2021,22015
43150,354936,22015-2021-2,22015-2021,22015
43151,407747,22015-2021-3,22015-2021,22015
43152,405084,22015-2021-4,22015-2021,22015
43153,432967,22015-2021-5,22015-2021,22015
43154,430130,22015-2021-6,22015-2021,22015
43155,462181,22015-2021-7,22015-2021,22015
43156,541920,22015-2021-8,22015-2021,22015
43157,611908,22015-2021-9,22015-2021,22015
43158,666220,22015-2021-10,22015-2021,22015
43159,657307,22015-2021-11,22015-2021,22015
43160,698035,22015-2021-12,22015-2021,22015
43161,637887,22017-2021-1,22017-2021,22017
43162,677182,22017-2021-2,22017-2021,22017
43163,773306,22017-2021-3,22017-2021,22017
43164,763228,22017-2021-4,22017-2021,22017
43165,814242,22017-2021-5,22017-2021,22017
43166,810038,22017-2021-6,22017-2021,22017
43167,864202,22017-2021-7,22017-2021,22017
43168,1011518,22017-2021-8,22017-2021,22017
43169,1113403,22017-2021-9,22017-2021,22017
43170,1209216,22017-2021-10,22017-2021,22017
43171,1193620,22017-2021-11,22017-2021,22017
43172,1272603,22017-2021-12,22017-2021,22017
43173,493638,22019-2021-1,22019-2021,22019
43174,522342,22019-2021-2,22019-2021,22019
43175,632970,22019-2021-3,22019-2021,22019
43176,655494,22019-2021-4,22019-2021,22019
43177,701260,22019-2021-5,22019-2021,22019
43178,690741,22019-2021-6,22019-2021,22019
43179,737035,22019-2021-7,22019-2021,22019
43180,860137,22019-2021-8,22019-2021,22019
43181,969750,22019-2021-9,22019-2021,22019
43182,1056249,22019-2021-10,22019-2021,22019
43183,1041716,22019-2021-11,22019-2021,22019
43184,1098888,22019-2021-12,22019-2021,22019
43185,30980,22021-2021-1,22021-2021,22021
43186,29818,22021-2021-2,22021-2021,22021
43187,33706,22021-2021-3,22021-2021,22021
43188,32943,22021-2021-4,22021-2021,22021
43189,34519,22021-2021-5,22021-2021,22021
43190,33867,22021-2021-6,22021-2021,22021
43191,36182,22021-2021-7,22021-2021,22021
43192,43776,22021-2021-8,22021-2021,22021
43193,57103,22021-2021-9,22021-2021,22021
43194,68261,22021-2021-10,22021-2021,22021
43195,68131,22021-2021-11,22021-2021,22021
43196,72261,22021-2021-12,22021-2021,22021
43197,13582,22023-2021-1,22023-2021,22023
43198,14466,22023-2021-2,22023-2021,22023
43199,17269,22023-2021-3,22023-2021,22023
43200,17512,22023-2021-4,22023-2021,22023
43201,18691,22023-2021-5,22023-2021,22023
43202,18737,22023-2021-6,22023-2021,22023
43203,20034,22023-2021-7,22023-2021,22023
43204,22722,22023-2021-8,22023-2021,22023
43205,24765,22023-2021-9,22023-2021,22023
43206,26579,22023-2021-10,22023-2021,22023
43207,25900,22023-2021-11,22023-2021,22023
43208,27059,22023-2021-12,22023-2021,22023
43209,29773,22025-2021-1,22025-2021,22025
43210,29076,22025-2021-2,22025-2021,22025
43211,32985,22025-2021-3,22025-2021,22025
43212,33436,22025-2021-4,22025-2021,22025
43213,35961,22025-2021-5,22025-2021,22025
43214,35245,22025-2021-6,22025-2021,22025
43215,37774,22025-2021-7,22025-2021,22025
43216,44848,22025-2021-8,22025-2021,22025
43217,50489,22025-2021-9,22025-2021,22025
43218,54912,22025-2021-10,22025-2021,22025
43219,53528,22025-2021-11,22025-2021,22025
43220,56790,22025-2021-12,22025-2021,22025
43221,38466,22027-2021-1,22027-2021,22027
43222,38628,22027-2021-2,22027-2021,22027
43223,43642,22027-2021-3,22027-2021,22027
43224,42643,22027-2021-4,22027-2021,22027
43225,44686,22027-2021-5,22027-2021,22027
43226,44106,22027-2021-6,22027-2021,22027
43227,46621,22027-2021-7,22027-2021,22027
43228,52007,22027-2021-8,22027-2021,22027
43229,57600,22027-2021-9,22027-2021,22027
43230,61902,22027-2021-10,22027-2021,22027
43231,60671,22027-2021-11,22027-2021,22027
43232,64128,22027-2021-12,22027-2021,22027
43233,49457,22029-2021-1,22029-2021,22029
43234,48706,22029-2021-2,22029-2021,22029
43235,55864,22029-2021-3,22029-2021,22029
43236,55345,22029-2021-4,22029-2021,22029
43237,58009,22029-2021-5,22029-2021,22029
43238,57283,22029-2021-6,22029-2021,22029
43239,61915,22029-2021-7,22029-2021,22029
43240,79403,22029-2021-8,22029-2021,22029
43241,89643,22029-2021-9,22029-2021,22029
43242,98576,22029-2021-10,22029-2021,22029
43243,97218,22029-2021-11,22029-2021,22029
43244,102664,22029-2021-12,22029-2021,22029
43245,64181,22031-2021-1,22031-2021,22031
43246,72334,22031-2021-2,22031-2021,22031
43247,83007,22031-2021-3,22031-2021,22031
43248,82182,22031-2021-4,22031-2021,22031
43249,86677,22031-2021-5,22031-2021,22031
