,cases,fip-year-month,fip-year,fips
49901,6039,31057-2021-9,31057-2021,31057
49902,7247,31057-2021-10,31057-2021,31057
49903,7552,31057-2021-11,31057-2021,31057
49904,8395,31057-2021-12,31057-2021,31057
49905,13615,31059-2021-1,31059-2021,31059
49906,12997,31059-2021-2,31059-2021,31059
49907,14763,31059-2021-3,31059-2021,31059
49908,14772,31059-2021-4,31059-2021,31059
49909,15644,31059-2021-5,31059-2021,31059
49910,15204,31059-2021-6,31059-2021,31059
49911,15717,31059-2021-7,31059-2021,31059
49912,15717,31059-2021-8,31059-2021,31059
49913,16869,31059-2021-9,31059-2021,31059
49914,21417,31059-2021-10,31059-2021,31059
49915,21728,31059-2021-11,31059-2021,31059
49916,24200,31059-2021-12,31059-2021,31059
49917,6713,31061-2021-1,31061-2021,31061
49918,6390,31061-2021-2,31061-2021,31061
49919,7291,31061-2021-3,31061-2021,31061
49920,7200,31061-2021-4,31061-2021,31061
49921,7477,31061-2021-5,31061-2021,31061
49922,7191,31061-2021-6,31061-2021,31061
49923,7430,31061-2021-7,31061-2021,31061
49924,7817,31061-2021-8,31061-2021,31061
49925,8214,31061-2021-9,31061-2021,31061
49926,9545,31061-2021-10,31061-2021,31061
49927,9875,31061-2021-11,31061-2021,31061
49928,10884,31061-2021-12,31061-2021,31061
49929,5253,31063-2021-1,31063-2021,31063
49930,5180,31063-2021-2,31063-2021,31063
49931,5855,31063-2021-3,31063-2021,31063
49932,5750,31063-2021-4,31063-2021,31063
49933,5810,31063-2021-5,31063-2021,31063
49934,4470,31063-2021-6,31063-2021,31063
49935,4771,31063-2021-7,31063-2021,31063
49936,4867,31063-2021-8,31063-2021,31063
49937,6326,31063-2021-9,31063-2021,31063
49938,11021,31063-2021-10,31063-2021,31063
49939,11879,31063-2021-11,31063-2021,31063
49940,13564,31063-2021-12,31063-2021,31063
49941,12459,31065-2021-1,31065-2021,31065
49942,13448,31065-2021-2,31065-2021,31065
49943,15363,31065-2021-3,31065-2021,31065
49944,15005,31065-2021-4,31065-2021,31065
49945,15575,31065-2021-5,31065-2021,31065
49946,14100,31065-2021-6,31065-2021,31065
49947,14798,31065-2021-7,31065-2021,31065
49948,14942,31065-2021-8,31065-2021,31065
49949,15368,31065-2021-9,31065-2021,31065
49950,19346,31065-2021-10,31065-2021,31065
49951,21781,31065-2021-11,31065-2021,31065
49952,25168,31065-2021-12,31065-2021,31065
49953,59998,31067-2021-1,31067-2021,31067
49954,57288,31067-2021-2,31067-2021,31067
49955,65507,31067-2021-3,31067-2021,31067
49956,64969,31067-2021-4,31067-2021,31067
49957,67621,31067-2021-5,31067-2021,31067
49958,64664,31067-2021-6,31067-2021,31067
49959,66817,31067-2021-7,31067-2021,31067
49960,66805,31067-2021-8,31067-2021,31067
49961,67913,31067-2021-9,31067-2021,31067
49962,77601,31067-2021-10,31067-2021,31067
49963,77871,31067-2021-11,31067-2021,31067
49964,85876,31067-2021-12,31067-2021,31067
49965,3096,31069-2021-1,31069-2021,31069
49966,3028,31069-2021-2,31069-2021,31069
49967,3452,31069-2021-3,31069-2021,31069
49968,3363,31069-2021-4,31069-2021,31069
49969,3516,31069-2021-5,31069-2021,31069
49970,3534,31069-2021-6,31069-2021,31069
49971,3658,31069-2021-7,31069-2021,31069
49972,3658,31069-2021-8,31069-2021,31069
49973,3799,31069-2021-9,31069-2021,31069
49974,5080,31069-2021-10,31069-2021,31069
49975,7044,31069-2021-11,31069-2021,31069
49976,7987,31069-2021-12,31069-2021,31069
49977,4148,31071-2021-1,31071-2021,31071
49978,3989,31071-2021-2,31071-2021,31071
49979,4475,31071-2021-3,31071-2021,31071
49980,4391,31071-2021-4,31071-2021,31071
49981,4706,31071-2021-5,31071-2021,31071
49982,4680,31071-2021-6,31071-2021,31071
49983,4836,31071-2021-7,31071-2021,31071
49984,4836,31071-2021-8,31071-2021,31071
49985,5604,31071-2021-9,31071-2021,31071
49986,7877,31071-2021-10,31071-2021,31071
49987,8222,31071-2021-11,31071-2021,31071
49988,9512,31071-2021-12,31071-2021,31071
49989,5275,31073-2021-1,31073-2021,31073
49990,4986,31073-2021-2,31073-2021,31073
49991,5595,31073-2021-3,31073-2021,31073
49992,5436,31073-2021-4,31073-2021,31073
49993,5659,31073-2021-5,31073-2021,31073
49994,5421,31073-2021-6,31073-2021,31073
49995,5566,31073-2021-7,31073-2021,31073
49996,5749,31073-2021-8,31073-2021,31073
49997,5999,31073-2021-9,31073-2021,31073
49998,7258,31073-2021-10,31073-2021,31073
49999,7776,31073-2021-11,31073-2021,31073
50000,8649,31073-2021-12,31073-2021,31073
50001,704,31075-2021-1,31075-2021,31075
50002,896,31075-2021-2,31075-2021,31075
50003,1159,31075-2021-3,31075-2021,31075
50004,1167,31075-2021-4,31075-2021,31075
50005,1216,31075-2021-5,31075-2021,31075
50006,1080,31075-2021-6,31075-2021,31075
50007,1116,31075-2021-7,31075-2021,31075
50008,1116,31075-2021-8,31075-2021,31075
50009,1256,31075-2021-9,31075-2021,31075
50010,2090,31075-2021-10,31075-2021,31075
50011,2432,31075-2021-11,31075-2021,31075
50012,2727,31075-2021-12,31075-2021,31075
50013,5708,31077-2021-1,31077-2021,31077
50014,5712,31077-2021-2,31077-2021,31077
50015,6455,31077-2021-3,31077-2021,31077
50016,6292,31077-2021-4,31077-2021,31077
50017,6675,31077-2021-5,31077-2021,31077
50018,6780,31077-2021-6,31077-2021,31077
50019,7006,31077-2021-7,31077-2021,31077
50020,7006,31077-2021-8,31077-2021,31077
50021,7101,31077-2021-9,31077-2021,31077
50022,8212,31077-2021-10,31077-2021,31077
50023,8513,31077-2021-11,31077-2021,31077
50024,9685,31077-2021-12,31077-2021,31077
50025,194888,31079-2021-1,31079-2021,31079
50026,193669,31079-2021-2,31079-2021,31079
50027,230073,31079-2021-3,31079-2021,31079
50028,230393,31079-2021-4,31079-2021,31079
50029,242663,31079-2021-5,31079-2021,31079
50030,236129,31079-2021-6,31079-2021,31079
50031,244750,31079-2021-7,31079-2021,31079
50032,245706,31079-2021-8,31079-2021,31079
50033,252403,31079-2021-9,31079-2021,31079
50034,300218,31079-2021-10,31079-2021,31079
50035,310598,31079-2021-11,31079-2021,31079
50036,344907,31079-2021-12,31079-2021,31079
50037,24591,31081-2021-1,31081-2021,31081
50038,24572,31081-2021-2,31081-2021,31081
50039,27953,31081-2021-3,31081-2021,31081
50040,27794,31081-2021-4,31081-2021,31081
50041,29779,31081-2021-5,31081-2021,31081
50042,29117,31081-2021-6,31081-2021,31081
50043,30336,31081-2021-7,31081-2021,31081
50044,30659,31081-2021-8,31081-2021,31081
50045,31790,31081-2021-9,31081-2021,31081
50046,38759,31081-2021-10,31081-2021,31081
50047,41257,31081-2021-11,31081-2021,31081
50048,47709,31081-2021-12,31081-2021,31081
50049,5890,31083-2021-1,31083-2021,31083
50050,5714,31083-2021-2,31083-2021,31083
50051,6542,31083-2021-3,31083-2021,31083
50052,6554,31083-2021-4,31083-2021,31083
50053,6821,31083-2021-5,31083-2021,31083
50054,6837,31083-2021-6,31083-2021,31083
50055,7135,31083-2021-7,31083-2021,31083
50056,7214,31083-2021-8,31083-2021,31083
50057,7390,31083-2021-9,31083-2021,31083
50058,8241,31083-2021-10,31083-2021,31083
50059,9205,31083-2021-11,31083-2021,31083
50060,10301,31083-2021-12,31083-2021,31083
50061,1747,31085-2021-1,31085-2021,31085
50062,1642,31085-2021-2,31085-2021,31085
50063,1797,31085-2021-3,31085-2021,31085
50064,1734,31085-2021-4,31085-2021,31085
50065,1849,31085-2021-5,31085-2021,31085
50066,1710,31085-2021-6,31085-2021,31085
50067,1805,31085-2021-7,31085-2021,31085
50068,1829,31085-2021-8,31085-2021,31085
50069,1858,31085-2021-9,31085-2021,31085
50070,2197,31085-2021-10,31085-2021,31085
50071,2391,31085-2021-11,31085-2021,31085
50072,2823,31085-2021-12,31085-2021,31085
50073,6232,31087-2021-1,31087-2021,31087
50074,6677,31087-2021-2,31087-2021,31087
50075,7654,31087-2021-3,31087-2021,31087
50076,7598,31087-2021-4,31087-2021,31087
50077,7905,31087-2021-5,31087-2021,31087
50078,7770,31087-2021-6,31087-2021,31087
50079,8029,31087-2021-7,31087-2021,31087
50080,8029,31087-2021-8,31087-2021,31087
50081,8322,31087-2021-9,31087-2021,31087
50082,10123,31087-2021-10,31087-2021,31087
50083,11296,31087-2021-11,31087-2021,31087
50084,13398,31087-2021-12,31087-2021,31087
50085,22240,31089-2021-1,31089-2021,31089
50086,21586,31089-2021-2,31089-2021,31089
50087,24647,31089-2021-3,31089-2021,31089
50088,25229,31089-2021-4,31089-2021,31089
50089,26902,31089-2021-5,31089-2021,31089
50090,27190,31089-2021-6,31089-2021,31089
50091,28226,31089-2021-7,31089-2021,31089
50092,28396,31089-2021-8,31089-2021,31089
50093,29217,31089-2021-9,31089-2021,31089
50094,35682,31089-2021-10,31089-2021,31089
50095,40299,31089-2021-11,31089-2021,31089
50096,47465,31089-2021-12,31089-2021,31089
50097,1497,31091-2021-1,31091-2021,31091
50098,1398,31091-2021-2,31091-2021,31091
50099,1596,31091-2021-3,31091-2021,31091
50100,1600,31091-2021-4,31091-2021,31091
50101,1646,31091-2021-5,31091-2021,31091
50102,1410,31091-2021-6,31091-2021,31091
50103,1457,31091-2021-7,31091-2021,31091
50104,1457,31091-2021-8,31091-2021,31091
50105,1565,31091-2021-9,31091-2021,31091
50106,2342,31091-2021-10,31091-2021,31091
50107,2606,31091-2021-11,31091-2021,31091
50108,2956,31091-2021-12,31091-2021,31091
50109,15098,31093-2021-1,31093-2021,31093
50110,14435,31093-2021-2,31093-2021,31093
50111,16382,31093-2021-3,31093-2021,31093
50112,16176,31093-2021-4,31093-2021,31093
50113,17339,31093-2021-5,31093-2021,31093
50114,17764,31093-2021-6,31093-2021,31093
50115,18414,31093-2021-7,31093-2021,31093
50116,18414,31093-2021-8,31093-2021,31093
50117,18558,31093-2021-9,31093-2021,31093
50118,21525,31093-2021-10,31093-2021,31093
50119,22866,31093-2021-11,31093-2021,31093
50120,25846,31093-2021-12,31093-2021,31093
50121,18163,31095-2021-1,31095-2021,31095
50122,17350,31095-2021-2,31095-2021,31095
50123,19468,31095-2021-3,31095-2021,31095
50124,19568,31095-2021-4,31095-2021,31095
50125,20656,31095-2021-5,31095-2021,31095
50126,19900,31095-2021-6,31095-2021,31095
50127,20546,31095-2021-7,31095-2021,31095
50128,20522,31095-2021-8,31095-2021,31095
50129,20964,31095-2021-9,31095-2021,31095
50130,24650,31095-2021-10,31095-2021,31095
50131,26227,31095-2021-11,31095-2021,31095
50132,30331,31095-2021-12,31095-2021,31095
50133,18193,31097-2021-1,31097-2021,31097
50134,17423,31097-2021-2,31097-2021,31097
50135,19599,31097-2021-3,31097-2021,31097
50136,19133,31097-2021-4,31097-2021,31097
50137,19936,31097-2021-5,31097-2021,31097
50138,19678,31097-2021-6,31097-2021,31097
50139,20336,31097-2021-7,31097-2021,31097
50140,20336,31097-2021-8,31097-2021,31097
50141,19914,31097-2021-9,31097-2021,31097
50142,21405,31097-2021-10,31097-2021,31097
50143,21651,31097-2021-11,31097-2021,31097
50144,23494,31097-2021-12,31097-2021,31097
50145,18830,31099-2021-1,31099-2021,31099
50146,18208,31099-2021-2,31099-2021,31099
50147,20750,31099-2021-3,31099-2021,31099
50148,20439,31099-2021-4,31099-2021,31099
50149,21072,31099-2021-5,31099-2021,31099
50150,18470,31099-2021-6,31099-2021,31099
50151,19206,31099-2021-7,31099-2021,31099
50152,19688,31099-2021-8,31099-2021,31099
50153,21095,31099-2021-9,31099-2021,31099
50154,25354,31099-2021-10,31099-2021,31099
50155,26332,31099-2021-11,31099-2021,31099
50156,29374,31099-2021-12,31099-2021,31099
50157,19392,31101-2021-1,31101-2021,31101
50158,18465,31101-2021-2,31101-2021,31101
50159,21326,31101-2021-3,31101-2021,31101
50160,21294,31101-2021-4,31101-2021,31101
50161,22270,31101-2021-5,31101-2021,31101
50162,21180,31101-2021-6,31101-2021,31101
50163,22019,31101-2021-7,31101-2021,31101
50164,22103,31101-2021-8,31101-2021,31101
50165,23057,31101-2021-9,31101-2021,31101
50166,28384,31101-2021-10,31101-2021,31101
50167,30580,31101-2021-11,31101-2021,31101
50168,35002,31101-2021-12,31101-2021,31101
50169,1233,31103-2021-1,31103-2021,31103
50170,1285,31103-2021-2,31103-2021,31103
50171,1531,31103-2021-3,31103-2021,31103
50172,1594,31103-2021-4,31103-2021,31103
50173,1654,31103-2021-5,31103-2021,31103
50174,1600,31103-2021-6,31103-2021,31103
50175,1726,31103-2021-7,31103-2021,31103
50176,1736,31103-2021-8,31103-2021,31103
50177,1723,31103-2021-9,31103-2021,31103
50178,2058,31103-2021-10,31103-2021,31103
50179,2847,31103-2021-11,31103-2021,31103
50180,3074,31103-2021-12,31103-2021,31103
50181,11114,31105-2021-1,31105-2021,31105
50182,11144,31105-2021-2,31105-2021,31105
50183,12734,31105-2021-3,31105-2021,31105
50184,12400,31105-2021-4,31105-2021,31105
50185,12956,31105-2021-5,31105-2021,31105
50186,13110,31105-2021-6,31105-2021,31105
50187,13647,31105-2021-7,31105-2021,31105
50188,13702,31105-2021-8,31105-2021,31105
50189,13944,31105-2021-9,31105-2021,31105
50190,16254,31105-2021-10,31105-2021,31105
50191,16875,31105-2021-11,31105-2021,31105
50192,18798,31105-2021-12,31105-2021,31105
50193,23375,31107-2021-1,31107-2021,31107
50194,23163,31107-2021-2,31107-2021,31107
50195,26307,31107-2021-3,31107-2021,31107
50196,26207,31107-2021-4,31107-2021,31107
50197,28522,31107-2021-5,31107-2021,31107
50198,34501,31107-2021-6,31107-2021,31107
50199,35858,31107-2021-7,31107-2021,31107
50200,35929,31107-2021-8,31107-2021,31107
50201,32813,31107-2021-9,31107-2021,31107
50202,32137,31107-2021-10,31107-2021,31107
50203,34179,31107-2021-11,31107-2021,31107
50204,39207,31107-2021-12,31107-2021,31107
50205,775202,31109-2021-1,31109-2021,31109
50206,770661,31109-2021-2,31109-2021,31109
50207,896778,31109-2021-3,31109-2021,31109
50208,911393,31109-2021-4,31109-2021,31109
50209,970970,31109-2021-5,31109-2021,31109
50210,943470,31109-2021-6,31109-2021,31109
50211,985894,31109-2021-7,31109-2021,31109
50212,1045255,31109-2021-8,31109-2021,31109
50213,1129633,31109-2021-9,31109-2021,31109
50214,1272567,31109-2021-10,31109-2021,31109
50215,1327033,31109-2021-11,31109-2021,31109
50216,1507899,31109-2021-12,31109-2021,31109
50217,100354,31111-2021-1,31111-2021,31111
50218,97893,31111-2021-2,31111-2021,31111
50219,111944,31111-2021-3,31111-2021,31111
50220,111530,31111-2021-4,31111-2021,31111
50221,119865,31111-2021-5,31111-2021,31111
50222,123748,31111-2021-6,31111-2021,31111
50223,129053,31111-2021-7,31111-2021,31111
50224,129456,31111-2021-8,31111-2021,31111
50225,133703,31111-2021-9,31111-2021,31111
50226,161127,31111-2021-10,31111-2021,31111
50227,169422,31111-2021-11,31111-2021,31111
50228,193579,31111-2021-12,31111-2021,31111
50229,2186,31113-2021-1,31113-2021,31113
50230,2097,31113-2021-2,31113-2021,31113
50231,2406,31113-2021-3,31113-2021,31113
50232,2385,31113-2021-4,31113-2021,31113
50233,2527,31113-2021-5,31113-2021,31113
50234,2427,31113-2021-6,31113-2021,31113
50235,2511,31113-2021-7,31113-2021,31113
50236,2511,31113-2021-8,31113-2021,31113
50237,2530,31113-2021-9,31113-2021,31113
50238,2927,31113-2021-10,31113-2021,31113
50239,3029,31113-2021-11,31113-2021,31113
50240,3632,31113-2021-12,31113-2021,31113
50241,1167,31115-2021-1,31115-2021,31115
50242,1120,31115-2021-2,31115-2021,31115
50243,1240,31115-2021-3,31115-2021,31115
50244,1204,31115-2021-4,31115-2021,31115
50245,1270,31115-2021-5,31115-2021,31115
50246,1020,31115-2021-6,31115-2021,31115
50247,1054,31115-2021-7,31115-2021,31115
50248,1054,31115-2021-8,31115-2021,31115
50249,1175,31115-2021-9,31115-2021,31115
50250,1792,31115-2021-10,31115-2021,31115
50251,1929,31115-2021-11,31115-2021,31115
50252,2157,31115-2021-12,31115-2021,31115
50253,713,31117-2021-1,31117-2021,31117
50254,756,31117-2021-2,31117-2021,31117
50255,907,31117-2021-3,31117-2021,31117
50256,870,31117-2021-4,31117-2021,31117
50257,891,31117-2021-5,31117-2021,31117
50258,830,31117-2021-6,31117-2021,31117
50259,868,31117-2021-7,31117-2021,31117
50260,868,31117-2021-8,31117-2021,31117
50261,1016,31117-2021-9,31117-2021,31117
50262,1497,31117-2021-10,31117-2021,31117
50263,1517,31117-2021-11,31117-2021,31117
50264,1739,31117-2021-12,31117-2021,31117
50265,124936,31119-2021-1,31119-2021,31119
50266,120012,31119-2021-2,31119-2021,31119
50267,134462,31119-2021-3,31119-2021,31119
50268,125408,31119-2021-4,31119-2021,31119
50269,132519,31119-2021-5,31119-2021,31119
50270,129090,31119-2021-6,31119-2021,31119
50271,133393,31119-2021-7,31119-2021,31119
50272,133393,31119-2021-8,31119-2021,31119
50273,139490,31119-2021-9,31119-2021,31119
50274,171896,31119-2021-10,31119-2021,31119
50275,185702,31119-2021-11,31119-2021,31119
50276,212877,31119-2021-12,31119-2021,31119
50277,20742,31121-2021-1,31121-2021,31121
50278,20417,31121-2021-2,31121-2021,31121
50279,23301,31121-2021-3,31121-2021,31121
50280,22937,31121-2021-4,31121-2021,31121
50281,24225,31121-2021-5,31121-2021,31121
50282,23362,31121-2021-6,31121-2021,31121
50283,24209,31121-2021-7,31121-2021,31121
50284,24366,31121-2021-8,31121-2021,31121
50285,24940,31121-2021-9,31121-2021,31121
50286,31287,31121-2021-10,31121-2021,31121
50287,34192,31121-2021-11,31121-2021,31121
50288,38958,31121-2021-12,31121-2021,31121
50289,13408,31123-2021-1,31123-2021,31123
50290,13128,31123-2021-2,31123-2021,31123
50291,15208,31123-2021-3,31123-2021,31123
50292,14932,31123-2021-4,31123-2021,31123
50293,15780,31123-2021-5,31123-2021,31123
50294,15198,31123-2021-6,31123-2021,31123
50295,15914,31123-2021-7,31123-2021,31123
50296,16213,31123-2021-8,31123-2021,31123
50297,17174,31123-2021-9,31123-2021,31123
50298,22146,31123-2021-10,31123-2021,31123
50299,25594,31123-2021-11,31123-2021,31123
50300,29219,31123-2021-12,31123-2021,31123
50301,11169,31125-2021-1,31125-2021,31125
50302,10410,31125-2021-2,31125-2021,31125
50303,11884,31125-2021-3,31125-2021,31125
50304,12100,31125-2021-4,31125-2021,31125
50305,12804,31125-2021-5,31125-2021,31125
50306,12420,31125-2021-6,31125-2021,31125
50307,12834,31125-2021-7,31125-2021,31125
50308,12834,31125-2021-8,31125-2021,31125
50309,13107,31125-2021-9,31125-2021,31125
50310,15676,31125-2021-10,31125-2021,31125
50311,16793,31125-2021-11,31125-2021,31125
50312,18770,31125-2021-12,31125-2021,31125
50313,16529,31127-2021-1,31127-2021,31127
50314,16378,31127-2021-2,31127-2021,31127
50315,19043,31127-2021-3,31127-2021,31127
50316,19781,31127-2021-4,31127-2021,31127
50317,21754,31127-2021-5,31127-2021,31127
50318,24094,31127-2021-6,31127-2021,31127
50319,24924,31127-2021-7,31127-2021,31127
50320,24924,31127-2021-8,31127-2021,31127
50321,24695,31127-2021-9,31127-2021,31127
50322,27678,31127-2021-10,31127-2021,31127
50323,29168,31127-2021-11,31127-2021,31127
50324,33765,31127-2021-12,31127-2021,31127
50325,10070,31129-2021-1,31129-2021,31129
50326,10435,31129-2021-2,31129-2021,31129
50327,12569,31129-2021-3,31129-2021,31129
50328,12875,31129-2021-4,31129-2021,31129
50329,13828,31129-2021-5,31129-2021,31129
50330,16440,31129-2021-6,31129-2021,31129
50331,17009,31129-2021-7,31129-2021,31129
50332,17143,31129-2021-8,31129-2021,31129
50333,15923,31129-2021-9,31129-2021,31129
50334,16776,31129-2021-10,31129-2021,31129
50335,19564,31129-2021-11,31129-2021,31129
50336,22164,31129-2021-12,31129-2021,31129
50337,34480,31131-2021-1,31131-2021,31131
50338,35503,31131-2021-2,31131-2021,31131
50339,41736,31131-2021-3,31131-2021,31131
50340,42436,31131-2021-4,31131-2021,31131
50341,45400,31131-2021-5,31131-2021,31131
50342,44329,31131-2021-6,31131-2021,31131
50343,45849,31131-2021-7,31131-2021,31131
50344,45849,31131-2021-8,31131-2021,31131
50345,47203,31131-2021-9,31131-2021,31131
50346,57521,31131-2021-10,31131-2021,31131
50347,63105,31131-2021-11,31131-2021,31131
50348,73132,31131-2021-12,31131-2021,31131
50349,5454,31133-2021-1,31133-2021,31133
50350,5632,31133-2021-2,31133-2021,31133
50351,6948,31133-2021-3,31133-2021,31133
50352,6992,31133-2021-4,31133-2021,31133
50353,7254,31133-2021-5,31133-2021,31133
50354,7226,31133-2021-6,31133-2021,31133
50355,7471,31133-2021-7,31133-2021,31133
50356,7471,31133-2021-8,31133-2021,31133
50357,7641,31133-2021-9,31133-2021,31133
50358,8744,31133-2021-10,31133-2021,31133
50359,8896,31133-2021-11,31133-2021,31133
50360,9803,31133-2021-12,31133-2021,31133
50361,7700,31135-2021-1,31135-2021,31135
50362,7284,31135-2021-2,31135-2021,31135
50363,8390,31135-2021-3,31135-2021,31135
50364,8513,31135-2021-4,31135-2021,31135
50365,8998,31135-2021-5,31135-2021,31135
50366,8340,31135-2021-6,31135-2021,31135
50367,8732,31135-2021-7,31135-2021,31135
50368,8804,31135-2021-8,31135-2021,31135
50369,8930,31135-2021-9,31135-2021,31135
50370,10534,31135-2021-10,31135-2021,31135
50371,11415,31135-2021-11,31135-2021,31135
50372,12867,31135-2021-12,31135-2021,31135
50373,25419,31137-2021-1,31137-2021,31137
50374,25316,31137-2021-2,31137-2021,31137
50375,29249,31137-2021-3,31137-2021,31137
50376,29493,31137-2021-4,31137-2021,31137
50377,31021,31137-2021-5,31137-2021,31137
50378,30213,31137-2021-6,31137-2021,31137
50379,31356,31137-2021-7,31137-2021,31137
50380,31947,31137-2021-8,31137-2021,31137
50381,33056,31137-2021-9,31137-2021,31137
50382,39715,31137-2021-10,31137-2021,31137
50383,44583,31137-2021-11,31137-2021,31137
50384,52220,31137-2021-12,31137-2021,31137
50385,17432,31139-2021-1,31139-2021,31139
50386,16627,31139-2021-2,31139-2021,31139
50387,18750,31139-2021-3,31139-2021,31139
50388,18623,31139-2021-4,31139-2021,31139
50389,20150,31139-2021-5,31139-2021,31139
50390,21901,31139-2021-6,31139-2021,31139
50391,22713,31139-2021-7,31139-2021,31139
50392,22754,31139-2021-8,31139-2021,31139
50393,21779,31139-2021-9,31139-2021,31139
50394,23414,31139-2021-10,31139-2021,31139
50395,25608,31139-2021-11,31139-2021,31139
50396,30008,31139-2021-12,31139-2021,31139
50397,113220,31141-2021-1,31141-2021,31141
50398,106865,31141-2021-2,31141-2021,31141
50399,120517,31141-2021-3,31141-2021,31141
50400,121729,31141-2021-4,31141-2021,31141
50401,128404,31141-2021-5,31141-2021,31141
50402,124500,31141-2021-6,31141-2021,31141
50403,128650,31141-2021-7,31141-2021,31141
50404,128650,31141-2021-8,31141-2021,31141
50405,132221,31141-2021-9,31141-2021,31141
50406,159168,31141-2021-10,31141-2021,31141
50407,169115,31141-2021-11,31141-2021,31141
50408,192062,31141-2021-12,31141-2021,31141
50409,15343,31143-2021-1,31143-2021,31143
50410,15288,31143-2021-2,31143-2021,31143
50411,17735,31143-2021-3,31143-2021,31143
50412,17471,31143-2021-4,31143-2021,31143
50413,18122,31143-2021-5,31143-2021,31143
50414,17576,31143-2021-6,31143-2021,31143
50415,18305,31143-2021-7,31143-2021,31143
50416,18383,31143-2021-8,31143-2021,31143
50417,18890,31143-2021-9,31143-2021,31143
50418,23156,31143-2021-10,31143-2021,31143
50419,24295,31143-2021-11,31143-2021,31143
50420,26965,31143-2021-12,31143-2021,31143
50421,32816,31145-2021-1,31145-2021,31145
50422,32483,31145-2021-2,31145-2021,31145
50423,36702,31145-2021-3,31145-2021,31145
50424,36083,31145-2021-4,31145-2021,31145
50425,37754,31145-2021-5,31145-2021,31145
50426,38160,31145-2021-6,31145-2021,31145
50427,39622,31145-2021-7,31145-2021,31145
50428,39742,31145-2021-8,31145-2021,31145
50429,40399,31145-2021-9,31145-2021,31145
50430,47411,31145-2021-10,31145-2021,31145
50431,50898,31145-2021-11,31145-2021,31145
50432,58841,31145-2021-12,31145-2021,31145
50433,17571,31147-2021-1,31147-2021,31147
50434,17144,31147-2021-2,31147-2021,31147
50435,21003,31147-2021-3,31147-2021,31147
50436,21526,31147-2021-4,31147-2021,31147
50437,22893,31147-2021-5,31147-2021,31147
50438,24221,31147-2021-6,31147-2021,31147
50439,25296,31147-2021-7,31147-2021,31147
50440,25296,31147-2021-8,31147-2021,31147
50441,25027,31147-2021-9,31147-2021,31147
50442,27821,31147-2021-10,31147-2021,31147
50443,29371,31147-2021-11,31147-2021,31147
50444,37045,31147-2021-12,31147-2021,31147
50445,3081,31149-2021-1,31149-2021,31149
50446,2800,31149-2021-2,31149-2021,31149
50447,3162,31149-2021-3,31149-2021,31149
50448,3060,31149-2021-4,31149-2021,31149
50449,3358,31149-2021-5,31149-2021,31149
50450,4530,31149-2021-6,31149-2021,31149
50451,4741,31149-2021-7,31149-2021,31149
50452,4774,31149-2021-8,31149-2021,31149
50453,4195,31149-2021-9,31149-2021,31149
50454,3874,31149-2021-10,31149-2021,31149
50455,4508,31149-2021-11,31149-2021,31149
50456,4921,31149-2021-12,31149-2021,31149
50457,56316,31151-2021-1,31151-2021,31151
50458,53019,31151-2021-2,31151-2021,31151
50459,60276,31151-2021-3,31151-2021,31151
50460,60151,31151-2021-4,31151-2021,31151
50461,63126,31151-2021-5,31151-2021,31151
50462,61153,31151-2021-6,31151-2021,31151
50463,63195,31151-2021-7,31151-2021,31151
50464,63147,31151-2021-8,31151-2021,31151
50465,64032,31151-2021-9,31151-2021,31151
50466,73857,31151-2021-10,31151-2021,31151
50467,76320,31151-2021-11,31151-2021,31151
50468,84898,31151-2021-12,31151-2021,31151
50469,535448,31153-2021-1,31153-2021,31153
50470,537747,31153-2021-2,31153-2021,31153
50471,634223,31153-2021-3,31153-2021,31153
50472,658289,31153-2021-4,31153-2021,31153
50473,703312,31153-2021-5,31153-2021,31153
50474,672479,31153-2021-6,31153-2021,31153
50475,698337,31153-2021-7,31153-2021,31153
50476,721684,31153-2021-8,31153-2021,31153
50477,767375,31153-2021-9,31153-2021,31153
50478,859521,31153-2021-10,31153-2021,31153
50479,889463,31153-2021-11,31153-2021,31153
50480,1009954,31153-2021-12,31153-2021,31153
50481,62465,31155-2021-1,31155-2021,31155
50482,63597,31155-2021-2,31155-2021,31155
50483,73032,31155-2021-3,31155-2021,31155
50484,73874,31155-2021-4,31155-2021,31155
50485,78343,31155-2021-5,31155-2021,31155
50486,76238,31155-2021-6,31155-2021,31155
50487,79218,31155-2021-7,31155-2021,31155
50488,79825,31155-2021-8,31155-2021,31155
50489,80964,31155-2021-9,31155-2021,31155
50490,94876,31155-2021-10,31155-2021,31155
50491,100422,31155-2021-11,31155-2021,31155
50492,113229,31155-2021-12,31155-2021,31155
50493,131819,31157-2021-1,31157-2021,31157
50494,123587,31157-2021-2,31157-2021,31157
50495,140644,31157-2021-3,31157-2021,31157
50496,138682,31157-2021-4,31157-2021,31157
50497,144068,31157-2021-5,31157-2021,31157
50498,140072,31157-2021-6,31157-2021,31157
50499,146078,31157-2021-7,31157-2021,31157
50500,150922,31157-2021-8,31157-2021,31157
50501,159231,31157-2021-9,31157-2021,31157
50502,185374,31157-2021-10,31157-2021,31157
50503,199587,31157-2021-11,31157-2021,31157
50504,221636,31157-2021-12,31157-2021,31157
50505,53099,31159-2021-1,31159-2021,31159
50506,50680,31159-2021-2,31159-2021,31159
50507,58312,31159-2021-3,31159-2021,31159
50508,58699,31159-2021-4,31159-2021,31159
