,fip-year,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
5959,24003-2021,590336,0.9894786151673748,293607,296729,38.7,34789,67228,236594,153040,91036
5962,24005-2019,828503,0.8980856552438292,392009,436494,39.6,49056,90133,317776,215768,145667
5963,24005-2020,853073,0.908389483951214,406061,447012,39.6,49738,94544,327178,221506,149187
5964,24005-2021,849316,0.9065573292088598,403845,445471,39.7,48603,93338,327025,217267,151951
5967,24009-2019,92660,0.9788997095506576,45836,46824,40.6,4938,10925,33738,27328,14374
5968,24009-2020,92857,0.993666265888011,46281,46576,40.5,4936,11107,33999,27024,14438
5969,24009-2021,93928,0.9927865235286628,46794,47134,40.4,4973,11240,34905,26586,14829
5972,24011-2019,33509,0.9568441952814762,16385,17124,40.0,2064,4045,12064,9253,5610
5973,24011-2020,33290,0.9687740256668048,16381,16909,40.1,2063,3998,12026,9148,5571
5974,24011-2021,33386,0.963766837244868,16385,17001,40.1,2033,3969,12177,9023,5686
5977,24013-2019,168774,0.9799859221022994,83534,85240,42.1,9287,18092,60243,49714,29216
5978,24013-2020,172890,0.9932670025479322,86153,86737,41.8,9408,19079,62009,50293,29835
5979,24013-2021,173873,0.995191976682808,86727,87146,41.6,9343,19325,62976,49480,30464
5982,24015-2019,103092,0.9842556058127224,51137,51955,40.8,5865,11629,37619,29789,16748
5983,24015-2020,103740,0.9955756468211984,51755,51985,40.8,5837,11785,37969,29929,16804
5984,24015-2021,103905,0.9948355635763242,51818,52087,40.8,5845,11622,38211,29484,17309
5987,24017-2019,163733,0.929812361510537,78889,84844,38.5,9674,19956,63481,47264,21008
5988,24017-2020,166682,0.9405320449385878,80787,85895,38.6,9728,20641,64392,47937,21565
5989,24017-2021,168698,0.9380550290079844,81653,87045,38.7,9786,20647,65389,47898,22412
5992,24019-2019,31864,0.9007396802672392,15100,16764,44.8,1791,3409,10441,8819,7045
5993,24019-2020,32508,0.9070749736008448,15462,17046,44.7,1784,3468,10706,8972,7175
5994,24019-2021,32489,0.9031691172163318,15418,17071,44.6,1737,3481,10775,8775,7315
5997,24021-2019,260609,0.9690895353230072,128259,132350,39.1,15463,30694,100587,71685,38697
5998,24021-2020,272737,0.9837726571819266,135253,137484,39.1,16054,32550,105375,74373,40527
5999,24021-2021,279835,0.9811327433628318,138585,141250,39.1,16198,33270,109443,74702,42173
6002,24023-2019,29049,0.976794828172848,14354,14695,47.1,1394,2583,9508,8534,6696
6003,24023-2020,28761,0.9953517413625642,14347,14414,47.2,1367,2556,9414,8506,6599
6004,24023-2021,28702,0.9931944444444444,14302,14400,47.4,1334,2542,9428,8369,6715
6007,24025-2019,255594,0.9581695741111036,125067,130527,40.5,14444,28659,94935,71917,42311
6008,24025-2020,261122,0.9710891029318518,128646,132476,40.4,14399,30070,97099,72767,43248
6009,24025-2021,262977,0.9700127350363325,129487,133490,40.4,14307,30107,98664,71877,44411
6012,24027-2019,325951,0.9571934670349466,159411,166540,39.0,19146,40632,126385,88605,46464
6013,24027-2020,332722,0.969013901135644,163743,168979,39.1,18872,42320,128784,90263,47525
6014,24027-2021,334529,0.9695322987071098,164677,169852,39.3,18296,42116,129888,90004,49186
6017,24029-2019,19426,0.925654242664552,9338,10088,48.5,786,1535,6581,5132,5215
6018,24029-2020,19142,0.928082191780822,9214,9928,48.5,768,1486,6531,5058,5120
6019,24029-2021,19270,0.9277711084433774,9274,9996,48.3,792,1478,6648,4969,5198
6022,24031-2019,1051129,0.9368473616226984,508428,542701,39.7,64704,122622,399881,281690,168266
6023,24031-2020,1061243,0.94877958308237,516675,544568,39.9,63405,125352,402089,285700,170199
6024,24031-2021,1054827,0.9483141086617228,513422,541405,40.3,60861,122670,399224,282547,175037
6027,24033-2019,911562,0.9246045486407284,437926,473636,37.8,59650,100625,372419,242501,125793
6028,24033-2020,965601,0.9354910481627288,466709,498892,38.0,61757,107969,392419,257532,134177
6029,24033-2021,955306,0.9333129607855438,461177,494129,38.5,59252,105570,385657,254234,138655
6032,24035-2019,50585,0.9855942848170828,25109,25476,44.9,2550,5469,16651,15463,9782
6033,24035-2020,49983,0.9984406860981168,24972,25011,44.7,2570,5419,16471,15154,9690
6034,24035-2021,50798,0.997483386418151,25367,25431,44.5,2647,5394,16914,15123,10035
6037,24037-2019,113764,0.99908624446475,56856,56908,36.9,7201,13937,45560,30233,15254
6038,24037-2020,113953,1.0128060197124389,57339,56614,37.0,6965,14097,45956,30100,15181
6039,24037-2021,114468,1.0095502264667673,57506,56962,37.0,6847,13957,46603,29720,15652
6042,24039-2019,25609,1.1682330031326729,13798,11811,37.6,1178,2241,11324,6263,4379
6043,24039-2020,24567,1.1775394433611062,13285,11282,37.9,1095,2162,10817,6050,4214
6044,24039-2021,24584,1.1885515890679248,13351,11233,37.8,1087,2186,10856,5937,4284
6047,24041-2019,37186,0.897922727504721,17593,19593,51.1,1725,3445,10507,10032,11073
6048,24041-2020,37456,0.9111179141792948,17857,19599,51.0,1713,3495,10693,10022,11118
6049,24041-2021,37626,0.9143220554566268,17971,19655,51.2,1709,3447,10828,9973,11248
6052,24043-2019,151066,1.0339562688496338,76794,74272,40.6,8536,16475,56544,41239,26365
6053,24043-2020,154586,1.04744245185558,79084,75502,40.6,8571,17142,57869,42195,26811
6054,24043-2021,154937,1.050706126824878,79384,75553,40.6,8444,16917,58549,41634,27331
6057,24045-2019,104005,0.8991837554553257,49242,54763,36.0,6345,11320,43420,24721,16964
6058,24045-2020,103473,0.9096949227617518,49290,54183,36.0,6236,11459,43128,24557,16831
6059,24045-2021,103980,0.9048840361997582,49394,54586,36.0,6311,11459,43405,24319,17148
6062,24047-2019,52261,0.939975500204165,25322,26939,50.6,2165,4664,15566,14687,14665
6063,24047-2020,52445,0.9556624529216542,25628,26817,50.5,2130,4773,15681,14707,14590
6064,24047-2021,53132,0.959722632044851,26020,27112,50.6,2001,4809,16106,14666,14961
6067,24510-2019,594601,0.8811665364257896,278520,316081,35.9,36838,59359,263183,142580,86422
6068,24510-2020,583132,0.8891149410392639,274452,308680,36.1,35196,59120,258490,139154,84873
6069,24510-2021,576498,0.8849290165638917,270652,305846,36.3,34265,57980,256729,134746,86276
6072,25001-2019,212923,0.9153435821781644,101756,111167,54.3,7798,15702,58770,62068,66623
6073,25001-2020,228969,0.9303545082831008,110354,118615,54.4,8200,16912,63637,66468,71614
6074,25001-2021,232411,0.9316715981249376,112095,120316,54.8,8022,16663,65272,66483,73864
6077,25003-2019,125217,0.9363353797145376,60550,64667,47.6,5151,10341,42487,35942,30028
6078,25003-2020,128758,0.9523874509090358,62809,65949,47.5,5215,10639,43909,36752,30870
6079,25003-2021,128657,0.950205393278865,62686,65971,47.7,4996,10289,44161,36161,31686
6082,25005-2019,565096,0.9386130122300554,273601,291495,41.0,29542,58808,213953,158190,97717
6083,25005-2020,579172,0.9512040643066018,282344,296828,40.9,29879,60866,220308,161683,99104
6084,25005-2021,580164,0.95259891493114,283040,297124,41.0,29472,60201,221916,159765,101390
6087,25007-2019,17461,0.9678800856531048,8588,8873,48.6,843,1584,5411,5128,4328
6088,25007-2020,20581,0.9774212144504228,10173,10408,48.8,973,1861,6353,5992,5178
6089,25007-2021,21097,0.9716822429906542,10397,10700,49.0,988,1838,6596,6052,5391
6092,25009-2019,789725,0.9290049951758084,380330,409395,40.9,44136,82898,296180,218452,138350
6093,25009-2020,809218,0.9415764520710967,392434,416784,40.8,44370,85866,305088,222800,141019
6094,25009-2021,807074,0.9424070160913788,391572,415502,40.9,43429,84536,305889,218825,144299
6097,25011-2019,70276,0.9479446738919534,34199,36077,47.3,2867,6152,23571,20641,16299
6098,25011-2020,70988,0.9593706872757384,34758,36230,47.1,2772,6303,23980,20629,16554
6099,25011-2021,71015,0.9627705149111412,34834,36181,47.2,2667,6201,24153,20118,17113
6102,25013-2019,465749,0.933707827848774,224891,240858,39.2,25211,49918,182146,121715,80945
6103,25013-2020,464908,0.9452624531893972,225913,238995,39.2,24842,50318,182362,121040,80358
6104,25013-2021,462718,0.9445936348239764,224767,237951,39.4,24375,49289,182512,118751,81804
6107,25015-2019,161596,0.8725564040464906,75299,86297,36.7,5298,11806,75319,38818,28874
6108,25015-2020,162064,0.8807910129050227,75896,86168,36.9,5205,11982,75569,38471,29351
6109,25015-2021,161572,0.8791812049313794,75592,85980,37.2,5096,11721,75273,37676,30300
6112,25017-2019,1611263,0.9615246020982818,789829,821434,38.5,84443,158180,678448,420675,251572
6113,25017-2020,1629422,0.9750809100716372,804432,824990,38.6,83807,162541,686583,425676,252300
6114,25017-2021,1614742,0.975038375684188,797167,817575,38.9,81254,160063,677906,419333,257427
6117,25019-2019,11330,1.0581289736603088,5825,5505,40.5,751,1118,4375,3227,1715
6118,25019-2020,14244,1.058084091894235,7323,6921,40.8,919,1413,5494,4056,2196
6119,25019-2021,14491,1.0566278739710473,7445,7046,41.3,852,1466,5582,4130,2306
6122,25021-2019,707164,0.9295271981140312,340668,366496,40.8,37542,73054,271202,195073,121638
6123,25021-2020,726025,0.9428277070873304,352330,373695,40.6,37902,75917,279966,200015,123162
6124,25021-2021,724505,0.9429716936857208,351620,372885,40.7,37219,74791,280384,197522,125480
6127,25023-2019,521841,0.9447297418162304,253505,268336,42.9,27466,55082,183937,151449,97148
6128,25023-2020,530979,0.9581904277211072,259821,271158,42.8,27343,56424,187861,153315,99046
6129,25023-2021,533003,0.958022151608104,260788,272215,42.9,26832,55774,190149,151331,101907
6132,25025-2019,805915,0.9318160026846924,388735,417180,33.2,41150,62552,425025,171283,99202
6133,25025-2020,795431,0.938401965132544,385077,410354,33.5,39779,62444,418627,170014,97691
6134,25025-2021,771245,0.933254958188782,372309,398936,34.0,37786,60458,400945,165817,99444
6137,25027-2019,829327,0.9717712791250596,408727,420600,40.1,43949,87148,320758,233879,133325
6138,25027-2020,861461,0.9848005548016376,427432,434029,40.1,45050,91120,333924,242216,138262
6139,25027-2021,862029,0.9851030169326814,427780,434249,40.2,43934,90138,336272,238544,142282
6142,26001-2019,10453,1.0140655105973024,5263,5190,58.8,318,665,2307,3266,3813
6143,26001-2020,10158,1.021090330282531,5132,5026,58.6,338,630,2288,3183,3628
6144,26001-2021,10235,1.0243275316455696,5179,5056,58.8,323,627,2360,3211,3635
6147,26003-2019,9078,1.2365114560236512,5019,4059,49.7,338,669,2986,2626,2370
6148,26003-2020,8834,1.238155561185711,4887,3947,49.4,317,678,2907,2534,2310
6149,26003-2021,8821,1.2676092544987148,4931,3890,49.2,312,658,2971,2448,2351
6152,26005-2019,118045,0.9986624225390268,58983,59062,40.1,7260,14468,42348,32361,19968
6153,26005-2020,120596,1.012583234592213,60675,59921,40.2,7253,14801,43328,32811,20619
6154,26005-2021,120950,1.013584830272862,60883,60067,40.4,6998,14610,43873,32398,21313
6157,26007-2019,28391,0.9765385686438318,14027,14364,47.7,1349,2670,9023,8253,6781
6158,26007-2020,28877,0.9945434452272414,14399,14478,47.7,1364,2719,9214,8285,6966
6159,26007-2021,28893,0.9937206734750208,14401,14492,47.5,1321,2741,9308,8091,7099
6162,26009-2019,23359,0.990201925534634,11622,11737,52.1,985,2029,6624,6882,6549
6163,26009-2020,23421,1.0026507054296707,11726,11695,51.9,925,2090,6750,6876,6520
6164,26009-2021,23813,1.0004200268817205,11909,11904,51.8,909,2082,7000,6836,6706
6167,26011-2019,14944,1.0290563475899526,7579,7365,50.2,722,1352,4412,4451,3863
6168,26011-2020,14990,1.046137046137046,7664,7326,50.0,698,1411,4430,4428,3863
6169,26011-2021,14975,1.0482834085624402,7664,7311,50.2,681,1407,4434,4313,3969
6172,26013-2019,8245,1.2259719222462202,4541,3704,46.2,317,706,2879,2304,1935
6173,26013-2020,8128,1.2317408017572762,4486,3642,46.1,321,696,2847,2277,1894
6174,26013-2021,8215,1.2311243889190655,4533,3682,45.6,321,694,2954,2270,1891
6177,26015-2019,61481,1.011483723212825,30916,30565,42.6,3378,6836,21320,17541,11594
6178,26015-2020,62548,1.0265025109347157,31683,30865,42.5,3365,7036,21804,17761,11751
6179,26015-2021,62992,1.0284012236354854,31937,31055,42.6,3356,7002,22071,17620,12087
6182,26017-2019,102964,0.9625648063433974,50500,52464,43.8,5062,10323,36226,28571,21519
6183,26017-2020,103594,0.9787973716381418,51242,52352,43.6,5015,10454,36574,28581,21669
6184,26017-2021,102985,0.980214201934355,50978,52007,43.8,4870,10110,36600,27999,22094
6187,26019-2019,17767,0.9898084891925188,8838,8929,50.3,796,1586,5311,5106,4794
6188,26019-2020,17974,1.0069227333631086,9018,8956,50.0,796,1606,5457,5095,4815
6189,26019-2021,18223,1.0127015683675724,9169,9054,50.0,819,1605,5579,5046,4968
6192,26021-2019,153352,0.9597198793641056,75100,78252,42.4,8571,16812,53698,41198,31126
6193,26021-2020,154095,0.9732242326456916,76002,78093,42.3,8467,17051,54110,41253,31162
6194,26021-2021,153101,0.9724680812687616,75482,77619,42.5,8220,16710,53923,40443,31806
6197,26023-2019,43444,1.0744914525833251,22502,20942,41.0,2668,5046,15384,11685,8083
6198,26023-2020,44810,1.088557445816826,23355,21455,40.9,2757,5253,15852,12008,8304
6199,26023-2021,44985,1.085825566838225,23418,21567,40.9,2762,5188,16093,11840,8435
6202,26025-2019,133806,0.9623676414513244,65620,68186,39.9,7981,15383,49524,34999,24238
6203,26025-2020,134113,0.972598105548038,66125,67988,40.0,7843,15608,49694,34916,24260
6204,26025-2021,133819,0.9721026880452724,65963,67856,40.1,7586,15563,49981,34288,24557
6207,26027-2019,51847,1.0122254133354032,26081,25766,45.2,2536,5526,17104,14880,11158
6208,26027-2020,51563,1.0259714745982476,26112,25451,45.4,2460,5494,16912,14837,11178
6209,26027-2021,51483,1.0230666457088966,26035,25448,45.4,2451,5413,16971,14584,11389
6212,26029-2019,26202,0.9845489661440582,12999,13203,49.2,1145,2439,8124,7588,6611
6213,26029-2020,26012,0.9961629959327756,12981,13031,49.4,1133,2379,8064,7538,6585
6214,26029-2021,26086,1.0049189147644302,13075,13011,49.7,1096,2319,8165,7407,6786
6217,26031-2019,25331,0.994095882862316,12628,12703,51.9,1030,1964,7307,7604,7172
6218,26031-2020,25599,1.015034634760705,12895,12704,51.7,993,2002,7500,7658,7178
6219,26031-2021,25752,1.019764705882353,13002,12750,51.9,1008,1969,7596,7597,7315
6222,26033-2019,37287,1.2406706327744728,20646,16641,40.5,1707,3437,15199,9616,6954
6223,26033-2020,36744,1.240351198097677,20343,16401,40.5,1639,3454,14922,9448,6862
6224,26033-2021,36816,1.2536728697355537,20480,16336,40.6,1585,3416,15086,9360,6959
6227,26035-2019,30884,1.003893070334804,15472,15412,47.5,1677,3078,9459,8904,7417
6228,26035-2020,30822,1.013720109760878,15516,15306,47.8,1597,3133,9359,8886,7481
6229,26035-2021,31065,1.0097690366824092,15608,15457,47.9,1590,3125,9451,8841,7677
6232,26037-2019,79615,0.9734037279397184,39271,40344,40.9,4400,8809,29515,21913,13872
6233,26037-2020,79128,0.9846003360838704,39257,39871,41.1,4297,8778,29280,21689,13998
6234,26037-2021,79426,0.9854018247719036,39421,40005,41.3,4242,8671,29526,21408,14531
6237,26039-2019,14012,1.0324920220481577,7118,6894,51.2,657,1224,3976,4357,3653
6238,26039-2020,12965,1.0589169445767823,6668,6297,51.4,567,1163,3709,3997,3383
6239,26039-2021,13204,1.059585088129777,6793,6411,51.0,576,1166,3884,3992,3426
6242,26041-2019,35744,0.9893143365983972,17776,17968,47.8,1784,3506,11108,10084,8865
6243,26041-2020,36842,1.006972816909081,18485,18357,47.5,1764,3680,11556,10239,9166
6244,26041-2021,36826,1.0085083174256886,18491,18335,47.6,1684,3665,11648,10067,9331
6247,26043-2019,25336,1.0133502860775587,12752,12584,46.8,1293,2553,8083,7273,5845
6248,26043-2020,25886,1.0290014108794483,13128,12758,46.6,1337,2568,8311,7345,6007
6249,26043-2021,25787,1.0293538994255136,13080,12707,46.4,1257,2585,8361,7078,6180
6252,26045-2019,110119,0.9653929215227828,54090,56029,41.2,5888,11391,41184,29450,20879
6253,26045-2020,109106,0.978098881374984,53949,55157,41.3,5738,11511,40809,29008,20751
6254,26045-2021,108944,0.9780307569402836,53867,55077,41.4,5622,11421,40839,28542,21222
6257,26047-2019,33337,0.9766973021049512,16472,16865,46.2,1502,3162,11214,9351,7738
6258,26047-2020,34090,0.9934506753990996,16989,17101,46.1,1516,3253,11425,9525,7973
6259,26047-2021,34225,0.9944638694638694,17065,17160,46.3,1450,3258,11508,9393,8218
6262,26049-2019,405702,0.9311877912594786,195623,210079,40.7,23820,45447,148145,110344,72705
6263,26049-2020,405648,0.9414290021680554,196705,208943,40.7,23328,46191,148411,109909,72393
6264,26049-2021,404208,0.9405088814210274,195908,208300,40.7,22861,45596,148758,107731,73750
6267,26051-2019,25430,1.0152151517552896,12811,12619,50.6,1362,2317,7206,7394,6902
6268,26051-2020,25369,1.0314702114029468,12881,12488,50.6,1308,2404,7154,7373,6839
6269,26051-2021,25485,1.0269625387735624,12912,12573,50.8,1246,2433,7223,7368,6929
6272,26053-2019,13971,1.0342166569598137,7103,6868,51.8,609,1182,3996,4042,4010
6273,26053-2020,14315,1.0403363740022804,7299,7016,51.7,595,1244,4098,4164,4073
6274,26053-2021,14361,1.047184604419102,7346,7015,51.6,606,1230,4191,4047,4134
6277,26055-2019,93032,0.9590220893259492,45543,47489,43.2,4678,9401,33176,25508,19180
6278,26055-2020,95315,0.976546461232192,47092,48223,43.0,4618,9812,34174,25827,19760
6279,26055-2021,95860,0.979147310828946,47425,48435,43.2,4500,9713,34549,25466,20449
6282,26057-2019,40681,1.1652650628060464,21893,18788,39.6,2029,3975,16593,10431,7167
6283,26057-2020,41662,1.1722717555659836,22483,19179,39.7,2051,4161,16938,10700,7298
6284,26057-2021,41544,1.179300215076326,22481,19063,39.6,2068,4062,17086,10537,7288
6287,26059-2019,45548,0.9919531181667104,22682,22866,42.8,2540,4868,15795,12570,9181
6288,26059-2020,45677,1.0003941490759394,22843,22834,42.6,2515,4922,16004,12406,9231
6289,26059-2021,45546,1.003959873284055,22818,22728,42.8,2444,4842,16006,12206,9439
6292,26061-2019,35709,1.1760511882998173,19299,16410,33.1,1858,3646,15889,7472,6404
6293,26061-2020,37160,1.1815193143125513,20126,17034,33.4,1898,3874,16460,7788,6673
6294,26061-2021,37313,1.1816640355493189,20210,17103,33.3,1857,3890,16639,7731,6712
6297,26063-2019,30904,0.9888023682347642,15365,15539,49.5,1514,2949,9159,8894,8038
6298,26063-2020,31351,1.0041552131944,15708,15643,49.4,1501,3055,9351,8912,8170
6299,26063-2021,31252,1.0033333333333334,15652,15600,49.6,1466,3020,9394,8751,8272
6302,26065-2019,291426,0.9517530053912868,142111,149315,32.7,16016,28456,139360,63578,40934
6303,26065-2020,284520,0.959652590761008,139331,145189,32.9,15286,28303,135840,61844,40076
6304,26065-2021,284034,0.9584769837548612,139006,145028,33.0,14935,28150,135910,60785,41014
6307,26067-2019,64654,1.1731706497260597,34903,29751,38.7,3679,7185,25890,17267,9793
6308,26067-2020,66861,1.1717283268912204,36074,30787,38.8,3715,7515,26722,17882,10131
6309,26067-2021,67197,1.1797391981315688,36369,30828,39.0,3611,7374,27009,17842,10453
6312,26069-2019,25244,0.9878730608709348,12545,12699,53.5,1200,2060,6854,7300,7594
6313,26069-2020,25191,1.0122214234363769,12672,12519,53.4,1198,2109,6868,7197,7572
6314,26069-2021,25369,1.0126140420468068,12764,12605,53.3,1213,2125,6983,7157,7638
6317,26071-2019,11053,0.982245337159254,5477,5576,54.7,473,949,2860,3200,3447
6318,26071-2020,11637,0.9967398764584764,5809,5828,54.1,506,1048,3079,3327,3559
6319,26071-2021,11635,1.0084584843776971,5842,5793,54.0,496,1057,3115,3235,3615
6322,26073-2019,69635,0.9464165921288016,33859,35776,29.5,3214,6109,36028,14371,9220
6323,26073-2020,64488,0.9580385608015788,31553,32935,30.1,2897,5813,33027,13385,8665
6324,26073-2021,64813,0.9581558355237318,31714,33099,30.2,2918,5814,33278,13222,8899
6327,26075-2019,158357,1.046405541268754,80974,77383,41.1,8988,16818,58452,43355,28773
6328,26075-2020,160200,1.04911742133538,82020,78180,41.2,8866,17415,58938,43734,29230
6329,26075-2021,160050,1.0551375227920594,82172,77878,41.3,8624,17269,59196,42996,29929
6332,26077-2019,265531,0.9570097728512256,129849,135682,34.6,15728,28629,117652,59436,40842
6333,26077-2020,261629,0.9665291150848234,128588,133041,34.8,15143,28695,115975,58308,40250
6334,26077-2021,261108,0.9659378388146006,128292,132816,34.9,14820,28347,116078,57320,41262
6337,26079-2019,17984,1.041548416392326,9175,8809,44.1,941,1931,6087,5165,3652
6338,26079-2020,17925,1.0497427101200687,9180,8745,44.2,939,1928,6034,5133,3673
6339,26079-2021,17979,1.048655423883318,9203,8776,44.6,886,1908,6063,5129,3768
6342,26081-2019,656800,0.9739966218450016,324074,332726,35.6,43224,78744,276214,157381,92501
6343,26081-2020,658040,0.9858224517079148,326671,331369,35.7,42266,79758,277077,156977,92877
6344,26081-2021,658046,0.9852714020225424,326582,331464,36.0,40930,78687,278796,154577,95764
6347,26083-2019,2085,1.0441176470588236,1065,1020,58.2,79,154,488,577,771
6348,26083-2020,2055,1.046812749003984,1051,1004,57.6,89,157,486,554,747
6349,26083-2021,2107,1.0201342281879195,1064,1043,57.0,82,163,525,552,762
6352,26085-2019,11752,1.0248104755341143,5948,5804,54.3,530,957,2940,3707,3500
6353,26085-2020,12099,1.0399595346484574,6168,5931,54.8,540,999,2957,3804,3684
6354,26085-2021,12308,1.0465580312603924,6294,6014,54.9,512,1023,3012,3856,3776
6357,26087-2019,87808,1.0305244658218482,44564,43244,44.6,4203,8909,30025,27121,16441
6358,26087-2020,88528,1.04589678999792,45257,43271,44.6,4241,9070,30261,27087,16762
6359,26087-2021,88513,1.0485800911889278,45306,43207,44.6,4157,9002,30423,26558,17277
6362,26089-2019,21692,0.9661016949152542,10659,11033,55.1,876,1684,5845,6110,6957
6363,26089-2020,22302,0.977127659574468,11022,11280,55.2,849,1783,5984,6223,7250
6364,26089-2021,22623,0.9780536854070124,11186,11437,55.3,860,1784,6132,6173,7471
6367,26091-2019,98519,1.0210269349908712,49772,48747,41.9,5292,10261,35930,26747,19046
6368,26091-2020,99214,1.033032109997746,50413,48801,41.9,5238,10476,36129,26906,19188
6369,26091-2021,98956,1.0336628372962864,50297,48659,42.1,5051,10308,36215,26568,19516
6372,26093-2019,192058,1.006162909729041,96324,95734,43.7,9580,19940,66817,58880,34331
6373,26093-2020,193973,1.0185545553878974,97878,96095,43.7,9556,20313,67372,58932,35280
6374,26093-2021,195014,1.0187993664530688,98415,96599,43.8,9421,20236,68132,57972,36746
6377,26095-2019,6266,1.4505279624560032,3709,2557,44.9,274,496,2313,1767,1359
6378,26095-2020,5325,1.4381868131868132,3141,2184,44.8,240,444,1941,1496,1151
6379,26095-2021,5309,1.4465437788018434,3139,2170,44.3,243,434,1966,1439,1172
6382,26097-2019,10807,1.0310092087953393,5486,5321,52.3,447,790,3098,3228,3123
6383,26097-2020,10830,1.0433962264150944,5530,5300,52.2,483,793,3087,3212,3147
6384,26097-2021,10906,1.044236176194939,5571,5335,52.0,483,780,3143,3238,3154
6387,26099-2019,872389,0.9492940311613908,424848,447541,41.2,47654,90337,326546,245278,151814
6388,26099-2020,880349,0.960766801341702,431367,448982,41.2,47462,92413,329126,247031,153244
6389,26099-2021,876792,0.9612751984109232,429740,447052,41.2,46458,91107,329352,242222,156609
6392,26101-2019,24619,1.0655256313449115,12700,11919,49.9,1033,2017,7671,7093,6528
6393,26101-2020,25063,1.0713223140495869,12963,12100,49.6,1056,2124,7873,7089,6657
6394,26101-2021,25350,1.0753172329103562,13135,12215,49.6,1045,2085,8089,7015,6832
6397,26103-2019,66689,1.0170891053172826,33627,33062,39.4,3058,6129,27590,16178,13100
6398,26103-2020,65931,1.0288334307782256,33434,32497,39.6,3000,6162,27100,15877,13098
6399,26103-2021,66103,1.0281348755867823,33510,32593,39.8,2886,6078,27442,15524,13438
6402,26105-2019,29154,0.9834002313082524,14455,14699,47.0,1518,3007,9192,8003,7112
6403,26105-2020,29064,1.0019286403085823,14546,14518,47.0,1450,3026,9117,7872,7229
6404,26105-2021,29383,0.9955854387394728,14659,14724,46.7,1406,3045,9337,7758,7453
6407,26107-2019,43583,1.0108424840823107,21909,21674,37.5,2116,4049,18299,10470,8208
6408,26107-2020,39781,1.022831282416353,20115,19666,37.6,1986,3635,16637,9568,7491
6409,26107-2021,40031,1.0229937335759045,20243,19788,37.7,1994,3603,16788,9586,7615
6412,26109-2019,22772,1.0348494325797517,11581,11191,49.5,1025,1979,7009,6721,5785
6413,26109-2020,23423,1.0613394350083605,12060,11363,49.5,987,2153,7178,6856,5986
6414,26109-2021,23299,1.0605819403909085,11992,11307,49.7,958,2100,7187,6698,6100
6417,26111-2019,83412,0.9787446031218864,41258,42154,41.6,4577,8789,30509,22642,15821
6418,26111-2020,83476,0.9903197348656446,41535,41941,41.5,4462,8917,30651,22504,15879
6419,26111-2021,83457,0.9896769579210872,41512,41945,41.5,4514,8751,30854,22051,16212
6422,26113-2019,15079,1.0126801922050186,7587,7492,43.4,907,1737,4923,4179,3153
6423,26113-2020,15067,1.0327846735024284,7655,7412,43.1,860,1749,4983,4100,3166
6424,26113-2021,15130,1.0300550114048037,7677,7453,43.0,831,1737,5079,4052,3218
6427,26115-2019,150412,0.975933370116392,74290,76122,42.9,7826,16054,53108,43455,28063
6428,26115-2020,154796,0.9896913842080232,76997,77799,42.8,7969,16766,54613,44386,29042
6429,26115-2021,155274,0.9892641180690788,77218,78056,42.8,7854,16794,55085,43636,29897
6432,26117-2019,63708,1.0718722560083254,32959,30749,41.1,3513,7138,23228,17495,11463
6433,26117-2020,66515,1.0836727022116408,34593,31922,41.3,3674,7470,24243,18236,12024
6434,26117-2021,67220,1.088810167490134,35039,32181,41.3,3608,7500,24753,18155,12350
6437,26119-2019,9304,1.0354408225771166,4733,4571,56.5,346,728,2237,2906,3022
6438,26119-2020,9155,1.056841159290047,4704,4451,56.4,370,693,2220,2786,2992
6439,26119-2021,9297,1.0724476148016049,4811,4486,56.7,376,691,2255,2768,3111
6442,26121-2019,173645,0.9795371637026904,85925,87720,39.7,10494,20028,64884,45430,30535
6443,26121-2020,175817,0.9907492328770224,87500,88317,39.8,10446,20509,65695,45843,30966
6444,26121-2021,176511,0.993348390739695,87961,88550,39.8,10261,20484,66313,45284,31756
6447,26123-2019,49027,1.0113641025641025,24652,24375,43.1,2794,5486,16521,13798,9718
6448,26123-2020,50042,1.0274694109067335,25360,24682,42.9,2816,5644,17026,13963,9888
6449,26123-2021,50296,1.0283916760767866,25500,24796,42.9,2701,5617,17322,13810,10166
6452,26125-2019,1257726,0.9631876751137508,617071,640655,41.2,67596,128681,474964,353202,217729
6453,26125-2020,1272408,0.9767526402624882,628722,643686,41.2,66953,131561,480587,356372,221156
6454,26125-2021,1270017,0.9757238130648044,627206,642811,41.3,65567,129823,481961,350199,226572
6457,26127-2019,26562,1.0346227499042513,13507,13055,43.7,1419,3061,8765,7246,5679
6458,26127-2020,26688,1.0505570495582022,13673,13015,43.6,1393,3033,8919,7291,5675
6459,26127-2021,26815,1.0519589837771657,13747,13068,43.8,1323,2989,9102,7244,5791
6462,26129-2019,20933,0.992859862909368,10429,10504,50.3,960,1952,6127,6157,5496
6463,26129-2020,20740,1.006578947368421,10404,10336,50.3,941,1939,6109,6069,5449
6464,26129-2021,20726,1.004448742746615,10386,10340,50.7,916,1903,6116,5960,5609
6467,26131-2019,5713,1.0396287040342735,2912,2801,59.3,147,348,1164,1838,2164
