,fip-year,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
14498,51179-2020,157604,1.0374382708069396,80250,77354,35.8,9699,21257,66146,41126,16832
14499,51179-2021,160877,1.038197919702018,81946,78931,36.0,9717,21565,67874,41499,17528
14502,51181-2019,6407,0.982977406375735,3176,3231,50.7,304,519,1912,2099,1507
14503,51181-2020,6546,0.9872495446265938,3252,3294,50.8,299,523,1970,2110,1571
14504,51181-2021,6530,1.0049124961621123,3273,3257,51.0,329,498,1968,2038,1624
14507,51183-2019,11092,1.4753403258201294,6611,4481,40.5,433,875,4706,2953,2037
14508,51183-2020,10768,1.485114239556889,6435,4333,40.3,416,871,4597,2847,1945
14509,51183-2021,10763,1.5289003759398496,6507,4256,40.1,405,848,4695,2774,1951
14512,51185-2019,40734,0.9871213229913656,20235,20499,45.7,2028,3862,13640,11260,9463
14513,51185-2020,40343,0.9985633607450708,20157,20186,45.4,1961,3900,13621,11105,9270
14514,51185-2021,39925,1.000952237758733,19972,19953,45.3,1891,3899,13562,10754,9339
14517,51187-2019,40235,0.996576022231044,20083,20152,40.8,2464,4326,14702,11595,6656
14518,51187-2020,40782,1.0092624525791989,20485,20297,40.7,2465,4438,14919,11639,6796
14519,51187-2021,40925,1.0117485130020154,20582,20343,40.6,2522,4378,15151,11359,6977
14522,51191-2019,53852,0.9739022065830952,26570,27282,47.0,2277,4954,17762,15475,12821
14523,51191-2020,53839,0.9828011637756418,26686,27153,47.1,2281,4927,17700,15517,12819
14524,51191-2021,53635,0.9814178580664228,26566,27069,47.3,2247,4831,17688,15209,13042
14527,51193-2019,18029,0.9596739130434784,8829,9200,48.3,966,1710,5554,4952,4662
14528,51193-2020,18496,0.9716448139857158,9115,9381,48.4,945,1725,5740,5103,4774
14529,51193-2021,18731,0.9743860018973332,9244,9487,48.8,928,1752,5775,5114,4946
14532,51195-2019,37427,1.0857668301382075,19483,17944,42.0,1717,3701,14284,10098,7194
14533,51195-2020,36018,1.097362138240261,18845,17173,41.7,1719,3598,13752,9663,6868
14534,51195-2021,35647,1.1030678466076695,18697,16950,41.6,1706,3537,13628,9439,6890
14537,51197-2019,28618,0.9567863247863247,13993,14625,46.0,1419,2819,9391,8333,6319
14538,51197-2020,28274,0.9662030598052852,13894,14380,45.9,1397,2785,9264,8298,6174
14539,51197-2021,28178,0.9658155434630948,13844,14334,46.0,1357,2718,9327,8158,6265
14542,51199-2019,68579,0.969529006318208,33759,34820,39.5,3750,8461,25956,17899,11500
14543,51199-2020,70154,0.9808001807041816,34737,35417,39.5,3767,8760,26695,18126,11777
14544,51199-2021,70915,0.9783239413044692,35069,35846,39.6,3724,8806,27307,17927,12140
14547,51510-2019,159050,0.9295861792859136,76623,82427,37.2,11343,12983,75804,38560,19222
14548,51510-2020,159097,0.9410121269794792,77131,81966,37.5,11047,13152,75159,39176,19300
14549,51510-2021,154706,0.9438113307115304,75117,79589,37.9,10358,12862,72307,38235,19642
14552,51520-2019,17036,0.8994313747351991,8067,8969,43.0,990,1741,5993,4408,3701
14553,51520-2020,17259,0.9115073651567172,8230,9029,42.7,936,1831,6098,4471,3710
14554,51520-2021,17054,0.9183352080989876,8164,8890,43.3,826,1796,6022,4446,3753
14557,51530-2019,6481,0.8747468903673705,3024,3457,37.3,397,663,2630,1469,1254
14558,51530-2020,6620,0.8908883176235362,3119,3501,37.3,396,679,2685,1518,1263
14559,51530-2021,6601,0.9039515431208538,3134,3467,36.4,398,684,2711,1468,1265
14562,51540-2019,47283,0.9399745620153448,22910,24373,32.3,2418,3639,25517,9586,5809
14563,51540-2020,46423,0.9414913638074528,22512,23911,32.7,2426,3566,24864,9398,5829
14564,51540-2021,45672,0.9380463379444964,22106,23566,33.2,2441,3525,24016,9265,6070
14567,51550-2019,245403,0.9552777512190458,119895,125508,37.2,15517,29968,100171,62817,33513
14568,51550-2020,249679,0.965310957707233,122636,127043,37.3,15513,30992,101926,63578,34017
14569,51550-2021,251269,0.9674504553177828,123556,127713,37.5,15250,31086,103209,62813,35182
14572,51570-2019,17089,0.8554831704668838,7879,9210,40.3,1031,1955,6180,4303,3384
14573,51570-2020,18191,0.8693864967629226,8460,9731,39.9,1146,2119,6638,4583,3450
14574,51570-2021,18273,0.8762706643392545,8534,9739,39.4,1211,2161,6689,4528,3438
14577,51580-2019,5622,0.9246833276275248,2701,2921,42.1,373,593,1947,1528,1103
14578,51580-2020,5721,0.9386648593697052,2770,2951,41.9,396,609,1977,1557,1113
14579,51580-2021,5717,0.9518607033117104,2788,2929,41.4,366,642,1999,1517,1124
14582,51590-2019,40036,0.8519752058469794,18418,21618,41.5,2385,4426,14036,10335,8417
14583,51590-2020,42465,0.8619283553295041,19658,22807,41.0,2451,4882,15049,10806,8759
14584,51590-2021,42215,0.8534861257463997,19439,22776,40.9,2393,4800,15117,10509,8830
14587,51595-2019,5409,0.8485987696514012,2483,2926,39.4,408,656,1872,1335,1064
14588,51595-2020,5716,0.8643183300717547,2650,3066,40.0,396,725,1953,1440,1131
14589,51595-2021,5667,0.8549918166939443,2612,3055,39.9,381,733,1919,1409,1138
14592,51600-2019,23294,0.960114439582632,11410,11884,38.7,1580,2429,9308,6144,3567
14593,51600-2020,24129,0.9695535058362582,11878,12251,38.0,1857,2588,9553,6262,3577
14594,51600-2021,24276,0.9707744763760352,11958,12318,37.5,2054,2560,9624,6130,3630
14597,51610-2019,14551,0.9692786574637976,7162,7389,39.6,762,1862,5616,4020,2079
14598,51610-2020,14654,0.9826816398322284,7263,7391,39.5,825,1882,5607,4045,2076
14599,51610-2021,14493,0.9815422477440524,7179,7314,39.7,823,1812,5529,4009,2087
14602,51620-2019,7867,0.8389434315100515,3589,4278,39.8,562,983,2661,2029,1526
14603,51620-2020,8171,0.8498981208965362,3754,4417,39.8,598,1047,2732,2086,1592
14604,51620-2021,8217,0.8419636852723604,3756,4461,38.7,671,1038,2784,2008,1602
14607,51630-2019,29254,0.8687875303436822,13600,15654,30.6,1910,3054,14519,6126,3363
14608,51630-2020,27995,0.8832828792465524,13130,14865,30.7,1769,3001,13872,5855,3216
14609,51630-2021,28367,0.8696941734774585,13195,15172,30.8,1752,3064,14095,5841,3300
14612,51640-2019,6324,0.8754448398576512,2952,3372,40.5,425,780,2202,1714,1133
14613,51640-2020,6691,0.8816085489313836,3135,3556,40.1,452,831,2338,1767,1204
14614,51640-2021,6660,0.8829516539440203,3123,3537,39.9,433,843,2347,1725,1210
14617,51650-2019,135048,0.9226651480637812,64808,70240,36.2,8379,13974,57176,32757,21215
14618,51650-2020,137131,0.9361675091068252,66305,70826,36.2,8423,14529,58192,32923,21480
14619,51650-2021,137746,0.9325448601933304,66469,71277,36.2,8309,14706,58964,31987,22128
14622,51660-2019,53379,0.9241916297177464,25638,27741,26.0,2705,4322,31874,8814,5238
14623,51660-2020,51675,0.932642680828783,24937,26738,25.9,2662,4182,30674,8645,5069
14624,51660-2021,51430,0.9350590714124464,24852,26578,25.7,2662,4201,30438,8567,5130
14627,51670-2019,22523,0.8672691096003979,10461,12062,35.9,1614,2945,8731,5374,3565
14628,51670-2020,22967,0.8780767029192902,10738,12229,36.0,1675,2972,8856,5585,3549
14629,51670-2021,23140,0.8811478741565726,10839,12301,35.9,1650,3049,8988,5539,3565
14632,51678-2019,7246,1.303242212333121,4100,3146,22.4,217,410,4446,1015,1107
14633,51678-2020,7313,1.3127767235926628,4151,3162,22.3,225,443,4502,1012,1086
14634,51678-2021,7456,1.317687286291576,4239,3217,22.2,309,431,4558,1045,1071
14637,51680-2019,81753,0.8831022250886811,38339,43414,28.5,4749,7397,41990,15095,11744
14638,51680-2020,78871,0.8923438662156001,37192,41679,28.5,4566,7254,40577,14537,11125
14639,51680-2021,79009,0.8951547133605181,37319,41690,28.6,4604,7127,40910,14249,11305
14642,51683-2019,40907,1.006228543403629,20517,20390,34.8,3290,5416,17174,10158,4288
14643,51683-2020,42728,1.0216702152827064,21593,21135,35.0,3347,5614,17893,10712,4530
14644,51683-2021,42708,1.025323659126476,21621,21087,35.3,3321,5419,17956,10678,4708
14647,51685-2019,18071,1.0537561086487102,9272,8799,34.5,1336,2274,8099,4584,1528
14648,51685-2020,17140,1.0653090733823352,8841,8299,35.2,1120,2125,7647,4546,1453
14649,51685-2021,17002,1.0683698296836983,8782,8220,35.7,936,2102,7641,4534,1498
14652,51690-2019,12443,0.8728175797712222,5799,6644,40.0,828,1604,4297,3311,2228
14653,51690-2020,13422,0.8869675242513707,6309,7113,39.4,899,1782,4691,3548,2314
14654,51690-2021,13517,0.8896966307842863,6364,7153,38.5,948,1796,4791,3473,2293
14657,51700-2019,179736,0.9334351670575074,86774,92962,33.7,13131,20392,79775,40618,23778
14658,51700-2020,185916,0.9419045530034782,90177,95739,33.9,13207,21486,82707,41670,24575
14659,51700-2021,184587,0.9345092120983464,89169,95418,34.2,12827,21297,81938,40953,25275
14662,51710-2019,243581,1.087097713952771,126873,116708,31.0,15809,22943,125012,49405,28185
14663,51710-2020,237591,1.0976003813963344,124323,113268,31.2,15030,22779,122328,47683,27538
14664,51710-2021,235089,1.097566851361118,123012,112077,31.4,14661,22239,121406,46316,28169
14667,51720-2019,3983,0.8921615201900237,1878,2105,38.9,245,445,1545,970,738
14668,51720-2020,3679,0.9121621621621622,1755,1924,39.4,229,420,1394,923,675
14669,51720-2021,3666,0.9103699843668578,1747,1919,39.0,222,432,1384,910,674
14672,51730-2019,30593,0.8378589450919139,13947,16646,37.8,2176,3149,11864,7869,5249
14673,51730-2020,33428,0.8518641626502687,15377,18051,37.3,2397,3646,12984,8379,5674
14674,51730-2021,33429,0.8409053361969271,15270,18159,37.1,2545,3664,12880,8222,5729
14677,51735-2019,12228,1.0039331366764994,6126,6102,42.4,573,1418,4301,3356,2377
14678,51735-2020,12455,1.0153721682847896,6275,6180,42.0,556,1527,4430,3369,2382
14679,51735-2021,12574,1.012483994878361,6326,6248,41.8,574,1532,4528,3353,2394
14682,51740-2019,94582,0.9229455536128166,45396,49186,35.7,6874,10663,39571,22143,14269
14683,51740-2020,98015,0.9304551631772792,47242,50773,35.7,7021,11268,41180,22785,14603
14684,51740-2021,97840,0.9278437863293334,47089,50751,35.7,6932,11167,41429,22278,14863
14687,51750-2019,18107,0.8881126173096976,8517,9590,24.4,556,1108,11346,3279,1678
14688,51750-2020,16089,0.8912660162219349,7582,8507,24.3,509,1008,10051,2874,1527
14689,51750-2021,16499,0.8905694969634468,7772,8727,24.4,553,1017,10298,2909,1592
14692,51760-2019,231027,0.90212997192422,109570,121457,34.4,13182,19219,112381,52771,31609
14693,51760-2020,226670,0.9074346783355072,107835,118835,34.7,12758,18804,110581,51485,31162
14694,51760-2021,226604,0.90190186829604,107458,119146,34.8,12915,18540,111058,50267,31900
14697,51770-2019,99216,0.904228163445483,47113,52103,38.6,6501,11144,38606,25150,16706
14698,51770-2020,99875,0.9152587876579668,47728,52147,38.5,6452,11383,38986,25122,16733
14699,51770-2021,98865,0.9188145330331496,47341,51524,38.5,6378,11091,38671,24379,17054
14702,51775-2019,25209,0.9099174179862112,12010,13199,41.0,1090,2377,9890,6669,4902
14703,51775-2020,25374,0.9208175624526872,12164,13210,40.6,1137,2442,9998,6635,4857
14704,51775-2021,25373,0.9255520983531912,12196,13177,40.5,1178,2424,10109,6442,4938
14707,51790-2019,24916,0.851802303976217,11461,13455,42.1,1449,2281,9342,6320,5282
14708,51790-2020,25800,0.874318924809299,12035,13765,41.6,1506,2378,9806,6475,5365
14709,51790-2021,25661,0.8744338933528123,11971,13690,41.8,1514,2341,9787,6368,5386
14712,51800-2019,92277,0.9422647863607662,44767,47510,38.5,5986,11119,35232,24992,13701
14713,51800-2020,94685,0.9515437569561812,46167,48518,38.4,5983,11561,36453,25349,14030
14714,51800-2021,96194,0.950682375844098,46881,49313,38.4,6026,11497,37503,25233,14539
14717,51810-2019,450766,0.9638995146519348,221240,229526,36.7,28044,49577,191312,109996,66308
14718,51810-2020,459373,0.9716933351646464,226389,232984,36.9,27783,51495,194660,111950,67709
14719,51810-2021,457672,0.9690237312636596,225236,232436,37.2,26965,51037,193979,110404,69529
14722,51820-2019,22416,0.913607648967048,10702,11714,38.8,1449,2648,8531,5456,4031
14723,51820-2020,22279,0.9235883267138664,10697,11582,38.8,1469,2603,8523,5452,3933
14724,51820-2021,22550,0.9188223281143636,10798,11752,38.9,1491,2579,8702,5520,3953
14727,51830-2019,15019,0.8544264724040005,6920,8099,28.1,515,864,8327,2606,2633
14728,51830-2020,15445,0.8559240567171353,7123,8322,28.3,533,911,8537,2696,2681
14729,51830-2021,15590,0.8621595795508838,7218,8372,28.5,505,920,8601,2748,2722
14732,51840-2019,28036,0.9668864880033676,13782,14254,36.8,1759,3154,11434,6704,4593
14733,51840-2020,28008,0.9804836656767076,13866,14142,37.1,1754,3107,11413,6753,4607
14734,51840-2021,28136,0.9737635917222028,13881,14255,37.2,1717,3094,11515,6726,4706
14737,53001-2019,19959,1.0443511215814811,10196,9763,28.0,1904,3802,7751,3859,2260
14738,53001-2020,20605,1.0504527813712807,10556,10049,28.1,1910,3916,8054,3939,2362
14739,53001-2021,20621,1.053066507367583,10577,10044,28.2,1849,3888,8113,3928,2410
14742,53003-2019,22687,0.9515698924731184,11062,11625,45.6,1179,2328,7412,6114,5384
14743,53003-2020,22290,0.9621478873239436,10930,11360,45.6,1116,2293,7296,5969,5332
14744,53003-2021,22397,0.9629272567922876,10987,11410,45.5,1155,2265,7365,5860,5471
14747,53005-2019,204173,1.0010682923004548,102141,102032,36.0,14050,28163,80194,47429,31255
14748,53005-2020,207230,1.0166407162319968,104470,102760,36.2,13651,28923,81831,47902,31670
14749,53005-2021,210025,1.015053536477722,105797,104228,36.3,13467,28836,83778,47963,32606
14752,53007-2019,77053,1.0054917883449157,38632,38421,40.0,4739,9242,27910,19016,15167
14753,53007-2020,79185,1.0183264088904749,39952,39233,40.1,4625,9706,28754,19403,15591
14754,53007-2021,79646,1.0193707056109125,40205,39441,40.4,4463,9553,29146,19307,16056
14757,53009-2019,77457,0.9711166530944624,38161,39296,51.5,3333,6703,23154,19987,23572
14758,53009-2020,77280,0.9818941861359732,38287,38993,51.4,3210,6792,23192,19725,23599
14759,53009-2021,78209,0.9824339053509415,38758,39451,51.3,3151,6792,23792,19477,24237
14762,53011-2019,489271,0.9763893713796364,241713,247558,38.6,29285,58823,191502,125279,77710
14763,53011-2020,505013,0.988443698961311,251039,253974,38.7,29456,60987,197785,129135,80497
14764,53011-2021,511404,0.9884597139813208,254218,257186,38.9,28880,60061,202010,129623,83476
14767,53013-2019,4023,0.9586173320350536,1969,2054,51.1,184,370,1165,1084,1172
14768,53013-2020,3949,0.968594217347956,1943,2006,50.6,174,367,1182,1049,1130
14769,53013-2021,4042,0.9745969711773328,1995,2047,50.0,166,366,1253,1046,1156
14772,53015-2019,110389,0.9853779608280426,54788,55601,41.0,6700,12687,39530,28718,21335
14773,53015-2020,110924,0.9975508734017648,55394,55530,40.9,6631,12882,39861,28881,21207
14774,53015-2021,111524,0.99935460738616,55744,55780,41.0,6424,12897,40335,28691,21673
14777,53017-2019,43251,1.0315171441991546,21961,21290,37.8,2773,5816,16031,10224,7775
14778,53017-2020,42998,1.0423692585379756,21945,21053,38.0,2709,5761,16002,10200,7682
14779,53017-2021,43696,1.042346342603412,22301,21395,38.4,2652,5681,16376,10366,7933
14782,53019-2019,7676,1.047479327820752,3927,3749,51.7,336,638,2215,2234,2196
14783,53019-2020,7178,1.04851598173516,3674,3504,51.8,306,601,2055,2051,2095
14784,53019-2021,7273,1.0406846240179572,3709,3564,51.8,293,604,2083,2035,2180
14787,53021-2019,95446,1.0615132076286744,49147,46299,30.5,8315,15656,41937,18517,9290
14788,53021-2020,97076,1.0639537355955266,50042,47034,30.6,8140,16038,42644,18964,9499
14789,53021-2021,98268,1.0690177913464576,50773,47495,30.9,7884,15977,43414,19365,9765
14792,53023-2019,2266,0.9568221070811744,1108,1158,47.5,158,204,670,607,599
14793,53023-2020,2292,0.9623287671232876,1124,1168,47.3,137,230,677,601,624
14794,53023-2021,2346,0.964824120603015,1152,1194,46.9,120,259,700,607,635
14797,53025-2019,97959,1.0372049495684723,49874,48085,33.1,7539,14945,38770,21337,13756
14798,53025-2020,99365,1.049565809286112,50884,48481,33.3,7469,15180,39390,21740,13867
14799,53025-2021,100297,1.0503086798315548,51379,48918,33.6,7243,15016,40028,21910,14311
14802,53027-2019,75047,1.0458250415723904,38364,36683,44.5,3918,7923,25255,20354,16717
14803,53027-2020,75811,1.0526073536578762,38877,36934,44.4,3876,8043,25600,20342,17032
14804,53027-2021,76841,1.0549568100981468,39448,37393,44.5,3799,8066,26029,20377,17634
14807,53029-2019,85344,0.997752808988764,42624,42720,43.7,4716,7653,30546,20132,21548
14808,53029-2020,86948,1.0097078402366864,43684,43264,43.6,4594,7995,31168,20378,22005
14809,53029-2021,87432,1.0109943188352462,43955,43477,44.0,4423,7951,31354,20170,22736
14812,53031-2019,32347,0.9600678664485244,15844,16503,59.4,958,1932,7702,9215,12306
14813,53031-2020,33048,0.9727793696275072,16296,16752,59.4,975,2013,7940,9192,12694
14814,53031-2021,33605,0.9657794676806084,16510,17095,59.6,965,2025,8152,9065,13159
14817,53033-2019,2249653,1.0119366490990052,1131500,1118153,37.0,126445,227386,1012050,556733,302891
14818,53033-2020,2272571,1.025852547502418,1150786,1121785,37.1,124542,231626,1028253,560577,302446
14819,53033-2021,2252305,1.0269068748014538,1141102,1111203,37.4,119454,227060,1017130,553125,309960
14822,53035-2019,272299,1.0469299696304537,139271,133028,39.1,15382,27540,108590,67836,49930
14823,53035-2020,275660,1.0568418382193836,141639,134021,39.3,15105,28350,109851,68378,50861
14824,53035-2021,274314,1.0527568247126438,140682,133632,39.8,14345,27783,109261,67218,52523
14827,53037-2019,47856,1.0166027558889217,24125,23731,34.7,2168,4091,22262,10837,8044
14828,53037-2020,44589,1.0296326642086575,22620,21969,34.8,1982,3914,20843,9998,7445
14829,53037-2021,45499,1.0216386741313428,22993,22506,35.3,1959,3973,21241,10132,7756
14832,53039-2019,22433,1.0301357466063348,11383,11050,47.0,1103,2177,7131,6279,5488
14833,53039-2020,22783,1.0354685964442063,11590,11193,47.2,1087,2230,7206,6415,5569
14834,53039-2021,23118,1.0420457556752938,11797,11321,47.4,1073,2187,7367,6389,5818
14837,53041-2019,80599,1.0019622454048684,40339,40260,42.8,4769,8629,27902,21172,17172
14838,53041-2020,82474,1.016775077028415,41580,40894,42.4,4819,9068,28748,21415,17394
14839,53041-2021,84398,1.0164858794858318,42544,41854,42.0,4855,9374,29857,21428,17806
14842,53043-2019,10938,1.0244308717379234,5535,5403,47.9,582,1179,3246,2914,2851
14843,53043-2020,10920,1.034656232532141,5553,5367,47.4,582,1191,3281,2867,2848
14844,53043-2021,11232,1.0459016393442624,5742,5490,46.6,579,1230,3442,2912,2908
14847,53045-2019,66939,1.0717734447539462,34629,32310,45.5,3503,6560,22309,18115,15698
14848,53045-2020,66028,1.087445860073978,34397,31631,45.0,3423,6564,22264,17641,15371
14849,53045-2021,67615,1.083988287871783,35170,32445,44.9,3463,6639,23029,17647,16052
14852,53047-2019,42403,1.0242994223516495,21456,20947,43.2,2488,5203,13783,10831,9535
14853,53047-2020,42118,1.0294897123307474,21365,20753,43.1,2448,5111,13804,10736,9442
14854,53047-2021,42634,1.0265234337864817,21596,21038,43.0,2405,5107,14162,10616,9722
14857,53049-2019,22517,0.9781252745321972,11134,11383,54.7,884,1730,6094,6351,7236
14858,53049-2020,23470,0.989826197541331,11675,11795,54.7,867,1829,6386,6549,7616
14859,53049-2021,23948,0.9913520705138866,11922,12026,54.6,824,1862,6586,6548,7900
14862,53051-2019,13726,1.049268438339803,7028,6698,50.9,649,1336,3854,4029,3708
14863,53051-2020,13482,1.0668404108539016,6959,6523,50.4,654,1345,3816,3902,3597
